"","Provinces","Year","Dengue","Population_density","Humidity"
"385","Yasothon",2010,45.9892036635593,129.577255636207,81.668402185667
"386","Amnat Charoen",2011,104.23354762103,117.751280506939,74.6503389166729
"387","Ang Thong",2011,108.427415238276,293.338716939358,74.380491632802
"388","Bangkok",2011,192.287257991102,3617.45977815274,73.6739236703106
"389","Bungkan",2011,NA,94.6720963103722,74.7634927687472
"390","Buri Ram",2011,249.441178640036,151.031906293638,73.0143851024088
"391","Chachoengsao",2011,143.515315660097,126.961315641936,71.7585305750489
"392","Chai Nat",2011,61.5142713109441,134.935333431049,72.5984189557738
"393","Chaiyaphum",2011,84.4403564589333,88.2295882069326,71.6398455225219
"394","Chanthaburi",2011,429.907807799093,81.5485957715368,72.8053276257271
"395","Chiang Mai",2011,397.656584114148,81.868967696267,74.5096265917239
"396","Chiang Rai",2011,195.969485824123,102.638990085002,76.285052857121
"397","Chon Buri",2011,170.320082231731,306.820077928031,78.1139027724333
"398","Chumphon",2011,135.722151561821,81.9073630788975,80.8202615966145
"399","Kalasin",2011,47.3689840116945,141.31148598207,81.5535471992872
"400","Kamphaeng Phet",2011,74.5169825718414,84.3461915145995,76.3806410761847
"401","Kanchanaburi",2011,84.6332281974076,43.0584420957024,77.9422452891054
"402","Khon Kaen",2011,57.8121089472307,162.232910168675,77.8873566394271
"403","Krabi",2011,383.070913777084,93.0313016086611,76.3816161945166
"404","Lampang",2011,201.311096267626,60.4385158051792,74.9375956660916
"405","Lamphun",2011,131.698815700875,89.6499286932059,72.7336754566143
"406","Loei",2011,144.338475324842,54.6994506246689,73.5118963569949
"407","Lop Buri",2011,161.084050695187,121.960826503895,74.2168818973057
"408","Mae Hong Son",2011,265.931292204812,19.2447768790149,74.9997604326838
"409","Maha Sarakham",2011,85.9815948308887,177.587357368157,74.1991217644723
"410","Mukdahan",2011,256.033072896022,78.4779588140549,76.776373139403
"411","Nakhon Nayok",2011,39.0023283208119,119.618755890669,75.2765936253649
"412","Nakhon Pathom",2011,177.238633634466,399.415770776271,76.761207112399
"413","Nakhon Phanom",2011,143.735243370868,127.845174060908,74.5637184848082
"414","Nakhon Ratchasima",2011,217.380793517256,126.150558281453,73.2210220939842
"415","Nakhon Sawan",2011,64.944396026448,111.66097796373,73.6876950728229
"416","Nakhon Si Thammarat",2011,395.722086324948,153.489634701607,77.4262757565682
"417","Nan",2011,58.3283677288864,41.5454156842809,75.257925236509
"418","Narathiwat",2011,466.300583912697,166.994456398603,71.5865378219611
"419","Nong Bua Lam Phu",2011,41.9857885070371,130.225395339726,72.6782521529768
"420","Nong Khai",2011,175.338811854002,168.466635431817,73.2330429990959
"421","Nonthaburi",2011,140.919468354137,1803.98776801655,74.740965081637
"422","P.Nakhon S.Ayutthaya",2011,71.3512168429499,308.081309844171,76.6255719365391
"423","Pathum Thani",2011,76.6645101681871,662.512058805025,76.429074689386
"424","Pattani",2011,481.698908038614,341.93982959828,79.2482855674645
"425","Phangnga",2011,231.435172654561,61.1214139890839,77.4393605192177
"426","Phatthalung",2011,406.603491154711,149.23843756397,78.3667429292873
"427","Phayao",2011,280.797250407012,76.5487658653105,78.4644550759115
"428","Phetchabun",2011,232.134007934946,78.210803939498,79.2727721930439
"429","Phetchaburi",2011,91.6153699265575,74.8704687349903,79.4406342562529
"430","Phichit",2011,74.9516089126923,121.316800459412,77.1217667870647
"431","Phitsanulok",2011,96.434280801121,78.7138029045141,77.6482550774903
"432","Phrae",2011,71.0626702997275,70.1603004191418,79.3052888037994
"433","Phuket",2011,184.825644982153,651.611133004563,73.8907180651345
"434","Prachin Buri",2011,287.021028335874,98.6174507523788,79.2503050770396
"435","Prachuap Khiri Khan",2011,160.759157809305,80.4960094980542,78.0968207743467
"436","Ranong",2011,97.9064340844933,55.74484277807,80.9140990893724
"437","Ratchaburi",2011,133.145995414651,162.164949921697,77.2630006154378
"438","Rayong",2011,334.621222574859,179.542792792793,78.2664049661259
"439","Roi Et",2011,123.979164144429,157.246342498159,74.8427017483774
"440","Sa Kaeo",2011,148.828070587028,75.8284274742194,77.3849146260977
"441","Sakon Nakhon",2011,90.7107395640365,116.945513131491,77.1580509487145
"442","Samut Prakan",2011,179.517844988003,1198.31947670134,80.2385045692214
"443","Samut Sakhon",2011,162.292776168207,572.132419782495,73.8433048309677
"444","Samut Songkhram",2011,58.2216130993477,465.761314304775,72.9094814249541
"445","Saraburi",2011,101.699723105984,173.48145637925,74.2949791245471
"446","Satun",2011,352.277363691548,121.609438086759,73.999681708739
"447","Si Sa Ket",2011,181.310739614227,164.276803466435,77.2788341937892
"448","Sing Buri",2011,31.3689503574656,259.687189201413,78.6090881297482
"449","Songkhla",2011,442.425439462769,184.883760088906,82.2172532691426
"450","Sukhothai",2011,73.9812204075118,91.190965802175,83.401841767
"451","Suphan Buri",2011,72.7765004088501,157.717756300476,83.2921504488039
"452","Surat Thani",2011,215.006165617985,78.5064913858925,80.8650909148174
"453","Surin",2011,336.062254464108,169.915003047739,83.4165258233457
"454","Tak",2011,393.018692398374,32.3660223141226,84.0364180470174
"455","Trang",2011,151.745310415696,127.443940735155,83.526198397043
"456","Trat",2011,299.982433461104,78.7559418233416,81.419143537641
"457","Ubon Ratchathani",2011,100.217118735811,115.342921653747,82.1064546043242
"458","Udon Thani",2011,80.4853928055361,131.975033549861,82.1803324617365
"459","Uthai Thani",2011,46.6415066730888,48.7402689292486,82.187644111622
"460","Uttaradit",2011,49.453409682457,58.8166854455494,80.7906712831417
"461","Yala",2011,275.838604037937,109.214439565077,81.6087478540712
"462","Yasothon",2011,74.9740652831106,129.480179082213,84.3838203292092
"463","Amnat Charoen",2012,82.7322527269514,118.1476429562,75.0966041108869
"464","Ang Thong",2012,126.46099435681,293.153870619968,75.2155315656988
"465","Bangkok",2012,186.373282383548,3616.64192276972,74.1535478022691
"466","Bungkan",2012,13.0873239573159,95.8284580651065,74.9271031079119
"467","Buri Ram",2012,117.122177259788,151.773462554315,73.3813470341673
"468","Chachoengsao",2012,282.038905035722,128.148196598767,71.6495896757163
"469","Chai Nat",2012,107.151861500966,134.901321836335,72.2968180507695
"470","Chaiyaphum",2012,77.4910549904063,88.6686924468045,70.7072367316049
"471","Chanthaburi",2012,159.252757698175,82.3307036920164,71.0064168737176
"472","Chiang Mai",2012,36.3001180206832,82.3413391626631,75.0092471876006
"473","Chiang Rai",2012,43.1514557785047,102.790295459923,78.1572084720641
"474","Chon Buri",2012,135.117103933865,312.629383451753,81.2689071477241
"475","Chumphon",2012,57.9435101249722,82.4279148904445,83.5851973494357
"476","Kalasin",2012,NA,141.805098387072,84.9025051061808
"477","Kamphaeng Phet",2012,182.116815910825,84.5258025277985,77.2857339978794
"478","Kanchanaburi",2012,107.483397334269,43.025336562654,78.4771641266364
"479","Khon Kaen",2012,71.0496186646954,163.036695510772,78.3924484684532
"480","Krabi",2012,156.865565311585,94.5026794027497,77.2457616937959
"481","Lampang",2012,26.955210746144,60.3808325237329,74.8324818581954
"482","Lamphun",2012,25.2055363219192,89.8099417605699,72.8742693469955
"483","Loei",2012,49.3817751080921,55.125460715865,73.9936680467272
"484","Lop Buri",2012,186.924764431265,122.272451821871,75.4390038433823
"485","Mae Hong Son",2012,69.1613874838351,19.2690646882932,75.5602393473402
"486","Maha Sarakham",2012,63.5878575758954,178.610283344637,73.8678818287434
"487","Mukdahan",2012,32.6656322549786,79.0049379814417,77.0238329496912
"488","Nakhon Nayok",2012,118.350615658335,120.25164938737,74.8710795207457
"489","Nakhon Pathom",2012,161.785286342806,403.359825339997,77.8125468999689
"490","Nakhon Phanom",2012,32.8933436860309,128.494950176575,73.8462244888832
"491","Nakhon Ratchasima",2012,97.2640357193521,126.923566373006,72.8774741410765
"492","Nakhon Sawan",2012,245.121102495279,111.834040674634,73.5417674151988
"493","Nakhon Si Thammarat",2012,55.378669569812,154.376333039712,75.9371702169675
"494","Nan",2012,9.63001886227608,41.6379011568268,75.4454023689032
"495","Narathiwat",2012,42.3820004568278,169.234464621277,72.0724171989265
"496","Nong Bua Lam Phu",2012,18.6112447556878,130.878399703971,72.8865122183314
"497","Nong Khai",2012,30.0523574513259,169.315461184312,74.035069635997
"498","Nonthaburi",2012,118.597882230726,1834.59343760194,75.469444800627
"499","P.Nakhon S.Ayutthaya",2012,86.3254229000553,310.371816133675,77.6351559956868
"500","Pathum Thani",2012,74.5765531703741,677.545587525953,76.2792749692853
"501","Pattani",2012,23.0786983614124,346.129782369833,75.9668582685961
"502","Phangnga",2012,121.556702512301,61.7356706414331,73.2873772685149
"503","Phatthalung",2012,92.7128118610202,150.239759519202,75.7737799157136
"504","Phayao",2012,31.5496189461608,76.8080867843891,76.3814407119045
"505","Phetchabun",2012,123.880197483753,78.4393250111143,77.3875268894198
"506","Phetchaburi",2012,373.02132342591,75.3194547655008,77.4196147756997
"507","Phichit",2012,342.740651079824,121.25213500822,75.9854026892304
"508","Phitsanulok",2012,146.189247774974,78.9925603655523,76.3594652325991
"509","Phrae",2012,21.4157563149165,69.9854923027842,76.1121549827434
"510","Phuket",2012,60.1266261204472,664.608477553892,72.1128777922454
"511","Prachin Buri",2012,174.557274626929,99.4821477241755,77.3955946909871
"512","Prachuap Khiri Khan",2012,126.873609902331,81.1998831588568,75.783445371693
"513","Ranong",2012,44.3475975647146,55.3806876498047,79.1065772606281
"514","Ratchaburi",2012,229.497856799479,162.924505172943,74.244943203043
"515","Rayong",2012,227.638519887567,182.791385135135,76.8262640489066
"516","Roi Et",2012,131.976126611492,157.669503120026,73.2466673111794
"517","Sa Kaeo",2012,147.900397926841,76.2100740805805,76.8869569327181
"518","Sakon Nakhon",2012,8.23610887250326,117.551711659791,77.9862657686649
"519","Samut Prakan",2012,152.864950764407,1218.31664827526,80.5929291501493
"520","Samut Sakhon",2012,257.855553721217,583.267896834631,73.286050151518
"521","Samut Songkhram",2012,247.884478618031,465.655724525866,73.5031418363842
"522","Saraburi",2012,114.274024315595,174.945183624373,75.1205409153181
"523","Satun",2012,109.193504621108,123.389204498469,74.5895639925399
"524","Si Sa Ket",2012,139.813627543079,164.974429794832,78.4913296624749
"525","Sing Buri",2012,25.3264295362449,259.236113306374,80.0164130188036
"526","Songkhla",2012,76.093122313347,186.447754354982,81.405664767739
"527","Sukhothai",2012,139.561666840911,91.3572763994195,83.7532433219999
"528","Suphan Buri",2012,126.63635891553,158.138621666858,83.886864124839
"529","Surat Thani",2012,34.4966421965273,79.3771446838215,81.262816280196
"530","Surin",2012,140.736663740364,170.638533264665,82.0381905356394
"531","Tak",2012,126.605138343678,32.0629135137277,84.9570733056425
"532","Trang",2012,45.2588935308267,128.503824794576,83.0855995144969
"533","Trat",2012,209.55329698683,79.0546293011706,81.1460194446073
"534","Ubon Ratchathani",2012,59.5537845116371,116.032861538852,82.9860678616593
"535","Udon Thani",2012,9.50364027950977,132.758559839295,82.9012101388747
"536","Uthai Thani",2012,58.3675330597355,48.8763709380014,80.8740812692766
"537","Uttaradit",2012,75.0063950539136,58.8490892241872,79.5070408379761
"538","Yala",2012,22.7629419305371,110.77313861871,81.2557776499603
"539","Yasothon",2012,32.2062979971014,129.819947021192,82.7659900994727
"540","Amnat Charoen",2013,64.5853460653646,118.528505197947,74.4413212385804
"541","Ang Thong",2013,96.2175574133337,292.998971469642,74.6858504775941
"542","Bangkok",2013,176.390353434916,3624.73250774349,73.3136225195505
"543","Bungkan",2013,38.1994829856139,96.6698918143337,73.7803206152648
"544","Buri Ram",2013,172.552080221782,152.42231217339,71.5932405742091
"545","Chachoengsao",2013,223.115327443475,128.990095309288,69.422672726762
"546","Chai Nat",2013,114.794346829182,134.738147161692,70.2043687356721
"547","Chaiyaphum",2013,102.401729999304,88.8791275387695,68.6281304820369
"548","Chanthaburi",2013,240.910998359593,82.7169454086463,69.8694222170464
"549","Chiang Mai",2013,116.264560066423,82.9006452809081,72.9499585137851
"550","Chiang Rai",2013,118.290638022347,103.153102971828,77.02898527372
"551","Chon Buri",2013,129.679204001283,318.669264267706,79.4001108639652
"552","Chumphon",2013,180.415577951972,82.9245026799765,81.7298588378539
"553","Kalasin",2013,NA,141.653372672615,82.8345128329035
"554","Kamphaeng Phet",2013,150.968048298796,84.6508099341388,76.1746005740143
"555","Kanchanaburi",2013,143.199166668644,43.2621052819596,77.2400070812167
"556","Khon Kaen",2013,98.0548983950316,163.664934134155,76.8696339725929
"557","Krabi",2013,405.863957949833,95.7606139689142,76.595234484248
"558","Lampang",2013,32.9861617090276,60.2253349918673,73.4735187143141
"559","Lamphun",2013,58.4798207605831,89.9419913792683,71.9279883178625
"560","Loei",2013,123.219525312201,55.3371090414274,72.8807571362226
"561","Lop Buri",2013,206.472551684104,122.25809641126,74.1700224408449
"562","Mae Hong Son",2013,61.2454319425348,19.4419970446152,74.6588827401695
"563","Maha Sarakham",2013,126.406904663243,180.593584309567,72.288395021914
"564","Mukdahan",2013,72.6106731880733,79.3353656710055,75.0934914128097
"565","Nakhon Nayok",2013,60.9172735615128,120.68096135721,73.5260712903557
"566","Nakhon Pathom",2013,138.633210305333,406.850073812668,75.6397130341963
"567","Nakhon Phanom",2013,52.6123287285823,128.950265098497,72.6656014463502
"568","Nakhon Ratchasima",2013,141.178868454243,127.362573682671,71.2237685017524
"569","Nakhon Sawan",2013,207.335096380535,111.812681339453,72.0622871912459
"570","Nakhon Si Thammarat",2013,131.855188887585,155.075955730258,74.678463067618
"571","Nan",2013,44.1503875190412,41.6587343594078,73.7872417242754
"572","Narathiwat",2013,54.9504336646457,171.189137133192,69.5992002689554
"573","Nong Bua Lam Phu",2013,58.1696859034147,131.413759631167,70.8998810327278
"574","Nong Khai",2013,30.1004188813131,170.142810224501,71.9329938288883
"575","Nonthaburi",2013,74.2905426150098,1858.05146367605,73.2321189993869
"576","P.Nakhon S.Ayutthaya",2013,80.2035164229232,312.116684398273,75.4947994309242
"577","Pathum Thani",2013,51.2743576937174,690.207988171885,74.7893122630419
"578","Pattani",2013,50.3802085328164,349.852295145839,76.0171266716932
"579","Phangnga",2013,248.246087425796,62.1976817925169,72.1332675176309
"580","Phatthalung",2013,182.231994455823,151.270283047932,73.8439074426558
"581","Phayao",2013,27.7353187712637,76.5915664053526,75.3991167992721
"582","Phetchabun",2013,66.3718816529012,78.4941858555955,75.8104214042447
"583","Phetchaburi",2013,144.559285227569,75.6749488926992,76.8547678050846
"584","Phichit",2013,109.682885279354,121.132956360973,74.5239556047714
"585","Phitsanulok",2013,146.197464665054,79.1778439316951,75.9419735231919
"586","Phrae",2013,147.344509882168,69.7510383724462,76.827880771837
"587","Phuket",2013,98.2350171302385,680.47672889727,71.1098646147587
"588","Prachin Buri",2013,200.97990830948,99.9854693952287,76.6680924552335
"589","Prachuap Khiri Khan",2013,84.7635174745469,81.7057236455693,75.0135602345933
"590","Ranong",2013,122.442440609695,52.9938190655373,78.8177243568242
"591","Ratchaburi",2013,209.959984097149,163.60400595636,73.4150120166496
"592","Rayong",2013,344.363449381446,186.154279279279,75.5920406722757
"593","Roi Et",2013,119.331559912541,157.716253211508,72.4396626864016
"594","Sa Kaeo",2013,140.487932377023,76.570734293074,74.9210929391306
"595","Sakon Nakhon",2013,7.58162144435178,118.087639879556,76.8801591685742
"596","Samut Prakan",2013,81.2654537254049,1236.55003724758,78.8505442712578
"597","Samut Sakhon",2013,255.651574625041,595.470609745892,71.8309804986537
"598","Samut Songkhram",2013,125.698036225762,465.83330733585,72.7810911135908
"599","Saraburi",2013,89.953211615725,175.931347137945,74.7018452369396
"600","Satun",2013,136.219992059214,124.968081591721,75.0433675859479
"601","Si Sa Ket",2013,101.092455137658,165.388231823254,77.6304216219998
"602","Sing Buri",2013,15.0453711975175,258.596582522572,79.0604076527782
"603","Songkhla",2013,212.678701192181,187.978207408848,81.20175633237
"604","Sukhothai",2013,71.6759054475347,91.37425615046,82.0389718588447
"605","Suphan Buri",2013,75.8195706466242,158.280092153651,82.3588935107141
"606","Surat Thani",2013,113.489666722232,80.0383571492124,80.3827973234626
"607","Surin",2013,200.404266262496,170.874499141808,81.6321152473663
"608","Tak",2013,134.497222707489,32.4473917588295,83.1139679894803
"609","Trang",2013,118.073778030731,129.342255718788,83.036457198742
"610","Trat",2013,181.241908843355,79.4643490599503,80.7478124712953
"611","Ubon Ratchathani",2013,47.7532816087792,116.642775256671,81.7259220116581
"612","Udon Thani",2013,34.3997687926321,133.32683165361,81.6879577770028
"613","Uthai Thani",2013,155.369974752379,48.9634405636882,81.3593048847853
"614","Uttaradit",2013,87.853447434354,58.8109446186254,79.8245328026682
"615","Yala",2013,61.0505435276545,111.950733873647,81.491476509396
"616","Yasothon",2013,69.9503870403029,129.84782048719,83.901641274613
"617","Amnat Charoen",2014,147.317385049816,118.744242780067,73.5646520910618
"618","Ang Thong",2014,80.7566439090447,292.829615065285,73.6017765961294
"619","Bangkok",2014,259.561891149493,3628.57763920912,72.2762773969907
"620","Bungkan",2014,297.444130674732,97.2110291689291,72.9474014063479
"621","Buri Ram",2014,159.822903052592,152.985139328783,70.5527307558211
"622","Chachoengsao",2014,98.3496242871809,129.971594094562,68.306254937366
"623","Chai Nat",2014,119.777418646154,134.541365792272,70.3086773926329
"624","Chaiyaphum",2014,126.115936956103,88.9828973163617,67.5825110063006
"625","Chanthaburi",2014,279.890016118327,83.204480908804,67.8114050552044
"626","Chiang Mai",2014,681.171958977146,83.4674114665314,72.3509825091431
"627","Chiang Rai",2014,1102.2614078508,103.413327665875,75.648822961205
"628","Chon Buri",2014,146.402377895422,325.790740316296,78.5667280854368
"629","Chumphon",2014,235.928682015682,83.304099445366,81.1181832597343
"630","Kalasin",2014,NA,141.779618831608,82.3035861207433
"631","Kamphaeng Phet",2014,155.581325854464,84.7543244313964,75.1585872986466
"632","Kanchanaburi",2014,59.6558822350442,43.5349564659674,77.0439718304514
"633","Khon Kaen",2014,172.22992219766,164.436016895476,76.591906545333
"634","Krabi",2014,490.137058871174,97.018123772436,75.8510095327544
"635","Lampang",2014,455.901823740095,60.0778157838532,72.9865080417097
"636","Lamphun",2014,308.778991190427,89.9863778057215,71.5018249415345
"637","Loei",2014,434.033660460857,55.5391290312529,72.4109568828326
"638","Lop Buri",2014,109.176351452916,122.328421793578,74.2365688523353
"639","Mae Hong Son",2014,755.506128665716,19.5704543216095,75.1408104224493
"640","Maha Sarakham",2014,286.17888210138,181.527880638353,73.1030415102526
"641","Mukdahan",2014,288.714972718025,79.7303120168302,75.3716008047123
"642","Nakhon Nayok",2014,132.530120481928,121.253534401508,74.1929253776868
"643","Nakhon Pathom",2014,139.270608066024,410.948625368775,76.3916861713294
"644","Nakhon Phanom",2014,328.734784626147,129.400319409767,73.0253769904285
"645","Nakhon Ratchasima",2014,265.672766099209,127.867746815599,71.4489965403324
"646","Nakhon Sawan",2014,182.14766452017,111.772463274186,72.8242435203632
"647","Nakhon Si Thammarat",2014,293.470143950885,155.698032547542,74.8247801045646
"648","Nan",2014,183.162437482227,41.6894175699037,74.5648401542789
"649","Narathiwat",2014,198.761227105352,173.122806076735,70.0639249028409
"650","Nong Bua Lam Phu",2014,1475.63985662181,131.861274923648,71.6670237397248
"651","Nong Khai",2014,208.599157097011,170.908372415443,72.9474331827494
"652","Nonthaburi",2014,114.407898659988,1886.33189941234,73.9473842680301
"653","P.Nakhon S.Ayutthaya",2014,89.4724856551588,314.31840227799,75.9031785002496
"654","Pathum Thani",2014,102.601535485048,703.905217792505,75.2771726374465
"655","Pattani",2014,171.965035719178,353.63922908992,75.0909847535293
"656","Phangnga",2014,452.232467383403,62.6652073475837,71.9246819855669
"657","Phatthalung",2014,264.786643070295,151.970536780404,74.2275203310582
"658","Phayao",2014,195.064959727859,76.2312236233804,75.4839151185236
"659","Phetchabun",2014,311.807408463688,78.6054862738957,76.2142693887977
"660","Phetchaburi",2014,155.422276208793,76.1737330160392,76.8600766031466
"661","Phichit",2014,133.505496371974,120.843396388401,73.8042130561796
"662","Phitsanulok",2014,144.937996805543,79.4193412743922,74.6955715884896
"663","Phrae",2014,218.462263506892,69.4465388451775,75.7665511216106
"664","Phuket",2014,598.101299277944,696.759318937672,69.9891024210695
"665","Prachin Buri",2014,212.804132572802,100.646275944584,74.8555991568823
"666","Prachuap Khiri Khan",2014,79.412386427909,82.4651910761007,74.1216097620072
"667","Ranong",2014,168.276968078198,53.695143638125,76.6364887884177
"668","Ratchaburi",2014,156.232236347846,164.191905954474,72.0014186883856
"669","Rayong",2014,289.890316180625,189.862894144144,75.3735524020819
"670","Roi Et",2014,316.589697611743,157.639139658548,72.0074761107454
"671","Sa Kaeo",2014,115.721666754197,76.7444627191306,75.4257284283022
"672","Sakon Nakhon",2014,69.2072520066151,118.533934416877,76.0923162002784
"673","Samut Prakan",2014,140.939969719309,1256.38885679798,77.8688553972101
"674","Samut Sakhon",2014,189.701947970152,609.719526747957,69.768478177827
"675","Samut Songkhram",2014,139.554763658086,466.008490378131,71.4694912577049
"676","Saraburi",2014,144.602658415685,177.117986761307,74.2150717924363
"677","Satun",2014,120.253427702424,126.129851144242,74.3733527220962
"678","Si Sa Ket",2014,319.612233852689,165.748526919078,77.4565798487585
"679","Sing Buri",2014,44.7779485100727,257.949756710818,79.3736634967746
"680","Songkhla",2014,402.19709798666,189.521779404587,80.168956793573
"681","Sukhothai",2014,112.704577897288,91.335900105699,81.0096674081579
"682","Suphan Buri",2014,75.1425411605636,158.464302404924,80.8490794262483
"683","Surat Thani",2014,152.370148909376,80.6913471226592,79.5026111313791
"684","Surin",2014,293.826834028438,171.298179136136,80.2473623428404
"685","Tak",2014,252.801856351461,32.8862382021924,82.4760774343724
"686","Trang",2014,176.752574575809,129.891923142544,81.9460461198071
"687","Trat",2014,314.154763493971,79.7197587797091,80.131415967658
"688","Ubon Ratchathani",2014,167.726567747384,117.160150779461,81.018140781104
"689","Udon Thani",2014,81.5130866713367,133.866971199889,80.8552811048364
"690","Uthai Thani",2014,132.958183288459,49.0589794191772,80.162314499195
"691","Uttaradit",2014,104.039965247611,58.7350381292967,79.8007804099024
"692","Yala",2014,96.696496070606,113.227641726155,80.7243998134204
"693","Yasothon",2014,158.641715922112,129.806490865192,83.5480240029081
"694","Amnat Charoen",2015,36.1335026648458,119.061206207169,73.1739975264029
"695","Ang Thong",2015,50.4991648215049,292.421713969425,73.906910537109
"696","Bangkok",2015,82.8241090132397,3631.20714307115,71.1248844973298
"697","Bungkan",2015,39.2252886624652,97.6943368233983,72.1562957952518
"698","Buri Ram",2015,30.5428101026024,153.509508243093,69.4347031049726
"699","Chachoengsao",2015,43.9433758214415,130.98523640441,67.0405321279214
"700","Chai Nat",2015,18.694124918967,134.287088631786,68.9605001685087
"701","Chaiyaphum",2015,58.2472071210944,89.0770413906027,66.1554761354201
"702","Chanthaburi",2015,209.58991558027,83.786210160934,66.5952408477459
"703","Chiang Mai",2015,45.4797418417097,85.9520117737767,71.3788230446802
"704","Chiang Rai",2015,24.492351030948,109.428808080991,76.5244971475717
"705","Chon Buri",2015,43.3665351925275,333.495072198029,78.8183055345538
"706","Chumphon",2015,102.405946661922,84.1786198320921,81.0972308764276
"707","Kalasin",2015,32.582117594039,141.822228709672,82.5301470666074
"708","Kamphaeng Phet",2015,103.813147291408,84.828213567486,75.3477397301347
"709","Kanchanaburi",2015,37.4087736043693,45.2773853588753,76.9449054795735
"710","Khon Kaen",2015,24.3602107658784,165.167691209739,76.5693910314894
"711","Krabi",2015,215.753698866698,98.1416209622063,74.6292599182606
"712","Lampang",2015,21.266528079792,60.0253981961488,72.9071642631043
"713","Lamphun",2015,8.61252260787185,90.1898895710096,70.4540155603513
"714","Loei",2015,16.1235029014478,55.9160346101907,70.8681663653991
"715","Lop Buri",2015,86.7324409646018,122.368584683938,71.7112014898831
"716","Mae Hong Son",2015,216.609926798264,21.5880773352236,72.3810685727116
"717","Maha Sarakham",2015,37.5286648503622,182.285295623339,71.1832437251781
"718","Mukdahan",2015,24.9927463580972,80.2107455822002,75.4705072498992
"719","Nakhon Nayok",2015,38.2864678606373,121.855325164939,71.9848878721396
"720","Nakhon Pathom",2015,92.7344658650435,414.763086932921,75.6185415319963
"721","Nakhon Phanom",2015,21.2468846056536,129.773641365669,71.1157916692698
"722","Nakhon Ratchasima",2015,34.2739588666846,128.272792906243,70.733338814208
"723","Nakhon Sawan",2015,61.2906295303291,111.687651084736,71.1214316603508
"724","Nakhon Si Thammarat",2015,205.535480795862,156.150836077277,74.0860234935381
"725","Nan",2015,96.5552909379836,41.7987265072953,73.6992509861787
"726","Narathiwat",2015,144.429319024061,174.973577957872,69.4980782513909
"727","Nong Bua Lam Phu",2015,16.0760987621404,132.174820669972,70.2329064777063
"728","Nong Khai",2015,50.8102698333269,171.67492583926,71.0516355721684
"729","Nonthaburi",2015,35.4357126641205,1918.21508172064,72.3602893818045
"730","P.Nakhon S.Ayutthaya",2015,43.9160769953981,316.18061205332,74.702619253987
"731","Pathum Thani",2015,34.2700792963941,717.137790197764,73.4283800044498
"732","Pattani",2015,216.131165681829,357.678178643507,75.700353235707
"733","Phangnga",2015,60.9677590372396,63.3135094506095,72.3482643914106
"734","Phatthalung",2015,141.948986365628,152.643341033788,72.6635296987136
"735","Phayao",2015,19.4760123900589,75.9465685611151,73.5193126169252
"736","Phetchabun",2015,19.0574391215122,78.6985523683466,74.0638951277395
"737","Phetchaburi",2015,119.100104682724,76.8800627391714,76.2151465337005
"738","Phichit",2015,72.7163494560927,120.493364287412,74.0643972097263
"739","Phitsanulok",2015,17.6047366007107,79.8276308093656,75.7899159250516
"740","Phrae",2015,72.5108655763509,69.1808855659883,76.4122100313187
"741","Phuket",2015,182.873992835064,711.93516428069,69.3042210313555
"742","Prachin Buri",2015,83.7835315588092,101.251227857101,74.5657157986746
"743","Prachuap Khiri Khan",2015,52.1769377934953,83.974703264328,73.435457102841
"744","Ranong",2015,79.4514119955635,56.8627777971495,76.9316697648678
"745","Ratchaburi",2015,124.901628445309,167.014210822671,70.0316469708195
"746","Rayong",2015,139.332567971797,193.974943693694,74.0731003764834
"747","Roi Et",2015,30.7300449637126,157.62082518972,71.2306428298159
"748","Sa Kaeo",2015,36.4503467271898,77.402545997033,75.3276532434214
"749","Sakon Nakhon",2015,6.65069915474864,118.963676392633,74.950555611208
"750","Samut Prakan",2015,71.4447631926585,1274.09639754126,77.2559860449029
"751","Samut Sakhon",2015,92.2167588834256,625.271824170886,68.2769333560988
"752","Samut Songkhram",2015,86.4304235090752,466.457246938496,70.0308246446259
"753","Saraburi",2015,85.3101824916532,178.295958658862,73.4463125185942
"754","Satun",2015,57.2924415126471,127.440875812886,73.0396382956305
"755","Si Sa Ket",2015,36.0158442481539,166.154071006528,76.623380552874
"756","Sing Buri",2015,5.20276597958624,257.05976330066,79.1803996636908
"757","Songkhla",2015,100.951596403458,190.776058445021,80.9725796374285
"758","Sukhothai",2015,45.5367351822799,91.2224996255358,81.0720422460245
"759","Suphan Buri",2015,35.3066203443808,158.584869600792,81.0701068574516
"760","Surat Thani",2015,63.8152338809215,81.1988145028313,79.5812173478809
"761","Surin",2015,40.787828739864,171.715212204347,81.3891239192195
"762","Tak",2015,89.5886361504701,37.6909362971722,82.5389014531136
"763","Trang",2015,71.9421092302819,130.308189963272,82.9077254517438
"764","Trat",2015,72.7874997275917,81.3887903511884,80.6173267628887
"765","Ubon Ratchathani",2015,27.0804429132957,117.970574505314,81.0641801745197
"766","Udon Thani",2015,3.9996140055055,134.280600789306,80.9766933687272
"767","Uthai Thani",2015,59.5335231153258,49.1669992449013,81.2675611655623
"768","Uttaradit",2015,23.0551060534878,58.6544114044971,79.1950309111462
"769","Yala",2015,105.57012693505,114.60518929335,80.7750762885573
"770","Yasothon",2015,35.5435760539966,129.799522498693,81.7921795300716
"771","Amnat Charoen",2016,156.979210861264,119.29465831216,74.2522953596742
