"","Province","Year","Season","Dengue","Humidity"
"204","Prachuap Khiri Khan",2006,"mon",4.70088235056249,80.3568538169631
"205","Ranong",2006,"mon",7.46735108165963,86.8417728708751
"206","Ratchaburi",2006,"mon",18.8528789879702,80.2921223831177
"207","Rayong",2006,"mon",19.2811969767083,83.0784903435986
"208","Roi Et",2006,"mon",17.423346826238,79.2944288131934
"209","Sa Kaeo",2006,"mon",9.4131918232286,83.1380809242876
"210","Sakon Nakhon",2006,"mon",13.4089324603078,80.2721669880641
"211","Samut Prakan",2006,"mon",11.5578469128791,85.0923226599114
"212","Samut Sakhon",2006,"mon",9.09702213502322,74.1330775346427
"213","Samut Songkhram",2006,"mon",7.59479331864148,73.3109195828957
"214","Saraburi",2006,"mon",6.61788110875087,74.707776242092
"215","Satun",2006,"mon",NA,75.0511857341698
"216","Si Sa Ket",2006,"mon",15.5404220757846,81.8608190423761
"217","Sing Buri",2006,"mon",4.98485993702847,83.596911685346
"218","Songkhla",2006,"mon",4.56633067026941,82.0709369494845
"219","Sukhothai",2006,"mon",7.64082663005678,85.1936928503771
"220","Suphan Buri",2006,"mon",6.64622162300732,85.7511392244652
"221","Surat Thani",2006,"mon",8.06348565163269,82.2907138037515
"222","Surin",2006,"mon",32.7281389873182,84.2142343865686
"223","Tak",2006,"mon",26.1334870264895,87.8484909198576
"224","Trang",2006,"mon",1.63845251436923,85.9920091640905
"225","Trat",2006,"mon",5.66782894945657,81.4782834194674
"226","Ubon Ratchathani",2006,"mon",8.23202436679213,83.8874483586616
"227","Udon Thani",2006,"mon",5.3897402863814,83.8024148479585
"228","Uthai Thani",2006,"mon",11.54522517012,81.7595730994685
"229","Uttaradit",2006,"mon",11.4985266841043,78.225843298088
"230","Yala",2006,"mon",5.41756693881973,79.2994204537343
"231","Yasothon",2006,"mon",3.15082051072947,83.0762331017881
"232","Amnat Charoen",2006,"postmon",5.28577043492403,72.710974672911
"233","Ang Thong",2006,"postmon",8.43864053500981,72.8985073660303
"234","Bangkok",2006,"postmon",11.8259389725568,71.4972040274658
"235","Bungkan",2006,"postmon",NA,73.3383693364588
"236","Buri Ram",2006,"postmon",1.95303599445338,72.309601755191
"237","Chachoengsao",2006,"postmon",9.56043255645967,71.6859728242484
"238","Chai Nat",2006,"postmon",5.48722070788113,71.9156133931711
"239","Chaiyaphum",2006,"postmon",4.91248190197008,72.023234214807
"240","Chanthaburi",2006,"postmon",6.44837431523225,72.5726211233531
"241","Chiang Mai",2006,"postmon",1.53208455424451,74.048886821581
"242","Chiang Rai",2006,"postmon",0.571422507352983,75.760226951574
"243","Chon Buri",2006,"postmon",0.445905211902264,77.6338509787207
"244","Chumphon",2006,"postmon",6.1292587960058,79.5272264725123
"245","Kalasin",2006,"postmon",6.03575622910503,80.5245430799035
"246","Kamphaeng Phet",2006,"postmon",3.30581244473095,74.8434009607287
"247","Kanchanaburi",2006,"postmon",3.7711814692523,75.676296947631
"248","Khon Kaen",2006,"postmon",5.90613861792932,75.7111505453642
"249","Krabi",2006,"postmon",3.65288797323164,76.4973945322942
"250","Lampang",2006,"postmon",0.908367753982868,73.871803785083
"251","Lamphun",2006,"postmon",1.85113425166047,73.4755869424019
"252","Loei",2006,"postmon",1.86828433013071,74.1021039548408
"253","Lop Buri",2006,"postmon",11.269356286367,75.1224203738101
"254","Mae Hong Son",2006,"postmon",NA,74.5656049441286
"255","Maha Sarakham",2006,"postmon",1.65597405996763,73.3598838325019
"256","Mukdahan",2006,"postmon",1.78514580178336,74.3904915659992
"257","Nakhon Nayok",2006,"postmon",5.23147253879338,73.9142860911109
"258","Nakhon Pathom",2006,"postmon",12.1544700771388,73.7258614626797
"259","Nakhon Phanom",2006,"postmon",0.50207644472497,74.4261962731391
"260","Nakhon Ratchasima",2006,"postmon",6.36510060384241,73.6824805669945
"261","Nakhon Sawan",2006,"postmon",6.42647783377403,73.3154026546719
"262","Nakhon Si Thammarat",2006,"postmon",1.92435685007999,74.4826275848924
"263","Nan",2006,"postmon",2.93266803664159,73.4932877165931
"264","Narathiwat",2006,"postmon",2.81089559349952,72.731642705376
"265","Nong Bua Lam Phu",2006,"postmon",0.401926837257814,72.8941050403523
"266","Nong Khai",2006,"postmon",3.60063725740014,72.9861843358537
"267","Nonthaburi",2006,"postmon",16.7937425734067,73.6177062487123
"268","P.Nakhon S.Ayutthaya",2006,"postmon",5.65259914395987,74.4871397156646
"269","Pathum Thani",2006,"postmon",NA,74.5603195964427
"270","Pattani",2006,"postmon",7.36901189389877,78.2390156860955
"271","Phangnga",2006,"postmon",8.10087205887714,76.8370057151282
"272","Phatthalung",2006,"postmon",1.98980028374552,76.4149075680347
"273","Phayao",2006,"postmon",0.308274709759361,75.7081036002547
"274","Phetchabun",2006,"postmon",1.90470271099344,76.6823353436702
"275","Phetchaburi",2006,"postmon",1.20597902473573,76.9001677836721
"276","Phichit",2006,"postmon",3.60529256949201,76.9349506257144
"277","Phitsanulok",2006,"postmon",3.32666811614349,77.4608727146405
"278","Phrae",2006,"postmon",1.8245198293108,80.206594754244
"279","Phuket",2006,"postmon",1.42631649012038,74.1007643749448
"280","Prachin Buri",2006,"postmon",NA,78.1370237211941
"281","Prachuap Khiri Khan",2006,"postmon",2.42626185835483,78.083795190987
"282","Ranong",2006,"postmon",4.1485283786998,78.4542363197311
"283","Ratchaburi",2006,"postmon",7.87791753564307,76.8739035288493
"284","Rayong",2006,"postmon",10.0262224278883,75.3404701626068
"285","Roi Et",2006,"postmon",3.3624002647126,74.4664613668517
"286","Sa Kaeo",2006,"postmon",3.15318740876623,74.0260092538645
"287","Sakon Nakhon",2006,"postmon",1.66207873042341,73.4647488483804
"288","Samut Prakan",2006,"postmon",12.0237102241468,77.5056945882379
"289","Samut Sakhon",2006,"postmon",6.70306894159605,73.1893100291285
"290","Samut Songkhram",2006,"postmon",9.01077173398142,71.3819437500905
"291","Saraburi",2006,"postmon",2.8420348319789,72.3595561856538
"292","Satun",2006,"postmon",1.23030631111986,71.6365964357925
"293","Si Sa Ket",2006,"postmon",4.19262223226296,75.3013397971453
"294","Sing Buri",2006,"postmon",3.24595530783249,79.1504104892834
"295","Songkhla",2006,"postmon",7.2457478404275,84.9012917957982
"296","Sukhothai",2006,"postmon",1.15644943590049,85.2238069763648
"297","Suphan Buri",2006,"postmon",11.0374751953514,84.5163196094001
"298","Surat Thani",2006,"postmon",6.54353148726742,82.3459882802896
"299","Surin",2006,"postmon",7.10293500559493,85.7482412578343
"300","Tak",2006,"postmon",2.63689238465479,84.0256806212815
"301","Trang",2006,"postmon",0.491535754310769,84.1787670938343
"302","Trat",2006,"postmon",6.12125526541309,85.4350724097526
"303","Ubon Ratchathani",2006,"postmon",2.57600762498257,84.7893416975922
"304","Udon Thani",2006,"postmon",3.16851398653937,84.3655100730157
"305","Uthai Thani",2006,"postmon",4.58750669011392,85.5301839473746
"306","Uttaradit",2006,"postmon",2.79403452137114,85.3375918119856
"307","Yala",2006,"postmon",7.11719578237102,85.8989543332892
"308","Yasothon",2006,"postmon",NA,86.5904073564351
"309","Amnat Charoen",2007,"intermon",1.17434126803346,66.0085841395604
"310","Ang Thong",2007,"intermon",1.28748794227627,66.0908380693651
"311","Bangkok",2007,"intermon",9.7548169192412,64.3523484923836
"312","Bungkan",2007,"intermon",NA,65.3734478006268
"313","Buri Ram",2007,"intermon",0.519238707181672,61.4487652134251
"314","Chachoengsao",2007,"intermon",3.27280971514493,58.2037800409053
"315","Chai Nat",2007,"intermon",0.594268095450908,57.6771894799095
"316","Chaiyaphum",2007,"intermon",1.63458206945063,57.1339071272009
"317","Chanthaburi",2007,"intermon",2.36786426368974,58.137711421857
"318","Chiang Mai",2007,"intermon",0.260070408595237,61.5006304948226
"319","Chiang Rai",2007,"intermon",NA,66.2396567274373
"320","Chon Buri",2007,"intermon",NA,67.9608203528626
"321","Chumphon",2007,"intermon",3.99636805771342,69.2984192632573
"322","Kalasin",2007,"intermon",3.74882479726645,71.0495614428292
"323","Kamphaeng Phet",2007,"intermon",2.57068899931157,65.000611711585
"324","Kanchanaburi",2007,"intermon",1.98732861874824,65.8658895478508
"325","Khon Kaen",2007,"intermon",1.40590483418277,66.8043104536401
"326","Krabi",2007,"intermon",2.39926955795309,64.2696559223908
"327","Lampang",2007,"intermon",0.519911984294887,61.9969363040304
"328","Lamphun",2007,"intermon",NA,60.3125164919927
"329","Loei",2007,"intermon",NA,60.699815962408
"330","Lop Buri",2007,"intermon",3.01824932609031,61.8734905984225
"331","Mae Hong Son",2007,"intermon",NA,61.7517044875675
"332","Maha Sarakham",2007,"intermon",NA,61.9225004866317
"333","Mukdahan",2007,"intermon",NA,63.3167324237392
"334","Nakhon Nayok",2007,"intermon",2.53538490458129,63.1401579546206
"335","Nakhon Pathom",2007,"intermon",5.92830864288443,62.6357568636808
"336","Nakhon Phanom",2007,"intermon",0.28643746959018,62.0767604235945
"337","Nakhon Ratchasima",2007,"intermon",1.61574729898368,61.2332968507621
"338","Nakhon Sawan",2007,"intermon",2.94862664596534,60.085779213329
"339","Nakhon Si Thammarat",2007,"intermon",3.6832446881025,64.348221929896
"340","Nan",2007,"intermon",NA,61.2045415015448
"341","Narathiwat",2007,"intermon",4.36705646717873,59.5354623044096
"342","Nong Bua Lam Phu",2007,"intermon",NA,60.4846595008418
"343","Nong Khai",2007,"intermon",0.92150598333977,61.6301775704371
"344","Nonthaburi",2007,"intermon",5.30691918034548,61.7716214014414
"345","P.Nakhon S.Ayutthaya",2007,"intermon",1.6935857424998,63.8370136048221
"346","Pathum Thani",2007,"intermon",1.136635496866,64.9034749597743
"347","Pattani",2007,"intermon",10.8219531671791,65.4343342434257
"348","Phangnga",2007,"intermon",5.08777039416537,64.3287414971168
"349","Phatthalung",2007,"intermon",2.51165345422239,63.2492136134986
"350","Phayao",2007,"intermon",NA,63.7706432448493
"351","Phetchabun",2007,"intermon",0.735671673991151,63.8522791439344
"352","Phetchaburi",2007,"intermon",0.654558453966914,64.910594970624
"353","Phichit",2007,"intermon",1.44293423577412,64.2992545746842
"354","Phitsanulok",2007,"intermon",1.66192372562367,66.4945061909981
"355","Phrae",2007,"intermon",NA,65.7376738707406
"356","Phuket",2007,"intermon",1.63467700562484,59.3083432366799
"357","Prachin Buri",2007,"intermon",NA,65.3551265027492
"358","Prachuap Khiri Khan",2007,"intermon",1.00470357704681,64.5745178844749
"359","Ranong",2007,"intermon",NA,64.6374796739265
"360","Ratchaburi",2007,"intermon",2.87807942436833,62.9131897339998
"361","Rayong",2007,"intermon",3.88973586482947,64.2677095053698
"362","Roi Et",2007,"intermon",3.05849846757553,61.4141009345371
"363","Sa Kaeo",2007,"intermon",2.95908373208568,63.2939207011099
"364","Sakon Nakhon",2007,"intermon",0.597990935802561,65.483861259872
"365","Samut Prakan",2007,"intermon",7.45155069611603,65.3932295979693
"366","Samut Sakhon",2007,"intermon",14.1101895146151,60.7748741833917
"367","Samut Songkhram",2007,"intermon",4.12130611485112,63.1205606712778
"368","Saraburi",2007,"intermon",1.99219761329392,66.651361239675
"369","Satun",2007,"intermon",NA,66.8730439064034
"370","Si Sa Ket",2007,"intermon",1.66403462052531,67.7703204076358
"371","Sing Buri",2007,"intermon",1.85527046308378,70.5111873328663
"372","Songkhla",2007,"intermon",10.6884535460937,76.7866365680587
"373","Sukhothai",2007,"intermon",0.441228881244244,73.5058928653711
"374","Suphan Buri",2007,"intermon",3.51679057045341,74.842486398137
"375","Surat Thani",2007,"intermon",6.37312672731063,76.3571468788983
"376","Surin",2007,"intermon",4.85002885802639,76.0495863405419
"377","Tak",2007,"intermon",1.30377070489268,74.7751652730071
"378","Trang",2007,"intermon",NA,76.2246599399287
"379","Trat",2007,"intermon",4.96494324515323,78.0756024854805
"380","Ubon Ratchathani",2007,"intermon",1.04189205426778,76.4220709553285
"381","Udon Thani",2007,"intermon",1.19617793848519,75.7037290470575
"382","Uthai Thani",2007,"intermon",2.24030919102424,81.3148628301359
"383","Uttaradit",2007,"intermon",1.9368132580636,79.7652143706781
"384","Yala",2007,"intermon",11.3968735467862,79.7238828928457
"385","Yasothon",2007,"intermon",0.494423694707786,84.5064889114943
"386","Amnat Charoen",2007,"premon",4.69132862035243,74.7205751680327
"387","Ang Thong",2007,"premon",2.34056920302448,75.94604732984
"388","Bangkok",2007,"premon",6.09362860349266,72.66497049435
"389","Bungkan",2007,"premon",NA,73.8177128341725
"390","Buri Ram",2007,"premon",6.46493475605142,71.6139691763618
"391","Chachoengsao",2007,"premon",5.66560875211207,68.762882584053
"392","Chai Nat",2007,"premon",3.96882094267435,69.169600899431
"393","Chaiyaphum",2007,"premon",3.56300778428126,66.923272912942
"394","Chanthaburi",2007,"premon",15.9442541632219,65.0468608070402
"395","Chiang Mai",2007,"premon",0.937945711303104,73.4412629141324
"396","Chiang Rai",2007,"premon",NA,79.0626851450099
"397","Chon Buri",2007,"premon",0.73799551456869,81.9914917631544
"398","Chumphon",2007,"premon",18.5673437558023,84.3451460043219
"399","Kalasin",2007,"premon",7.05101151358648,85.2990322578244
"400","Kamphaeng Phet",2007,"premon",6.24242933317544,76.9205027667796
"401","Kanchanaburi",2007,"premon",4.47930107047368,76.7233569969661
"402","Khon Kaen",2007,"premon",4.44165796841981,76.6203975849024
"403","Krabi",2007,"premon",10.110539242028,76.4406444417632
"404","Lampang",2007,"premon",2.82259552857444,70.6701364683198
"405","Lamphun",2007,"premon",1.97469916692379,67.8183789855568
"406","Loei",2007,"premon",3.18013182993949,68.4298577629771
"407","Lop Buri",2007,"premon",1.68037275974251,69.9458676110979
"408","Mae Hong Son",2007,"premon",NA,69.6829218518509
"409","Maha Sarakham",2007,"premon",5.51491125262492,66.9404100801852
"410","Mukdahan",2007,"premon",6.22227753135583,71.5962787526925
"411","Nakhon Nayok",2007,"premon",10.6346351456081,68.4801554976088
"412","Nakhon Pathom",2007,"premon",3.87229793618374,69.1937452027292
"413","Nakhon Phanom",2007,"premon",3.62233877256097,65.659747618152
"414","Nakhon Ratchasima",2007,"premon",2.39105402729518,65.2746177279083
"415","Nakhon Sawan",2007,"premon",5.18196292134866,64.224428870192
"416","Nakhon Si Thammarat",2007,"premon",6.80693355573722,69.8015044398615
