"","Year","Provinces","intermon","intermonH","premon","premonH","mon","monH","postmon","postmonH"
"X65",2006,"Krabi",4.0181767705548,77.5135824879918,3.16583624346742,79.0255716053862,4.13993970299586,85.1936928503771,3.65288797323164,85.2238069763648
"X41",2006,"Lampang",0.259533643995105,66.4122242818862,2.37905840328846,67.6647306814218,4.1200965984223,83.2517573804203,0.908367753982868,76.4149075680347
"X40",2006,"Lamphun",0.987271600885583,66.6217983451881,3.78454113672807,64.8517962599867,13.4515755620661,80.1880216770203,1.85113425166047,76.8370057151282
"X31",2006,"Loei",0.812297534839441,66.7351941399825,8.66450703828737,75.0102348693491,7.79805633445864,80.578354979398,1.86828433013071,74.4826275848924
"X7",2006,"Lop Buri",1.6670645394034,59.794318006673,7.69072440844771,68.2265212966032,13.1364685704988,76.6443550324221,11.269356286367,71.9156133931711
"X47",2006,"Mae Hong Son",0.784917034269478,66.867878851896,1.20322582889991,66.3417720120472,5.39630461060266,86.3959239657412,1.12334515121455,80.206594754244
"X33",2006,"Maha Sarakham",0.320511108380831,59.7464851080897,1.85184195953369,66.8194198304842,3.52562219218914,74.2311061636523,1.65597405996763,72.731642705376
"X38",2006,"Mukdahan",0.743810750743067,65.7053794031557,3.47111683680098,70.9749294041436,9.66953975965987,81.9244059617969,1.78514580178336,74.5603195964427
"X17",2006,"Nakhon Nayok",1.81089434035155,70.0857709647263,8.18255961195888,76.1343126133763,8.65205073723521,82.7617556984472,5.23147253879338,75.7111505453642
"X59",2006,"Nakhon Pathom",5.17467537937591,64.5749400071507,4.17183131360538,69.0377994449774,12.0642141112194,73.3109195828957,12.1544700771388,71.3819437500905
"X37",2006,"Nakhon Phanom",0.286900825557126,65.0366366566091,3.29935949390694,71.9298418017401,4.80558882808185,83.762187196332,0.50207644472497,74.4871397156646
"X19",2006,"Nakhon Ratchasima",0.567962823112092,63.8742071418913,3.76030558750074,71.9696625565412,10.8696333388693,77.1254194930684,6.36510060384241,73.871803785083
"X48",2006,"Nakhon Sawan",5.26226083490192,60.9628675539606,4.93628007521773,66.9479417411902,15.9497728845479,76.0709661021422,6.42647783377403,74.1007643749448
"X64",2006,"Nakhon Si Thammarat",6.46982044423446,81.4719191258788,4.18049936396688,79.5947245424934,2.78699957597792,82.0709369494845,1.92435685007999,84.9012917957982
