"","Province","Year","Month","Dengue","Humidity"
"100","Mae Hong Son",2006,"02",1.17737555140422,59.7139839966025
"101","Maha Sarakham",2006,"02",0.213674072253888,61.3661170753273
"102","Mukdahan",2006,"02",1.19009720118891,65.7447011688554
"103","Nakhon Nayok",2006,"02",1.2072628935677,62.2371594797481
"104","Nakhon Pathom",2006,"02",4.45262765202113,64.6065272383256
"105","Nakhon Phanom",2006,"02",0.430351238335688,65.28468685704
"106","Nakhon Ratchasima",2006,"02",0.430868348567794,61.9455271912687
"107","Nakhon Sawan",2006,"02",4.84314271530796,63.6006543939302
"108","Nakhon Si Thammarat",2006,"02",4.51228502777378,66.7881311570552
"109","Nan",2006,"02",NA,64.4241695489202
"110","Narathiwat",2006,"02",1.26490301707479,60.6000780363614
"111","Nong Bua Lam Phu",2006,"02",0.602890255886721,60.8387919443958
"112","Nong Khai",2006,"02",0.775521870824646,63.8988922380813
"113","Nonthaburi",2006,"02",2.44095095543702,63.9772385887606
"114","P.Nakhon S.Ayutthaya",2006,"02",4.33804120350409,65.7339826641661
"115","Pathum Thani",2006,"02",1.33802683412816,66.3212029415628
"116","Pattani",2006,"02",4.07647466470996,63.6962934203578
"117","Phangnga",2006,"02",6.88574125004557,64.6553129705001
"118","Phatthalung",2006,"02",5.17348073773835,65.4212793810614
"119","Phayao",2006,"02",0.411032946345814,64.2244551941201
"120","Phetchabun",2006,"02",1.30321764436393,65.9556264087925
"121","Phetchaburi",2006,"02",4.16610935817796,65.1070019752233
"122","Phichit",2006,"02",5.40793885423802,64.706249788421
"123","Phitsanulok",2006,"02",0.712857453459319,68.07864765891
"124","Phrae",2006,"02",2.14649391683624,59.5593618003645
"125","Phuket",2006,"02",1.90175532016051,60.6734549328394
"126","Prachin Buri",2006,"02",0.65935804900349,67.8915107258205
"127","Prachuap Khiri Khan",2006,"02",1.41531941737365,65.1235810279025
"128","Ranong",2006,"02",5.53137117159973,63.7766851966061
"129","Ratchaburi",2006,"02",8.0583278608868,62.3268318812052
"130","Rayong",2006,"02",6.3413714501174,65.2993820503894
"131","Roi Et",2006,"02",0.152836375668755,62.1237118296973
"132","Sa Kaeo",2006,"02",1.6693345105233,65.2659781413937
"133","Sakon Nakhon",2006,"02",0.449210467682002,69.1738967675005
"134","Samut Prakan",2006,"02",7.54254884909578,67.3134954611339
"135","Samut Sakhon",2006,"02",7.87344605838267,61.8360846210348
"136","Samut Songkhram",2006,"02",6.17881490330155,67.253879906306
"137","Saraburi",2006,"02",0.649607961595177,71.5407022879274
"138","Satun",2006,"02",0.703032177782777,70.8629586462475
"139","Si Sa Ket",2006,"02",0.831594492349677,70.7346487378902
"140","Sing Buri",2006,"02",0.927415802237854,74.9428765214936
"141","Songkhla",2006,"02",4.45311586026273,81.2573124102341
"142","Sukhothai",2006,"02",0.165207062271498,76.1727708906525
"143","Suphan Buri",2006,"02",3.08574575353911,78.0703014829266
"144","Surat Thani",2006,"02",6.38895987733197,77.4920063685704
"145","Surin",2006,"02",2.40407030958598,81.6075527128918
"146","Tak",2006,"02",1.13009673628063,78.141670667547
"147","Trang",2006,"02",0.983071508621537,81.9209168696611
"148","Trat",2006,"02",2.72055789573915,78.6474982082254
"149","Ubon Ratchathani",2006,"02",0.560001657604906,76.3842214216972
"150","Udon Thani",2006,"02",0.130660370578943,75.8251684865644
"151","Uthai Thani",2006,"02",3.67000535209114,82.4491490240337
"152","Uttaradit",2006,"02",0.644777197239494,81.7231501977421
"153","Yala",2006,"02",0.637360816331734,80.8126466912738
"154","Yasothon",2006,"02",NA,86.1730915540913
"155","Amnat Charoen",2006,"03",0.271065150508925,70.9369761269902
"156","Ang Thong",2006,"03",8.08703051271773,72.4484855321449
"157","Bangkok",2006,"03",7.31248889131472,68.1882601101037
"158","Bungkan",2006,"03",NA,69.39679158088
"159","Buri Ram",2006,"03",2.66914919241962,65.7607183519117
"160","Chachoengsao",2006,"03",0.910517386329492,61.5814949703027
"161","Chai Nat",2006,"03",2.96606524750331,64.1491683994958
"162","Chaiyaphum",2006,"03",1.07181423315711,59.7121211474552
"163","Chanthaburi",2006,"03",4.16664186522699,58.5728840345747
"164","Chiang Mai",2006,"03",0.480653977802198,68.2741818718288
"165","Chiang Rai",2006,"03",0.408158933823559,76.5058643983142
"166","Chon Buri",2006,"03",0.486442049347924,79.8204272527992
"167","Chumphon",2006,"03",1.66217187688293,80.0833163850513
"168","Kalasin",2006,"03",0.818407624285428,81.9890090198052
"169","Kamphaeng Phet",2006,"03",5.09646085229355,73.0320181694584
"170","Kanchanaburi",2006,"03",2.15496083957274,72.9850065543128
"171","Khon Kaen",2006,"03",1.4266035309008,72.4779861954838
"172","Krabi",2006,"03",2.6787845137032,70.8383677779444
"173","Lampang",2006,"03",0.389300465992658,68.524764737166
"174","Lamphun",2006,"03",0.987271600885583,63.0843292331766
"175","Loei",2006,"03",3.24919013935776,61.4689642099234
"176","Lop Buri",2006,"03",5.86806717869998,61.6954217804184
"177","Mae Hong Son",2006,"03",NA,62.711134386657
"178","Maha Sarakham",2006,"03",0.427348144507775,62.1055693342879
"179","Mukdahan",2006,"03",2.08267010208059,70.0122955889557
"180","Nakhon Nayok",2006,"03",7.64599832592879,63.6658267476342
"181","Nakhon Pathom",2006,"03",5.41535795516084,68.498952331543
"182","Nakhon Phanom",2006,"03",0.143450412778563,64.1913680112946
"183","Nakhon Ratchasima",2006,"03",0.744227147526189,62.7824250466331
"184","Nakhon Sawan",2006,"03",4.28431855584935,62.9803188397578
"185","Nakhon Si Thammarat",2006,"03",4.1141422312055,68.2636684966506
"186","Nan",2006,"03",0.418952576663085,65.745691708156
"187","Narathiwat",2006,"03",0.843268678049857,61.6509194412029
"188","Nong Bua Lam Phu",2006,"03",1.60770734903126,61.7108884919365
"189","Nong Khai",2006,"03",1.21867722558159,62.450188226894
"190","Nonthaburi",2006,"03",2.63622703187198,63.1820869151002
"191","P.Nakhon S.Ayutthaya",2006,"03",3.68076223327619,65.7028875388647
"192","Pathum Thani",2006,"03",3.23356484914305,65.425332332003
"193","Pattani",2006,"03",2.82217476787613,55.9507447911
"194","Phangnga",2006,"03",7.69582845593328,54.0043541116917
"195","Phatthalung",2006,"03",3.78062053911649,56.8148380304066
"196","Phayao",2006,"03",0.616549419518722,61.8168002905669
"197","Phetchabun",2006,"03",1.40346515546885,59.5885378391684
"198","Phetchaburi",2006,"03",5.26245392611953,60.8473434219954
"199","Phichit",2006,"03",5.58820348271262,57.1838816094763
"200","Phitsanulok",2006,"03",2.49500108710762,57.5137988277428
"201","Phrae",2006,"03",3.64903965862161,54.1680455659107
"202","Phuket",2006,"03",3.80351064032102,60.6838493049842
"203","Prachin Buri",2006,"03",3.07700422868295,67.072968249614
"204","Prachuap Khiri Khan",2006,"03",3.43720429933601,60.8902276866298
"205","Ranong",2006,"03",3.31882270295984,61.571250720319
"206","Ratchaburi",2006,"03",11.1854401651115,54.443999464247
"207","Rayong",2006,"03",10.9688587245274,64.6209022713239
"208","Roi Et",2006,"03",0.534927314840641,61.1113305083735
"209","Sa Kaeo",2006,"03",4.4515586947288,69.4584011946304
"210","Sakon Nakhon",2006,"03",0.359368374145602,72.4258732657901
"211","Samut Prakan",2006,"03",7.72002058672156,69.9332720666919
"212","Samut Sakhon",2006,"03",10.4269961313716,61.4976827213682
"213","Samut Songkhram",2006,"03",5.14901241941796,66.1609444855189
"214","Saraburi",2006,"03",1.78642189438674,71.8555518090076
"215","Satun",2006,"03",0.351516088891389,71.5732439634144
"216","Si Sa Ket",2006,"03",3.46497705145699,77.5732122405159
"217","Sing Buri",2006,"03",3.24595530783249,78.0014900683795
"218","Songkhla",2006,"03",2.79263198016477,75.5471920783421
"219","Sukhothai",2006,"03",0.82603531135749,72.4092368208654
"220","Suphan Buri",2006,"03",3.91652345641503,75.5294413637759
"221","Surat Thani",2006,"03",6.38895987733197,76.530581440959
"222","Surin",2006,"03",2.54977154046997,74.8722941969936
"223","Tak",2006,"03",3.39029020884188,75.5113103747643
"224","Trang",2006,"03",0.655381005747691,78.2013923103456
"225","Trat",2006,"03",1.8137052638261,76.2089859537559
"226","Ubon Ratchathani",2006,"03",1.1760034809703,75.4865593016934
"227","Udon Thani",2006,"03",0.587971667605244,74.2690703976539
"228","Uthai Thani",2006,"03",3.05833779340928,80.7455315121772
"229","Uttaradit",2006,"03",1.50448012689215,78.930475942371
"230","Yala",2006,"03",1.69962884355129,76.1711141295352
"231","Yasothon",2006,"03",0.370684765968173,83.2383841081989
"232","Amnat Charoen",2006,"04",3.2527818061071,71.5809585045749
"233","Ang Thong",2006,"04",8.43864053500981,72.9397188471997
"234","Bangkok",2006,"04",3.8311843712869,68.9192897231209
"235","Bungkan",2006,"04",NA,71.2434861022647
"236","Buri Ram",2006,"04",2.86445279186495,68.4116337332436
"237","Chachoengsao",2006,"04",1.82103477265898,66.347168666468
"238","Chai Nat",2006,"04",0.889819574250994,68.2502983338242
"239","Chaiyaphum",2006,"04",2.94748914118205,65.910283576766
"240","Chanthaburi",2006,"04",5.55552248696932,64.2451008371646
"241","Chiang Mai",2006,"04",1.08147145005494,71.2443909520688
"242","Chiang Rai",2006,"04",0.571422507352983,79.379988390227
"243","Chon Buri",2006,"04",0.891810423804528,82.1204925872382
"244","Chumphon",2006,"04",3.11657226915549,83.9987419146202
"245","Kalasin",2006,"04",3.47823240321307,83.9511003571797
"246","Kamphaeng Phet",2006,"04",3.71903900032232,78.0117008264514
"247","Kanchanaburi",2006,"04",2.99300116607325,78.2145307088636
"248","Khon Kaen",2006,"04",3.0243994855097,75.670818451698
"249","Krabi",2006,"04",3.40936210834953,76.8143514250025
"250","Lampang",2006,"04",2.07626915196084,73.0866796255197
"251","Lamphun",2006,"04",2.71499690243535,67.8898931535576
"252","Loei",2006,"04",8.61035386929808,67.0595691355224
"253","Lop Buri",2006,"04",6.00143234185226,71.0882889188459
"254","Mae Hong Son",2006,"04",0.784917034269478,71.8635199191129
"255","Maha Sarakham",2006,"04",0.534185180634719,69.4651658891558
"256","Mukdahan",2006,"04",1.19009720118891,77.2386617995537
"257","Nakhon Nayok",2006,"04",8.04841929045136,70.6147306268865
"258","Nakhon Pathom",2006,"04",3.12887348520404,73.5610821394487
"259","Nakhon Phanom",2006,"04",2.295206604457,69.9390846709374
"260","Nakhon Ratchasima",2006,"04",3.17275783945375,69.6056945204069
"261","Nakhon Sawan",2006,"04",3.63235703648097,69.7960345787916
"262","Nakhon Si Thammarat",2006,"04",3.38421377083033,75.9519198126542
"263","Nan",2006,"04",0.209476288331542,71.2514564309801
"264","Narathiwat",2006,"04",0.702723898374881,68.6626886119893
"265","Nong Bua Lam Phu",2006,"04",5.6269757216094,68.4656842069806
"266","Nong Khai",2006,"04",1.99419909640623,70.9952610338871
"267","Nonthaburi",2006,"04",4.78426387265656,70.3908043202514
"268","P.Nakhon S.Ayutthaya",2006,"04",1.57746952854694,72.8083986425588
"269","Pathum Thani",2006,"04",4.46008944709386,73.1576481003692
"270","Pattani",2006,"04",0.940724922625375,68.7588983232753
"271","Phangnga",2006,"04",6.88574125004557,64.2460786785119
"272","Phatthalung",2006,"04",2.58674036886918,67.0560608891142
"273","Phayao",2006,"04",1.64413178538326,70.8124872525533
"274","Phetchabun",2006,"04",3.00742533314754,69.1776171093286
"275","Phetchaburi",2006,"04",5.70099175329616,73.751407232918
"276","Phichit",2006,"04",2.16317554169521,68.8316929477642
"277","Phitsanulok",2006,"04",3.8019064184497,68.8370089068141
"278","Phrae",2006,"04",8.80062505902858,66.6107163945789
"279","Phuket",2006,"04",2.21871454018726,65.7192916007871
"280","Prachin Buri",2006,"04",8.13208260437638,71.0307571666867
"281","Prachuap Khiri Khan",2006,"04",4.44814674031719,65.8004656289796
"282","Ranong",2006,"04",4.42509693727978,73.4360006791951
"283","Ratchaburi",2006,"04",7.69750721039933,61.7304046673245
"284","Rayong",2006,"04",8.22664404339555,69.8677874594346
"285","Roi Et",2006,"04",2.3689638228657,65.6093688734142
"286","Sa Kaeo",2006,"04",8.3466725526165,74.9345812337191
"287","Sakon Nakhon",2006,"04",3.95305211560162,71.2460393299257
"288","Samut Prakan",2006,"04",8.34117166841181,74.3991267376951
"289","Samut Sakhon",2006,"04",7.23505854013542,65.3153518887224
"290","Samut Songkhram",2006,"04",2.57450620970898,67.1834120180883
"291","Saraburi",2006,"04",1.29921592319035,71.2146120424624
"292","Satun",2006,"04",0.703032177782777,70.30257641245
"293","Si Sa Ket",2006,"04",6.37555777468086,76.2300305705882
"294","Sing Buri",2006,"04",4.17337111007034,77.730246257445
"295","Songkhla",2006,"04",3.01906160017812,79.2559578047695
"296","Sukhothai",2006,"04",1.15644943590049,79.4694852437058
"297","Suphan Buri",2006,"04",3.20442828252139,81.2287218179276
"298","Surat Thani",2006,"04",4.63714829806353,78.6638918256426
"299","Surin",2006,"04",3.35112831033197,78.7682399660835
"300","Tak",2006,"04",4.89708585721604,81.0437398474431
"301","Trang",2006,"04",0.983071508621537,79.8867560038679
"302","Trat",2006,"04",4.98768947552178,82.077071025584
"303","Ubon Ratchathani",2006,"04",1.73600513857521,81.9139577015094
"304","Udon Thani",2006,"04",1.30660370578943,80.1718523948423
"305","Uthai Thani",2006,"04",3.67000535209114,81.620386327848
"306","Uttaradit",2006,"04",1.71940585930532,80.9486899144441
"307","Yala",2006,"04",2.12453605443911,83.3539810180664
"308","Yasothon",2006,"04",1.85342382984086,84.1430285234847
"309","Amnat Charoen",2006,"05",7.86088936475882,76.1494680572292
"310","Ang Thong",2006,"05",10.1966906464702,76.6326209541381
"311","Bangkok",2006,"05",13.9252180801113,74.4209845759698
"312","Bungkan",2006,"05",NA,76.2972193236398
"313","Buri Ram",2006,"05",11.1323051683843,73.9458898428672
"314","Chachoengsao",2006,"05",3.3385637498748,72.1321235034859
"315","Chai Nat",2006,"05",1.48303262375166,72.2800971564897
"316","Chaiyaphum",2006,"05",6.16293184065338,72.0114516121306
"317","Chanthaburi",2006,"05",21.4284438783102,72.1426305020793
"318","Chiang Mai",2006,"05",5.7077659864011,75.1329638771389
"319","Chiang Rai",2006,"05",0.571422507352983,82.0667636481055
"320","Chon Buri",2006,"05",0.486442049347924,84.2081190644324
"321","Chumphon",2006,"05",10.1808027459079,85.8842403794224
"322","Kalasin",2006,"05",6.6495619473191,85.8883698626262
"323","Kamphaeng Phet",2006,"05",4.54549211150505,81.0689252659894
"324","Kanchanaburi",2006,"05",2.63384102614446,80.4826425094492
"325","Khon Kaen",2006,"05",10.2144812812497,80.2541331929472
"326","Krabi",2006,"05",3.40936210834953,78.6409330894352
"327","Lampang",2006,"05",4.67160559191189,74.297543306938
"328","Lamphun",2006,"05",7.65135490686327,69.9011673467663
"329","Loei",2006,"05",14.1339771062063,69.8933535113943
"330","Lop Buri",2006,"05",11.2026737047909,72.9475607215811
"331","Mae Hong Son",2006,"05",1.56983406853896,73.6370070174922
"332","Maha Sarakham",2006,"05",4.59399255345858,71.1513504303254
"333","Mukdahan",2006,"05",7.14058320713344,78.5539266599704
"334","Nakhon Nayok",2006,"05",8.85326121949649,72.3897587255998
"335","Nakhon Pathom",2006,"05",3.97126250045128,79.9071537225897
"336","Nakhon Phanom",2006,"05",7.45942146448526,76.1218717993928
"337","Nakhon Ratchasima",2006,"05",7.36393177552229,72.293661160176
"338","Nakhon Sawan",2006,"05",6.89216463332287,75.6163877485914
"339","Nakhon Si Thammarat",2006,"05",5.04314208986481,80.8151162987425
"340","Nan",2006,"05",1.67581030665234,79.1614540985652
"341","Narathiwat",2006,"05",1.26490301707479,70.1446514382603
"342","Nong Bua Lam Phu",2006,"05",7.63660990789846,70.323416771079
"343","Nong Khai",2006,"05",4.54234238625864,72.1483905215739
"344","Nonthaburi",2006,"05",10.5449081274879,75.44463368435
"345","P.Nakhon S.Ayutthaya",2006,"05",2.89202746900272,77.2782392237969
"346","Pathum Thani",2006,"05",6.80163640681814,74.3418077800585
"347","Pattani",2006,"05",4.23326215181419,79.6411260178628
"348","Phangnga",2006,"05",6.07565404415785,76.3049559897565
"349","Phatthalung",2006,"05",0.795920113498208,79.1232931247446
"350","Phayao",2006,"05",2.26068120490198,80.3888206976431
"351","Phetchabun",2006,"05",11.2277212437508,80.3741455504825
"352","Phetchaburi",2006,"05",7.67441197559098,80.6770725489947
"353","Phichit",2006,"05",3.96582182644122,78.6037077405058
"354","Phitsanulok",2006,"05",6.53452665671042,78.4795280270227
"355","Phrae",2006,"05",21.4649391683624,78.2465540756521
"356","Phuket",2006,"05",5.70526596048152,74.4406843177992
"357","Prachin Buri",2006,"05",20.0005274864392,79.8422746882092
"358","Prachuap Khiri Khan",2006,"05",7.2787855750645,77.7189943509098
"359","Ranong",2006,"05",9.95646810887951,83.1080001408103
"360","Ratchaburi",2006,"05",5.65285685763701,76.65339940389
"361","Rayong",2006,"05",15.7677344165081,79.6898908110382
"362","Roi Et",2006,"05",11.1570554238191,75.6920752582193
"363","Sa Kaeo",2006,"05",7.7902277157754,79.253306360438
"364","Sakon Nakhon",2006,"05",11.1404195985137,79.8610444261849
"365","Samut Prakan",2006,"05",5.41288799758638,81.9796588306121
"366","Samut Sakhon",2006,"05",2.55355007298897,72.9047398113382
"367","Samut Songkhram",2006,"05",6.69371614524334,73.769041831325
"368","Saraburi",2006,"05",7.79529553914213,75.617795009239
"369","Satun",2006,"05",0.351516088891389,76.4566682914559
"370","Si Sa Ket",2006,"05",11.7809219749538,81.8682954095673
"371","Sing Buri",2006,"05",4.17337111007034,82.9131244978439
"372","Songkhla",2006,"05",5.13240472030281,83.9810237443686
"373","Sukhothai",2006,"05",2.47810593407247,85.1979927515875
"374","Suphan Buri",2006,"05",4.27257104336185,85.305403083118
"375","Surat Thani",2006,"05",9.78953529591189,82.2624873981609
"376","Surin",2006,"05",14.7886749347258,84.2271003812065
"377","Tak",2006,"05",18.6465961486303,86.6844461630453
"378","Trang",2006,"05",1.96614301724307,85.1702577203772
"379","Trat",2006,"05",8.61510000317398,84.7153445933125
"380","Ubon Ratchathani",2006,"05",4.36801292931827,85.3107325772811
"381","Udon Thani",2006,"05",3.13584889389463,84.8675030985186
"382","Uthai Thani",2006,"05",9.7866809389097,84.1461189620061
"383","Uttaradit",2006,"05",5.15821757791595,82.8894415698005
"384","Yala",2006,"05",3.61171129254649,85.3582607075319
"385","Yasothon",2006,"05",2.59479336177721,85.271931903084
"386","Amnat Charoen",2006,"06",11.9268666223927,75.345252592037
"387","Ang Thong",2006,"06",15.1192309585592,75.8499709151861
"388","Bangkok",2006,"06",17.1266187191319,72.9532092617874
"389","Bungkan",2006,"06",NA,75.577946049152
"390","Buri Ram",2006,"06",19.0095503460129,73.395825076051
"391","Chachoengsao",2006,"06",6.98063329519277,71.602702980724
"392","Chai Nat",2006,"06",5.93213049500663,74.6496743630925
"393","Chaiyaphum",2006,"06",8.39587815973069,71.5994771224363
"394","Chanthaburi",2006,"06",23.0157360174443,71.4320670081435
"395","Chiang Mai",2006,"06",18.0846059148077,76.96131180473
"396","Chiang Rai",2006,"06",1.46937216176481,81.0557531098721
"397","Chon Buri",2006,"06",0.567515724239245,83.5660449589889
"398","Chumphon",2006,"06",15.5828613457775,87.2564310016054
"399","Kalasin",2006,"06",9.30938672624674,87.8509102384572
"400","Kamphaeng Phet",2006,"06",15.1516403716835,81.4919008337933
"401","Kanchanaburi",2006,"06",7.06348275193288,83.4199817078805
"402","Khon Kaen",2006,"06",14.208971167772,81.9142429693768
"403","Krabi",2006,"06",5.84462075717062,81.4431974566799
"404","Lampang",2006,"06",8.04554296384826,74.1275491408835
"405","Lamphun",2006,"06",14.8090740132837,72.1729575880667
"406","Loei",2006,"06",17.2207077385962,72.7145179368033
"407","Lop Buri",2006,"06",13.7366118046841,75.1015206305955
"408","Mae Hong Son",2006,"06",5.88687775702108,78.4666713008716
"409","Maha Sarakham",2006,"06",6.51705920374357,73.6456055237366
"410","Mukdahan",2006,"06",16.0663122160502,78.3163650432292
"411","Nakhon Nayok",2006,"06",12.4750499001996,76.015204967152
"412","Nakhon Pathom",2006,"06",11.0713984861066,83.4943596857244
"413","Nakhon Phanom",2006,"06",6.45526857503532,73.4686375979719
"414","Nakhon Ratchasima",2006,"06",13.3960886554714,70.8786824668586
"415","Nakhon Sawan",2006,"06",15.6470764648411,75.1705302418032
"416","Nakhon Si Thammarat",2006,"06",4.57864216053516,78.5909785327577
"417","Nan",2006,"06",2.30423917164697,79.573154091835
"418","Narathiwat",2006,"06",2.24871647479962,69.5824335234867
"419","Nong Bua Lam Phu",2006,"06",8.84239041967191,71.239890771542
"420","Nong Khai",2006,"06",3.43445399936629,72.253783983433
"421","Nonthaburi",2006,"06",14.2551535797522,77.824949367706
"422","P.Nakhon S.Ayutthaya",2006,"06",4.73240858564082,81.0095633907595
"423","Pathum Thani",2006,"06",6.13262298975406,76.7523209530374
"424","Pattani",2006,"06",3.91968717760573,80.5426379878347
"425","Phangnga",2006,"06",11.7462644853718,76.7496634950029
"426","Phatthalung",2006,"06",0.795920113498208,81.0611819652421
"427","Phayao",2006,"06",2.05516473172907,81.4547184061121
"428","Phetchabun",2006,"06",20.6509872876131,82.7469322665426
"429","Phetchaburi",2006,"06",3.50830261741302,80.9429925339868
"430","Phichit",2006,"06",8.47243753830623,79.1171045359377
"431","Phitsanulok",2006,"06",13.1878628889974,78.5561787002745
"432","Phrae",2006,"06",29.8362654440237,83.4584645887873
