"","Reporting_Area","Longitude","Latitude","Year","Month","Relative_Humidity","row_number"
"1","Amnat Charoen",104.74137,15.892609,"2006","01",63.759158912572,1
"2","Amnat Charoen",104.74137,15.892609,"2006","02",62.2371594797481,2
"3","Amnat Charoen",104.74137,15.892609,"2006","03",63.6658267476342,3
"4","Amnat Charoen",104.74137,15.892609,"2006","04",70.6147306268865,4
"5","Amnat Charoen",104.74137,15.892609,"2006","05",72.3897587255998,5
"6","Amnat Charoen",104.74137,15.892609,"2006","06",76.015204967152,6
"7","Amnat Charoen",104.74137,15.892609,"2006","07",83.5584723385898,7
"8","Amnat Charoen",104.74137,15.892609,"2006","08",85.6931626970118,8
"9","Amnat Charoen",104.74137,15.892609,"2006","09",80.0007030010223,9
"10","Amnat Charoen",104.74137,15.892609,"2006","10",78.0846701145172,10
"11","Amnat Charoen",104.74137,15.892609,"2006","11",69.7439020677046,11
"12","Amnat Charoen",104.74137,15.892609,"2006","12",65.5942455681888,12
"13","Amnat Charoen",104.74137,15.892609,"2007","01",63.4660148273815,13
"14","Amnat Charoen",104.74137,15.892609,"2007","02",60.3602134682915,14
"15","Amnat Charoen",104.74137,15.892609,"2007","03",66.1579916433855,15
"16","Amnat Charoen",104.74137,15.892609,"2007","04",62.7828888177872,16
"17","Amnat Charoen",104.74137,15.892609,"2007","05",76.4995860316537,17
"18","Amnat Charoen",104.74137,15.892609,"2007","06",77.6857052542947,18
"19","Amnat Charoen",104.74137,15.892609,"2007","07",80.1741295554421,19
"20","Amnat Charoen",104.74137,15.892609,"2007","08",84.2282753640955,20
"21","Amnat Charoen",104.74137,15.892609,"2007","09",82.7211663722992,21
"22","Amnat Charoen",104.74137,15.892609,"2007","10",80.6603499759327,22
"23","Amnat Charoen",104.74137,15.892609,"2007","11",69.9062299641696,23
"24","Amnat Charoen",104.74137,15.892609,"2007","12",68.3528760606592,24
"25","Amnat Charoen",104.74137,15.892609,"2008","01",65.7085493998094,25
"26","Amnat Charoen",104.74137,15.892609,"2008","02",65.3165986104445,26
"27","Amnat Charoen",104.74137,15.892609,"2008","03",63.0218835809014,27
"28","Amnat Charoen",104.74137,15.892609,"2008","04",65.833569912477,28
"29","Amnat Charoen",104.74137,15.892609,"2008","05",79.5048677574505,29
"30","Amnat Charoen",104.74137,15.892609,"2008","06",82.0434442606839,30
"31","Amnat Charoen",104.74137,15.892609,"2008","07",82.6868996056644,31
"32","Amnat Charoen",104.74137,15.892609,"2008","08",84.3658961772919,32
"33","Amnat Charoen",104.74137,15.892609,"2008","09",85.966437292099,33
"34","Amnat Charoen",104.74137,15.892609,"2008","10",81.1524944088676,34
"35","Amnat Charoen",104.74137,15.892609,"2008","11",73.6628379301591,35
"36","Amnat Charoen",104.74137,15.892609,"2008","12",70.881084242734,36
"37","Amnat Charoen",104.74137,15.892609,"2009","01",65.2350251674652,37
"38","Amnat Charoen",104.74137,15.892609,"2009","02",62.7126198161732,38
"39","Amnat Charoen",104.74137,15.892609,"2009","03",66.516532533819,39
"40","Amnat Charoen",104.74137,15.892609,"2009","04",69.3574476978996,40
"41","Amnat Charoen",104.74137,15.892609,"2009","05",78.0437801924619,41
"42","Amnat Charoen",104.74137,15.892609,"2009","06",82.5175382917578,42
"43","Amnat Charoen",104.74137,15.892609,"2009","07",84.5072203159332,43
"44","Amnat Charoen",104.74137,15.892609,"2009","08",84.8192740093578,44
"45","Amnat Charoen",104.74137,15.892609,"2009","09",85.3832763975317,45
"46","Amnat Charoen",104.74137,15.892609,"2009","10",78.5913794734261,46
"47","Amnat Charoen",104.74137,15.892609,"2009","11",70.2128082492135,47
"48","Amnat Charoen",104.74137,15.892609,"2009","12",68.5693184895949,48
"49","Amnat Charoen",104.74137,15.892609,"2010","01",69.3866823803295,49
"50","Amnat Charoen",104.74137,15.892609,"2010","02",68.0912059307098,50
"51","Amnat Charoen",104.74137,15.892609,"2010","03",59.0787235931917,51
"52","Amnat Charoen",104.74137,15.892609,"2010","04",64.2864802490581,52
"53","Amnat Charoen",104.74137,15.892609,"2010","05",73.0026963060553,53
"54","Amnat Charoen",104.74137,15.892609,"2010","06",79.0233671578494,54
"55","Amnat Charoen",104.74137,15.892609,"2010","07",79.5714372201399,55
"56","Amnat Charoen",104.74137,15.892609,"2010","08",86.6641982772134,56
"57","Amnat Charoen",104.74137,15.892609,"2010","09",84.9733441569588,57
"58","Amnat Charoen",104.74137,15.892609,"2010","10",81.0341408166018,58
"59","Amnat Charoen",104.74137,15.892609,"2010","11",71.3705410263755,59
"60","Amnat Charoen",104.74137,15.892609,"2010","12",69.5105298649181,60
"61","Amnat Charoen",104.74137,15.892609,"2011","01",68.1302905646237,61
"62","Amnat Charoen",104.74137,15.892609,"2011","02",65.5566651842811,62
"63","Amnat Charoen",104.74137,15.892609,"2011","03",64.5210655212402,63
"64","Amnat Charoen",104.74137,15.892609,"2011","04",67.2119498643008,64
"65","Amnat Charoen",104.74137,15.892609,"2011","05",77.0393226840279,65
"66","Amnat Charoen",104.74137,15.892609,"2011","06",80.8210421908986,66
"67","Amnat Charoen",104.74137,15.892609,"2011","07",83.415817304091,67
"68","Amnat Charoen",104.74137,15.892609,"2011","08",85.6943342382258,68
"69","Amnat Charoen",104.74137,15.892609,"2011","09",88.9517104062167,69
"70","Amnat Charoen",104.74137,15.892609,"2011","10",80.4627667297017,70
"71","Amnat Charoen",104.74137,15.892609,"2011","11",72.2823768095537,71
"72","Amnat Charoen",104.74137,15.892609,"2011","12",69.2317820072174,72
"73","Amnat Charoen",104.74137,15.892609,"2012","01",72.9375754919919,73
"74","Amnat Charoen",104.74137,15.892609,"2012","02",66.8415669311177,74
"75","Amnat Charoen",104.74137,15.892609,"2012","03",66.9896126443689,75
"76","Amnat Charoen",104.74137,15.892609,"2012","04",70.7332455938513,76
"77","Amnat Charoen",104.74137,15.892609,"2012","05",77.9199335661801,77
"78","Amnat Charoen",104.74137,15.892609,"2012","06",79.3826128699563,78
"79","Amnat Charoen",104.74137,15.892609,"2012","07",82.0485468257557,79
"80","Amnat Charoen",104.74137,15.892609,"2012","08",83.4472817507657,80
"81","Amnat Charoen",104.74137,15.892609,"2012","09",83.22714676857,81
"82","Amnat Charoen",104.74137,15.892609,"2012","10",74.6712870987979,82
"83","Amnat Charoen",104.74137,15.892609,"2012","11",71.6613228364424,83
"84","Amnat Charoen",104.74137,15.892609,"2012","12",68.5928218711506,84
"85","Amnat Charoen",104.74137,15.892609,"2013","01",67.2840933366255,85
"86","Amnat Charoen",104.74137,15.892609,"2013","02",60.2303837862882,86
"87","Amnat Charoen",104.74137,15.892609,"2013","03",61.8092963587154,87
"88","Amnat Charoen",104.74137,15.892609,"2013","04",68.0797490770167,88
"89","Amnat Charoen",104.74137,15.892609,"2013","05",76.8085153536363,89
"90","Amnat Charoen",104.74137,15.892609,"2013","06",76.4755533521826,90
"91","Amnat Charoen",104.74137,15.892609,"2013","07",82.3293446063995,91
"92","Amnat Charoen",104.74137,15.892609,"2013","08",82.6073097879236,92
"93","Amnat Charoen",104.74137,15.892609,"2013","09",86.9834208358418,93
"94","Amnat Charoen",104.74137,15.892609,"2013","10",76.009842599522,94
"95","Amnat Charoen",104.74137,15.892609,"2013","11",73.3230691953139,95
"96","Amnat Charoen",104.74137,15.892609,"2013","12",70.3722771948034,96
"97","Amnat Charoen",104.74137,15.892609,"2014","01",65.0148563710126,97
"98","Amnat Charoen",104.74137,15.892609,"2014","02",66.3351830048995,98
"99","Amnat Charoen",104.74137,15.892609,"2014","03",64.0551067937504,99
"100","Amnat Charoen",104.74137,15.892609,"2014","04",71.1981879277663,100
"101","Amnat Charoen",104.74137,15.892609,"2014","05",72.5545438809828,101
"102","Amnat Charoen",104.74137,15.892609,"2014","06",80.8759132298556,102
"103","Amnat Charoen",104.74137,15.892609,"2014","07",86.3282603047111,103
"104","Amnat Charoen",104.74137,15.892609,"2014","08",83.1212823954496,104
"105","Amnat Charoen",104.74137,15.892609,"2014","09",85.0968647003174,105
"106","Amnat Charoen",104.74137,15.892609,"2014","10",76.3222218036652,106
"107","Amnat Charoen",104.74137,15.892609,"2014","11",71.8173878843134,107
"108","Amnat Charoen",104.74137,15.892609,"2014","12",67.595296235518,108
"109","Amnat Charoen",104.74137,15.892609,"2015","01",63.4168677633459,109
"110","Amnat Charoen",104.74137,15.892609,"2015","02",64.9990957801992,110
"111","Amnat Charoen",104.74137,15.892609,"2015","03",64.5711506648497,111
"112","Amnat Charoen",104.74137,15.892609,"2015","04",60.7438981121237,112
"113","Amnat Charoen",104.74137,15.892609,"2015","05",67.9655535611239,113
"114","Amnat Charoen",104.74137,15.892609,"2015","06",72.3406280257485,114
"115","Amnat Charoen",104.74137,15.892609,"2015","07",81.823361344771,115
"116","Amnat Charoen",104.74137,15.892609,"2015","08",82.5985387888822,116
"117","Amnat Charoen",104.74137,15.892609,"2015","09",83.4138301199133,117
"118","Amnat Charoen",104.74137,15.892609,"2015","10",78.180980053815,118
"119","Amnat Charoen",104.74137,15.892609,"2015","11",74.4679330782457,119
"120","Amnat Charoen",104.74137,15.892609,"2015","12",69.2968171726574,120
"121","Amnat Charoen",104.74137,15.892609,"2016","01",71.2240045677532,121
"122","Amnat Charoen",104.74137,15.892609,"2016","02",60.4715669653632,122
"123","Amnat Charoen",104.74137,15.892609,"2016","03",59.5502735723149,123
"124","Amnat Charoen",104.74137,15.892609,"2016","04",55.8605541749434,124
"125","Amnat Charoen",104.74137,15.892609,"2016","05",70.7899470459331,125
"126","Amnat Charoen",104.74137,15.892609,"2016","06",79.460916965658,126
"127","Amnat Charoen",104.74137,15.892609,"2016","07",82.581171876734,127
"128","Amnat Charoen",104.74137,15.892609,"2016","08",82.2245600700379,128
"129","Amnat Charoen",104.74137,15.892609,"2016","09",85.2524462049658,129
"130","Amnat Charoen",104.74137,15.892609,"2016","10",80.0052114876834,130
"131","Amnat Charoen",104.74137,15.892609,"2016","11",75.5230873541398,131
"132","Amnat Charoen",104.74137,15.892609,"2016","12",71.1287928451191,132
"133","Amnat Charoen",104.74137,15.892609,"2017","01",67.0552028179169,133
"134","Amnat Charoen",104.74137,15.892609,"2017","02",63.7722948724573,134
"135","Amnat Charoen",104.74137,15.892609,"2017","03",68.7505290031433,135
"136","Amnat Charoen",104.74137,15.892609,"2017","04",66.9820419745012,136
"137","Amnat Charoen",104.74137,15.892609,"2017","05",78.0758079918948,137
"138","Amnat Charoen",104.74137,15.892609,"2017","06",81.9605733914809,138
"139","Amnat Charoen",104.74137,15.892609,"2017","07",85.6966406735507,139
"140","Amnat Charoen",104.74137,15.892609,"2017","08",82.8868288777091,140
"141","Amnat Charoen",104.74137,15.892609,"2017","09",83.6150586344979,141
"142","Amnat Charoen",104.74137,15.892609,"2017","10",78.4970622236079,142
"143","Amnat Charoen",104.74137,15.892609,"2017","11",72.9133798815987,143
"144","Amnat Charoen",104.74137,15.892609,"2017","12",69.8002017671412,144
"145","Amnat Charoen",104.74137,15.892609,"2018","01",67.6357172012329,145
"146","Amnat Charoen",104.74137,15.892609,"2018","02",65.0585132620551,146
"147","Amnat Charoen",104.74137,15.892609,"2018","03",68.5823993422768,147
"148","Amnat Charoen",104.74137,15.892609,"2018","04",68.67556013194,148
"149","Amnat Charoen",104.74137,15.892609,"2018","05",77.1469238931483,149
"150","Amnat Charoen",104.74137,15.892609,"2018","06",80.884133755077,150
"151","Amnat Charoen",104.74137,15.892609,"2018","07",84.7664356448434,151
"152","Amnat Charoen",104.74137,15.892609,"2018","08",84.5584974028848,152
"153","Amnat Charoen",104.74137,15.892609,"2018","09",81.8914859511636,153
"154","Amnat Charoen",104.74137,15.892609,"2018","10",72.6024695309726,154
"155","Amnat Charoen",104.74137,15.892609,"2018","11",68.8457644245841,155
"156","Amnat Charoen",104.74137,15.892609,"2018","12",68.0809381398288,156
"157","Amnat Charoen",104.74137,15.892609,"2019","01",64.6496833259409,157
"158","Amnat Charoen",104.74137,15.892609,"2019","02",63.3125153541565,158
"159","Amnat Charoen",104.74137,15.892609,"2019","03",61.1169222484935,159
"160","Amnat Charoen",104.74137,15.892609,"2019","04",65.1469866275787,160
"161","Amnat Charoen",104.74137,15.892609,"2019","05",75.0859464081851,161
"162","Amnat Charoen",104.74137,15.892609,"2019","06",76.0235947738994,162
"163","Amnat Charoen",104.74137,15.892609,"2019","07",78.1265418096022,163
"164","Amnat Charoen",104.74137,15.892609,"2019","08",84.166180749373,164
"165","Amnat Charoen",104.74137,15.892609,"2019","09",81.4301087899642,165
"166","Amnat Charoen",104.74137,15.892609,"2019","10",71.95644754063,166
"167","Amnat Charoen",104.74137,15.892609,"2019","11",70.5648275852203,167
"168","Amnat Charoen",104.74137,15.892609,"2019","12",64.3950721350583,168
"169","Amnat Charoen",104.74137,15.892609,"2020","01",64.7627766219052,169
"170","Amnat Charoen",104.74137,15.892609,"2020","02",59.0078302426772,170
"171","Amnat Charoen",104.74137,15.892609,"2020","03",62.7366845477711,171
"172","Amnat Charoen",104.74137,15.892609,"2020","04",65.3767966183749,172
"173","Amnat Charoen",104.74137,15.892609,"2020","05",69.6471906141801,173
"174","Amnat Charoen",104.74137,15.892609,"2020","06",76.6343599839644,174
"175","Amnat Charoen",104.74137,15.892609,"2020","07",78.0717136946592,175
"176","Amnat Charoen",104.74137,15.892609,"2020","08",84.693863881718,176
"177","Amnat Charoen",104.74137,15.892609,"2020","09",84.1985167590055,177
"178","Amnat Charoen",104.74137,15.892609,"2020","10",84.7316023956646,178
"179","Amnat Charoen",104.74137,15.892609,"2020","11",72.6080142237923,179
"180","Amnat Charoen",104.74137,15.892609,"2020","12",70.0430090210655,180
"181","Ang Thong",100.34851,14.623542,"2006","01",57.8822321199755,181
"182","Ang Thong",100.34851,14.623542,"2006","02",61.6162813463458,182
"183","Ang Thong",100.34851,14.623542,"2006","03",61.5814949703027,183
"184","Ang Thong",100.34851,14.623542,"2006","04",66.347168666468,184
"185","Ang Thong",100.34851,14.623542,"2006","05",72.1321235034859,185
"186","Ang Thong",100.34851,14.623542,"2006","06",71.602702980724,186
"187","Ang Thong",100.34851,14.623542,"2006","07",71.2184344191201,187
"188","Ang Thong",100.34851,14.623542,"2006","08",68.0572821160197,188
"189","Ang Thong",100.34851,14.623542,"2006","09",79.0372412892033,189
"190","Ang Thong",100.34851,14.623542,"2006","10",76.8254625991609,190
"191","Ang Thong",100.34851,14.623542,"2006","11",66.5464830493358,191
"192","Ang Thong",100.34851,14.623542,"2006","12",57.6450183405791,192
"193","Ang Thong",100.34851,14.623542,"2007","01",56.2096856574178,193
"194","Ang Thong",100.34851,14.623542,"2007","02",60.756636124719,194
"195","Ang Thong",100.34851,14.623542,"2007","03",61.6222870449423,195
"196","Ang Thong",100.34851,14.623542,"2007","04",67.8569153165723,196
"197","Ang Thong",100.34851,14.623542,"2007","05",76.8094453906444,197
"198","Ang Thong",100.34851,14.623542,"2007","06",69.8514279010993,198
"199","Ang Thong",100.34851,14.623542,"2007","07",72.691614291303,199
"200","Ang Thong",100.34851,14.623542,"2007","08",71.348835833267,200
"201","Ang Thong",100.34851,14.623542,"2007","09",77.2532912874317,201
"202","Ang Thong",100.34851,14.623542,"2007","10",72.1277063115691,202
"203","Ang Thong",100.34851,14.623542,"2007","11",57.1224749510141,203
"204","Ang Thong",100.34851,14.623542,"2007","12",58.2849541848033,204
"205","Ang Thong",100.34851,14.623542,"2008","01",58.3725991372323,205
"206","Ang Thong",100.34851,14.623542,"2008","02",62.7264640307569,206
"207","Ang Thong",100.34851,14.623542,"2008","03",58.5197607006278,207
"208","Ang Thong",100.34851,14.623542,"2008","04",68.9771403318371,208
"209","Ang Thong",100.34851,14.623542,"2008","05",73.0998226036845,209
"210","Ang Thong",100.34851,14.623542,"2008","06",71.8881506341589,210
"211","Ang Thong",100.34851,14.623542,"2008","07",74.3183631669456,211
"212","Ang Thong",100.34851,14.623542,"2008","08",72.1990319435924,212
"213","Ang Thong",100.34851,14.623542,"2008","09",77.4956086994876,213
"214","Ang Thong",100.34851,14.623542,"2008","10",80.8069851156732,214
"215","Ang Thong",100.34851,14.623542,"2008","11",69.7017095425494,215
"216","Ang Thong",100.34851,14.623542,"2008","12",62.3234141598165,216
"217","Ang Thong",100.34851,14.623542,"2009","01",60.386422409452,217
"218","Ang Thong",100.34851,14.623542,"2009","02",61.8739736720061,218
"219","Ang Thong",100.34851,14.623542,"2009","03",66.3485475998987,219
"220","Ang Thong",100.34851,14.623542,"2009","04",66.2060563104527,220
"221","Ang Thong",100.34851,14.623542,"2009","05",73.8667891788672,221
"222","Ang Thong",100.34851,14.623542,"2009","06",73.0044761035836,222
"223","Ang Thong",100.34851,14.623542,"2009","07",73.1353616278404,223
"224","Ang Thong",100.34851,14.623542,"2009","08",72.6443348878895,224
"225","Ang Thong",100.34851,14.623542,"2009","09",78.3282926343307,225
"226","Ang Thong",100.34851,14.623542,"2009","10",81.3492938244556,226
"227","Ang Thong",100.34851,14.623542,"2009","11",69.071502609708,227
"228","Ang Thong",100.34851,14.623542,"2009","12",65.3283936365935,228
"229","Ang Thong",100.34851,14.623542,"2010","01",68.7500341275103,229
"230","Ang Thong",100.34851,14.623542,"2010","02",68.008503240809,230
"231","Ang Thong",100.34851,14.623542,"2010","03",61.0188276393276,231
"232","Ang Thong",100.34851,14.623542,"2010","04",61.4694106630966,232
"233","Ang Thong",100.34851,14.623542,"2010","05",66.5526460226677,233
"234","Ang Thong",100.34851,14.623542,"2010","06",70.544883546014,234
"235","Ang Thong",100.34851,14.623542,"2010","07",76.3285758168276,235
"236","Ang Thong",100.34851,14.623542,"2010","08",79.2398900663403,236
"237","Ang Thong",100.34851,14.623542,"2010","09",80.6696258453915,237
"238","Ang Thong",100.34851,14.623542,"2010","10",80.5372370725598,238
"239","Ang Thong",100.34851,14.623542,"2010","11",65.8314434225943,239
"240","Ang Thong",100.34851,14.623542,"2010","12",67.1814176585992,240
"241","Ang Thong",100.34851,14.623542,"2011","01",59.0679800590985,241
"242","Ang Thong",100.34851,14.623542,"2011","02",69.2210687140584,242
"243","Ang Thong",100.34851,14.623542,"2011","03",69.140879105858,243
"244","Ang Thong",100.34851,14.623542,"2011","04",71.6922579361478,244
"245","Ang Thong",100.34851,14.623542,"2011","05",76.694041197153,245
"246","Ang Thong",100.34851,14.623542,"2011","06",74.8742521524903,246
"247","Ang Thong",100.34851,14.623542,"2011","07",75.7709971554948,247
"248","Ang Thong",100.34851,14.623542,"2011","08",78.2791375071107,248
"249","Ang Thong",100.34851,14.623542,"2011","09",80.3083415856181,249
"250","Ang Thong",100.34851,14.623542,"2011","10",78.148829253483,250
"251","Ang Thong",100.34851,14.623542,"2011","11",67.5571735602013,251
"252","Ang Thong",100.34851,14.623542,"2011","12",60.3474086738723,252
"253","Ang Thong",100.34851,14.623542,"2012","01",69.2611091113233,253
"254","Ang Thong",100.34851,14.623542,"2012","02",68.1305066027177,254
"255","Ang Thong",100.34851,14.623542,"2012","03",64.1145083311775,255
"256","Ang Thong",100.34851,14.623542,"2012","04",63.5794457194819,256
"257","Ang Thong",100.34851,14.623542,"2012","05",70.3579439652369,257
"258","Ang Thong",100.34851,14.623542,"2012","06",72.0963748909133,258
"259","Ang Thong",100.34851,14.623542,"2012","07",74.6080320748847,259
"260","Ang Thong",100.34851,14.623542,"2012","08",74.5982945557854,260
"261","Ang Thong",100.34851,14.623542,"2012","09",81.6046682854533,261
"262","Ang Thong",100.34851,14.623542,"2012","10",77.5327879221255,262
"263","Ang Thong",100.34851,14.623542,"2012","11",76.1725153231005,263
"264","Ang Thong",100.34851,14.623542,"2012","12",67.7388893263951,264
"265","Ang Thong",100.34851,14.623542,"2013","01",65.20380981779,265
"266","Ang Thong",100.34851,14.623542,"2013","02",64.1031217707791,266
"267","Ang Thong",100.34851,14.623542,"2013","03",63.8639316748435,267
"268","Ang Thong",100.34851,14.623542,"2013","04",62.1692568815015,268
"269","Ang Thong",100.34851,14.623542,"2013","05",65.6385953687057,269
"270","Ang Thong",100.34851,14.623542,"2013","06",77.1398194239106,270
"271","Ang Thong",100.34851,14.623542,"2013","07",72.5732379253532,271
"272","Ang Thong",100.34851,14.623542,"2013","08",71.771423461186,272
"273","Ang Thong",100.34851,14.623542,"2013","09",80.7794516318835,273
"274","Ang Thong",100.34851,14.623542,"2013","10",77.3118569163632,274
"275","Ang Thong",100.34851,14.623542,"2013","11",71.5249332708583,275
"276","Ang Thong",100.34851,14.623542,"2013","12",60.9926345779692,276
"277","Ang Thong",100.34851,14.623542,"2014","01",56.9022272765992,277
"278","Ang Thong",100.34851,14.623542,"2014","02",67.7499148632376,278
"279","Ang Thong",100.34851,14.623542,"2014","03",67.5695468303461,279
"280","Ang Thong",100.34851,14.623542,"2014","04",65.6887900653938,280
"281","Ang Thong",100.34851,14.623542,"2014","05",68.0580194825918,281
"282","Ang Thong",100.34851,14.623542,"2014","06",68.2793297435844,282
"283","Ang Thong",100.34851,14.623542,"2014","07",68.7830632173754,283
"284","Ang Thong",100.34851,14.623542,"2014","08",75.9919592855465,284
"285","Ang Thong",100.34851,14.623542,"2014","09",75.5917095237413,285
"286","Ang Thong",100.34851,14.623542,"2014","10",76.5198562955762,286
"287","Ang Thong",100.34851,14.623542,"2014","11",70.7739981619075,287
"288","Ang Thong",100.34851,14.623542,"2014","12",57.7666445024919,288
"289","Ang Thong",100.34851,14.623542,"2015","01",60.6305212092921,289
"290","Ang Thong",100.34851,14.623542,"2015","02",61.051003018146,290
"291","Ang Thong",100.34851,14.623542,"2015","03",68.0672986009723,291
"292","Ang Thong",100.34851,14.623542,"2015","04",62.9150863328938,292
"293","Ang Thong",100.34851,14.623542,"2015","05",61.2193059219755,293
"294","Ang Thong",100.34851,14.623542,"2015","06",66.5396279549267,294
"295","Ang Thong",100.34851,14.623542,"2015","07",65.9206185312442,295
"296","Ang Thong",100.34851,14.623542,"2015","08",68.4429692444697,296
"297","Ang Thong",100.34851,14.623542,"2015","09",76.6810768840327,297
"298","Ang Thong",100.34851,14.623542,"2015","10",77.745067770865,298
"299","Ang Thong",100.34851,14.623542,"2015","11",69.6455821953047,299
"300","Ang Thong",100.34851,14.623542,"2015","12",65.6282278709336,300
"301","Ang Thong",100.34851,14.623542,"2016","01",67.1679099748433,301
"302","Ang Thong",100.34851,14.623542,"2016","02",56.9559036922265,302
"303","Ang Thong",100.34851,14.623542,"2016","03",60.5943926134356,303
"304","Ang Thong",100.34851,14.623542,"2016","04",58.325784163731,304
"305","Ang Thong",100.34851,14.623542,"2016","05",62.5815007492278,305
"306","Ang Thong",100.34851,14.623542,"2016","06",70.1635113786277,306
"307","Ang Thong",100.34851,14.623542,"2016","07",76.4127580707163,307
"308","Ang Thong",100.34851,14.623542,"2016","08",70.3892961050834,308
"309","Ang Thong",100.34851,14.623542,"2016","09",78.9224545002932,309
"310","Ang Thong",100.34851,14.623542,"2016","10",80.230233952729,310
"311","Ang Thong",100.34851,14.623542,"2016","11",68.8873490775319,311
"312","Ang Thong",100.34851,14.623542,"2016","12",57.3549074586296,312
"313","Ang Thong",100.34851,14.623542,"2017","01",63.6083232052995,313
"314","Ang Thong",100.34851,14.623542,"2017","02",53.989733618249,314
"315","Ang Thong",100.34851,14.623542,"2017","03",64.4673430668431,315
"316","Ang Thong",100.34851,14.623542,"2017","04",61.3556194874212,316
"317","Ang Thong",100.34851,14.623542,"2017","05",77.5680920428358,317
"318","Ang Thong",100.34851,14.623542,"2017","06",71.6487244744424,318
"319","Ang Thong",100.34851,14.623542,"2017","07",77.521048088908,319
"320","Ang Thong",100.34851,14.623542,"2017","08",75.7667315655627,320
"321","Ang Thong",100.34851,14.623542,"2017","09",77.5491846740601,321
"322","Ang Thong",100.34851,14.623542,"2017","10",79.7810628295656,322
"323","Ang Thong",100.34851,14.623542,"2017","11",70.9584826095915,323
"324","Ang Thong",100.34851,14.623542,"2017","12",63.2029037399747,324
"325","Ang Thong",100.34851,14.623542,"2018","01",67.5815874861913,325
"326","Ang Thong",100.34851,14.623542,"2018","02",67.1426321223052,326
"327","Ang Thong",100.34851,14.623542,"2018","03",66.9902281410415,327
"328","Ang Thong",100.34851,14.623542,"2018","04",70.6487533842356,328
"329","Ang Thong",100.34851,14.623542,"2018","05",75.6594348702706,329
"330","Ang Thong",100.34851,14.623542,"2018","06",72.6327972715465,330
"331","Ang Thong",100.34851,14.623542,"2018","07",72.8517113717839,331
"332","Ang Thong",100.34851,14.623542,"2018","08",73.3014140498804,332
"333","Ang Thong",100.34851,14.623542,"2018","09",75.9285249349848,333
"334","Ang Thong",100.34851,14.623542,"2018","10",74.0245754325366,334
"335","Ang Thong",100.34851,14.623542,"2018","11",65.4859153793062,335
"336","Ang Thong",100.34851,14.623542,"2018","12",61.1022644042969,336
"337","Ang Thong",100.34851,14.623542,"2019","01",58.9001136233745,337
"338","Ang Thong",100.34851,14.623542,"2019","02",66.2124208787801,338
"339","Ang Thong",100.34851,14.623542,"2019","03",61.3190689769464,339
"340","Ang Thong",100.34851,14.623542,"2019","04",64.2351801058881,340
"341","Ang Thong",100.34851,14.623542,"2019","05",66.7167513413173,341
"342","Ang Thong",100.34851,14.623542,"2019","06",72.0123285251868,342
"343","Ang Thong",100.34851,14.623542,"2019","07",65.8983506947815,343
"344","Ang Thong",100.34851,14.623542,"2019","08",76.2425547878501,344
"345","Ang Thong",100.34851,14.623542,"2019","09",75.6969574915012,345
"346","Ang Thong",100.34851,14.623542,"2019","10",67.6867269133005,346
"347","Ang Thong",100.34851,14.623542,"2019","11",56.4990775409797,347
"348","Ang Thong",100.34851,14.623542,"2019","12",53.9452560000107,348
"349","Ang Thong",100.34851,14.623542,"2020","01",59.6706916702908,349
"350","Ang Thong",100.34851,14.623542,"2020","02",55.1515139282105,350
"351","Ang Thong",100.34851,14.623542,"2020","03",63.6133399189822,351
"352","Ang Thong",100.34851,14.623542,"2020","04",61.6231826797394,352
"353","Ang Thong",100.34851,14.623542,"2020","05",65.5252736662302,353
"354","Ang Thong",100.34851,14.623542,"2020","06",69.5862151462563,354
"355","Ang Thong",100.34851,14.623542,"2020","07",69.3529192126295,355
"356","Ang Thong",100.34851,14.623542,"2020","08",72.8987853579208,356
"357","Ang Thong",100.34851,14.623542,"2020","09",78.6518751868671,357
"358","Ang Thong",100.34851,14.623542,"2020","10",81.6571423813079,358
"359","Ang Thong",100.34851,14.623542,"2020","11",69.138256565951,359
"360","Ang Thong",100.34851,14.623542,"2020","12",62.3463759829936,360
"361","Bangkok",100.62353,13.771827,"2006","01",68.4585706389149,361
"362","Bangkok",100.62353,13.771827,"2006","02",72.4106443862734,362
"363","Bangkok",100.62353,13.771827,"2006","03",70.9369761269902,363
"364","Bangkok",100.62353,13.771827,"2006","04",71.5809585045749,364
"365","Bangkok",100.62353,13.771827,"2006","05",76.1494680572292,365
"366","Bangkok",100.62353,13.771827,"2006","06",75.345252592037,366
"367","Bangkok",100.62353,13.771827,"2006","07",76.3272211523351,367
"368","Bangkok",100.62353,13.771827,"2006","08",72.246924438839,368
"369","Bangkok",100.62353,13.771827,"2006","09",78.957069705048,369
"370","Bangkok",100.62353,13.771827,"2006","10",77.2319545519324,370
"371","Bangkok",100.62353,13.771827,"2006","11",68.1899947938896,371
"372","Bangkok",100.62353,13.771827,"2006","12",61.7434184375681,372
"373","Bangkok",100.62353,13.771827,"2007","01",64.8381057431182,373
"374","Bangkok",100.62353,13.771827,"2007","02",71.4442282379948,374
"375","Bangkok",100.62353,13.771827,"2007","03",71.0682023562615,375
"376","Bangkok",100.62353,13.771827,"2007","04",74.2624783549909,376
"377","Bangkok",100.62353,13.771827,"2007","05",78.8310447928458,377
"378","Bangkok",100.62353,13.771827,"2007","06",74.0238846622567,378
"379","Bangkok",100.62353,13.771827,"2007","07",76.5966863836075,379
