"","row_number","Reporting_Area","Longitude","Latitude","Month","Year","Dengue_Cases","Relative_Humidity"
"1659",1719,"Chiang Mai",98.72821,18.793111,3,2019,43,52.5848182522315
"1660",1720,"Chiang Mai",98.72821,18.793111,4,2019,53,65.0566390445536
"1661",1721,"Chiang Mai",98.72821,18.793111,5,2019,104,74.0897020202918
"1662",1722,"Chiang Mai",98.72821,18.793111,6,2019,289,81.9386297614463
"1663",1723,"Chiang Mai",98.72821,18.793111,7,2019,717,85.0652452191005
"1664",1724,"Chiang Mai",98.72821,18.793111,8,2019,730,86.4607925741941
"1665",1725,"Chiang Mai",98.72821,18.793111,9,2019,693,83.7979870383175
"1666",1726,"Chiang Mai",98.72821,18.793111,10,2019,621,81.7628749854956
"1667",1727,"Chiang Mai",98.72821,18.793111,11,2019,432,81.1618573912367
"1668",1728,"Chiang Mai",98.72821,18.793111,12,2019,159,77.694675367603
"1669",1729,"Chiang Mai",98.72821,18.793111,1,2020,27,76.0857088595688
"1670",1730,"Chiang Mai",98.72821,18.793111,2,2020,25,61.4659229572776
"1671",1731,"Chiang Mai",98.72821,18.793111,3,2020,43,59.935543725423
"1672",1732,"Chiang Mai",98.72821,18.793111,4,2020,53,66.1857882973074
"1673",1733,"Chiang Mai",98.72821,18.793111,5,2020,104,74.4037482652054
"1674",1734,"Chiang Mai",98.72821,18.793111,6,2020,289,77.6128565059654
"1675",1735,"Chiang Mai",98.72821,18.793111,7,2020,717,83.2675099105684
"1676",1736,"Chiang Mai",98.72821,18.793111,8,2020,730,83.3512220942196
"1677",1737,"Chiang Mai",98.72821,18.793111,9,2020,693,83.3845039800192
"1678",1738,"Chiang Mai",98.72821,18.793111,10,2020,621,82.7128155028734
"1679",1739,"Chiang Mai",98.72821,18.793111,11,2020,432,81.6262657527634
"1680",1740,"Chiang Mai",98.72821,18.793111,12,2020,159,78.3723529772925
"1681",1741,"Chiang Rai",98.72821,18.793111,1,2006,2,70.09479254771
"1682",1742,"Chiang Rai",98.72821,18.793111,2,2006,1,65.3990067725285
"1683",1743,"Chiang Rai",98.72821,18.793111,3,2006,5,56.2692514833213
"1684",1744,"Chiang Rai",98.72821,18.793111,4,2006,7,52.3739588743146
"1685",1745,"Chiang Rai",98.72821,18.793111,5,2006,7,66.5899815166476
"1686",1746,"Chiang Rai",98.72821,18.793111,6,2006,18,83.2610896845436
"1687",1747,"Chiang Rai",98.72821,18.793111,7,2006,19,86.4217377186765
"1688",1748,"Chiang Rai",98.72821,18.793111,8,2006,26,85.7490266335977
"1689",1749,"Chiang Rai",98.72821,18.793111,9,2006,12,85.4701259062333
"1690",1750,"Chiang Rai",98.72821,18.793111,10,2006,9,84.8956366295711
"1691",1751,"Chiang Rai",98.72821,18.793111,11,2006,5,83.0354213450563
"1692",1752,"Chiang Rai",98.72821,18.793111,12,2006,2,78.2182005125987
"1693",1753,"Chiang Rai",98.72821,18.793111,1,2007,0,77.5257970574818
"1694",1754,"Chiang Rai",98.72821,18.793111,2,2007,0,60.2275531205521
"1695",1755,"Chiang Rai",98.72821,18.793111,3,2007,0,52.8587869469398
"1696",1756,"Chiang Rai",98.72821,18.793111,4,2007,3,68.5368497719007
"1697",1757,"Chiang Rai",98.72821,18.793111,5,2007,193,79.0771715293688
"1698",1758,"Chiang Rai",98.72821,18.793111,6,2007,464,81.6005435257109
"1699",1759,"Chiang Rai",98.72821,18.793111,7,2007,74,85.5915627551849
"1700",1760,"Chiang Rai",98.72821,18.793111,8,2007,39,85.6347581640858
"1701",1761,"Chiang Rai",98.72821,18.793111,9,2007,25,85.7175926253759
"1702",1762,"Chiang Rai",98.72821,18.793111,10,2007,15,86.493512070014
"1703",1763,"Chiang Rai",98.72821,18.793111,11,2007,5,83.3732837810277
"1704",1764,"Chiang Rai",98.72821,18.793111,12,2007,2,80.1747063578315
"1705",1765,"Chiang Rai",98.72821,18.793111,1,2008,1,74.5070278366381
"1706",1766,"Chiang Rai",98.72821,18.793111,2,2008,2,63.2694044144592
"1707",1767,"Chiang Rai",98.72821,18.793111,3,2008,1,60.6850636946817
"1708",1768,"Chiang Rai",98.72821,18.793111,4,2008,5,69.0129578539472
"1709",1769,"Chiang Rai",98.72821,18.793111,5,2008,114,78.0923436818032
"1710",1770,"Chiang Rai",98.72821,18.793111,6,2008,160,84.7403355411738
"1711",1771,"Chiang Rai",98.72821,18.793111,7,2008,130,85.6163544425386
"1712",1772,"Chiang Rai",98.72821,18.793111,8,2008,199,86.6257123727113
"1713",1773,"Chiang Rai",98.72821,18.793111,9,2008,112,83.5034857707819
"1714",1774,"Chiang Rai",98.72821,18.793111,10,2008,116,85.3261185924553
"1715",1775,"Chiang Rai",98.72821,18.793111,11,2008,87,80.2669598774919
"1716",1776,"Chiang Rai",98.72821,18.793111,12,2008,9,82.3744329780674
"1717",1777,"Chiang Rai",98.72821,18.793111,1,2009,3,77.4902717826707
"1718",1778,"Chiang Rai",98.72821,18.793111,2,2009,4,57.0401647023331
"1719",1779,"Chiang Rai",98.72821,18.793111,3,2009,7,52.1419140772357
"1720",1780,"Chiang Rai",98.72821,18.793111,4,2009,29,50.4457774517484
"1721",1781,"Chiang Rai",98.72821,18.793111,5,2009,126,67.6808103348915
"1722",1782,"Chiang Rai",98.72821,18.793111,6,2009,170,79.168379203379
"1723",1783,"Chiang Rai",98.72821,18.793111,7,2009,156,78.5598140985618
"1724",1784,"Chiang Rai",98.72821,18.793111,8,2009,250,86.4370488120917
"1725",1785,"Chiang Rai",98.72821,18.793111,9,2009,161,82.8676567102783
"1726",1786,"Chiang Rai",98.72821,18.793111,10,2009,69,83.6058143585547
"1727",1787,"Chiang Rai",98.72821,18.793111,11,2009,46,79.5947061109951
"1728",1788,"Chiang Rai",98.72821,18.793111,12,2009,17,72.3733960493034
"1729",1789,"Chiang Rai",98.72821,18.793111,1,2010,15,65.6186146494112
"1730",1790,"Chiang Rai",98.72821,18.793111,2,2010,8,56.7339034234527
"1731",1791,"Chiang Rai",98.72821,18.793111,3,2010,9,50.1542623340101
"1732",1792,"Chiang Rai",98.72821,18.793111,4,2010,10,54.9310311057808
"1733",1793,"Chiang Rai",98.72821,18.793111,5,2010,52,70.6674244037646
"1734",1794,"Chiang Rai",98.72821,18.793111,6,2010,213,79.2485198144781
"1735",1795,"Chiang Rai",98.72821,18.793111,7,2010,571,81.1181907678955
"1736",1796,"Chiang Rai",98.72821,18.793111,8,2010,707,86.3757504341865
"1737",1797,"Chiang Rai",98.72821,18.793111,9,2010,434,84.6834837373496
"1738",1798,"Chiang Rai",98.72821,18.793111,10,2010,227,82.9286018753806
"1739",1799,"Chiang Rai",98.72821,18.793111,11,2010,68,76.2521699667763
"1740",1800,"Chiang Rai",98.72821,18.793111,12,2010,35,72.9352221303498
"1741",1801,"Chiang Rai",99.86615,19.847649,1,2011,21,73.2004747575869
"1742",1802,"Chiang Rai",99.86615,19.847649,2,2011,7,68.07864765891
"1743",1803,"Chiang Rai",99.86615,19.847649,3,2011,4,57.5137988277428
"1744",1804,"Chiang Rai",99.86615,19.847649,4,2011,10,68.8370089068141
"1745",1805,"Chiang Rai",99.86615,19.847649,5,2011,41,78.4795280270227
"1746",1806,"Chiang Rai",99.86615,19.847649,6,2011,108,78.5561787002745
"1747",1807,"Chiang Rai",99.86615,19.847649,7,2011,92,81.5526255999943
"1748",1808,"Chiang Rai",99.86615,19.847649,8,2011,102,83.0385545791502
"1749",1809,"Chiang Rai",99.86615,19.847649,9,2011,78,82.9466481743265
"1750",1810,"Chiang Rai",99.86615,19.847649,10,2011,21,81.6436595307639
"1751",1811,"Chiang Rai",99.86615,19.847649,11,2011,20,73.278085898517
"1752",1812,"Chiang Rai",99.86615,19.847649,12,2011,14,71.6179823424567
"1753",1813,"Chiang Rai",99.86615,19.847649,1,2012,4,68.9851151181521
"1754",1814,"Chiang Rai",99.86615,19.847649,2,2012,6,58.8804211123854
"1755",1815,"Chiang Rai",99.86615,19.847649,3,2012,1,52.9282287043486
"1756",1816,"Chiang Rai",99.86615,19.847649,4,2012,10,61.8979152901589
"1757",1817,"Chiang Rai",99.86615,19.847649,5,2012,36,78.900101190518
"1758",1818,"Chiang Rai",99.86615,19.847649,6,2012,152,77.2498509425556
"1759",1819,"Chiang Rai",99.86615,19.847649,7,2012,201,79.5793482112228
"1760",1820,"Chiang Rai",99.86615,19.847649,8,2012,262,81.9362937244088
"1761",1821,"Chiang Rai",99.86615,19.847649,9,2012,206,81.6428537291143
"1762",1822,"Chiang Rai",99.86615,19.847649,10,2012,188,80.939458743139
"1763",1823,"Chiang Rai",99.86615,19.847649,11,2012,199,76.395672338936
"1764",1824,"Chiang Rai",99.86615,19.847649,12,2012,160,73.3829367535519
"1765",1825,"Chiang Rai",99.86615,19.847649,1,2013,131,71.982689954821
"1766",1826,"Chiang Rai",99.86615,19.847649,2,2013,47,71.7387000879946
"1767",1827,"Chiang Rai",99.86615,19.847649,3,2013,86,60.8335657878152
"1768",1828,"Chiang Rai",99.86615,19.847649,4,2013,222,66.7618842199585
"1769",1829,"Chiang Rai",99.86615,19.847649,5,2013,997,78.5228881549298
"1770",1830,"Chiang Rai",99.86615,19.847649,6,2013,2577,81.1461188854392
"1771",1831,"Chiang Rai",99.86615,19.847649,7,2013,3982,83.3115774834238
"1772",1832,"Chiang Rai",99.86615,19.847649,8,2013,3204,83.7641103955904
"1773",1833,"Chiang Rai",99.86615,19.847649,9,2013,1415,81.874604762011
"1774",1834,"Chiang Rai",99.86615,19.847649,10,2013,461,82.4155646260261
"1775",1835,"Chiang Rai",99.86615,19.847649,11,2013,150,76.5383852610531
"1776",1836,"Chiang Rai",99.86615,19.847649,12,2013,40,75.5680544141986
"1777",1837,"Chiang Rai",99.86615,19.847649,1,2014,15,70.0254067962589
"1778",1838,"Chiang Rai",99.86615,19.847649,2,2014,4,62.9630508948358
"1779",1839,"Chiang Rai",99.86615,19.847649,3,2014,4,58.8845195782207
"1780",1840,"Chiang Rai",99.86615,19.847649,4,2014,3,67.9700735208013
"1781",1841,"Chiang Rai",99.86615,19.847649,5,2014,24,75.8151033385963
"1782",1842,"Chiang Rai",99.86615,19.847649,6,2014,43,78.3899028207185
"1783",1843,"Chiang Rai",99.86615,19.847649,7,2014,51,79.1326465642519
"1784",1844,"Chiang Rai",99.86615,19.847649,8,2014,33,81.8598286265049
"1785",1845,"Chiang Rai",99.86615,19.847649,9,2014,47,81.3678419558645
"1786",1846,"Chiang Rai",99.86615,19.847649,10,2014,21,80.2082752569362
"1787",1847,"Chiang Rai",99.86615,19.847649,11,2014,46,72.3154578068589
"1788",1848,"Chiang Rai",99.86615,19.847649,12,2014,22,73.3184689000464
"1789",1849,"Chiang Rai",99.86615,19.847649,1,2015,7,71.5351867341368
"1790",1850,"Chiang Rai",99.86615,19.847649,2,2015,2,57.1808945232432
"1791",1851,"Chiang Rai",99.86615,19.847649,3,2015,2,58.0972400634231
"1792",1852,"Chiang Rai",99.86615,19.847649,4,2015,10,54.3888325724067
"1793",1853,"Chiang Rai",99.86615,19.847649,5,2015,142,63.7807662596013
"1794",1854,"Chiang Rai",99.86615,19.847649,6,2015,295,71.2382084817235
"1795",1855,"Chiang Rai",99.86615,19.847649,7,2015,272,81.0768414702203
"1796",1856,"Chiang Rai",99.86615,19.847649,8,2015,360,85.6057710068332
"1797",1857,"Chiang Rai",99.86615,19.847649,9,2015,289,83.7704656812349
"1798",1858,"Chiang Rai",99.86615,19.847649,10,2015,158,80.9208294863095
"1799",1859,"Chiang Rai",99.86615,19.847649,11,2015,240,75.8966364182751
"1800",1860,"Chiang Rai",99.86615,19.847649,12,2015,96,78.2920394066206
"1801",1861,"Chiang Rai",99.86615,19.847649,1,2016,40,75.0332136255693
"1802",1862,"Chiang Rai",99.86615,19.847649,2,2016,22,61.3977094756564
"1803",1863,"Chiang Rai",99.86615,19.847649,3,2016,21,69.6436315738341
"1804",1864,"Chiang Rai",99.86615,19.847649,4,2016,34,76.7422654373465
"1805",1865,"Chiang Rai",99.86615,19.847649,5,2016,49,82.4268245565645
"1806",1866,"Chiang Rai",99.86615,19.847649,6,2016,142,82.1325307952365
"1807",1867,"Chiang Rai",99.86615,19.847649,7,2016,357,81.9302998054901
"1808",1868,"Chiang Rai",99.86615,19.847649,8,2016,334,85.2288732080812
"1809",1869,"Chiang Rai",99.86615,19.847649,9,2016,183,84.5799135603454
"1810",1870,"Chiang Rai",99.86615,19.847649,10,2016,72,80.5497639464377
"1811",1871,"Chiang Rai",99.86615,19.847649,11,2016,56,75.8725583978795
"1812",1872,"Chiang Rai",99.86615,19.847649,12,2016,25,76.2414765474419
"1813",1873,"Chiang Rai",99.86615,19.847649,1,2017,15,72.9348067902892
"1814",1874,"Chiang Rai",99.86615,19.847649,2,2017,14,62.1181645306782
"1815",1875,"Chiang Rai",99.86615,19.847649,3,2017,5,63.6498814286033
"1816",1876,"Chiang Rai",99.86615,19.847649,4,2017,20,66.4928496234777
"1817",1877,"Chiang Rai",99.86615,19.847649,5,2017,59,77.9375125070475
"1818",1878,"Chiang Rai",99.86615,19.847649,6,2017,304,77.5993142077232
"1819",1879,"Chiang Rai",99.86615,19.847649,7,2017,371,83.3320477365626
"1820",1880,"Chiang Rai",99.86615,19.847649,8,2017,370,82.4806219016155
"1821",1881,"Chiang Rai",99.86615,19.847649,9,2017,260,83.1608829390801
"1822",1882,"Chiang Rai",99.86615,19.847649,10,2017,181,82.2346911493061
"1823",1883,"Chiang Rai",99.86615,19.847649,11,2017,151,84.1704198160094
"1824",1884,"Chiang Rai",99.86615,19.847649,12,2017,59,80.2023901607965
"1825",1885,"Chiang Rai",99.86615,19.847649,1,2018,31,73.5849864054413
"1826",1886,"Chiang Rai",99.86615,19.847649,2,2018,15,71.8424232545015
"1827",1887,"Chiang Rai",99.86615,19.847649,3,2018,18,64.8031645591511
"1828",1888,"Chiang Rai",99.86615,19.847649,4,2018,29,58.0712063478244
"1829",1889,"Chiang Rai",99.86615,19.847649,5,2018,157,71.0132066395854
"1830",1890,"Chiang Rai",99.86615,19.847649,6,2018,462,75.8890871395524
"1831",1891,"Chiang Rai",99.86615,19.847649,7,2018,687,83.5244924011422
"1832",1892,"Chiang Rai",99.86615,19.847649,8,2018,616,82.469326141109
"1833",1893,"Chiang Rai",99.86615,19.847649,9,2018,361,83.4999404314838
"1834",1894,"Chiang Rai",99.86615,19.847649,10,2018,287,83.0897176906177
"1835",1895,"Chiang Rai",99.86615,19.847649,11,2018,162,81.5410468687321
"1836",1896,"Chiang Rai",99.86615,19.847649,12,2018,89,81.9750843991618
"1837",1897,"Chiang Rai",99.86615,19.847649,1,2019,35,76.2177422558731
"1838",1898,"Chiang Rai",99.86615,19.847649,2,2019,27,60.3004415269636
"1839",1899,"Chiang Rai",99.86615,19.847649,3,2019,52,57.2649803734901
"1840",1900,"Chiang Rai",99.86615,19.847649,4,2019,78,64.2649870402528
"1841",1901,"Chiang Rai",99.86615,19.847649,5,2019,134,73.1249321619271
"1842",1902,"Chiang Rai",99.86615,19.847649,6,2019,433,77.105152820451
"1843",1903,"Chiang Rai",99.86615,19.847649,7,2019,1350,82.8250247379654
"1844",1904,"Chiang Rai",99.86615,19.847649,8,2019,1255,84.1040476235884
"1845",1905,"Chiang Rai",99.86615,19.847649,9,2019,1071,82.9825734309875
"1846",1906,"Chiang Rai",99.86615,19.847649,10,2019,534,80.0422483813263
"1847",1907,"Chiang Rai",99.86615,19.847649,11,2019,427,81.3940112568396
"1848",1908,"Chiang Rai",99.86615,19.847649,12,2019,74,76.7207174522099
"1849",1909,"Chiang Rai",99.86615,19.847649,1,2020,35,76.2284014420578
"1850",1910,"Chiang Rai",99.86615,19.847649,2,2020,27,63.0199040703723
"1851",1911,"Chiang Rai",99.86615,19.847649,3,2020,52,62.2469894896467
"1852",1912,"Chiang Rai",99.86615,19.847649,4,2020,78,70.4294593634274
"1853",1913,"Chiang Rai",99.86615,19.847649,5,2020,134,72.6601938857984
"1854",1914,"Chiang Rai",99.86615,19.847649,6,2020,433,72.9272513870306
"1855",1915,"Chiang Rai",99.86615,19.847649,7,2020,1350,79.7070614188331
"1856",1916,"Chiang Rai",99.86615,19.847649,8,2020,1255,82.7960442893566
"1857",1917,"Chiang Rai",99.86615,19.847649,9,2020,1071,82.6599622952169
"1858",1918,"Chiang Rai",99.86615,19.847649,10,2020,534,81.9209338422858
"1859",1919,"Chiang Rai",99.86615,19.847649,11,2020,427,82.7612869988849
"1860",1920,"Chiang Rai",99.86615,19.847649,12,2020,74,82.1215026177088
"1861",1921,"Chon Buri",99.86615,19.847649,1,2006,4,74.6113682641189
"1862",1922,"Chon Buri",99.86615,19.847649,2,2006,3,67.6465502901979
"1863",1923,"Chon Buri",99.86615,19.847649,3,2006,6,59.0233782897835
"1864",1924,"Chon Buri",99.86615,19.847649,4,2006,11,54.2923807754469
"1865",1925,"Chon Buri",99.86615,19.847649,5,2006,6,72.0430252753576
"1866",1926,"Chon Buri",99.86615,19.847649,6,2006,7,81.5574876406675
"1867",1927,"Chon Buri",99.86615,19.847649,7,2006,9,84.5100763807016
"1868",1928,"Chon Buri",99.86615,19.847649,8,2006,10,82.9154445574145
"1869",1929,"Chon Buri",99.86615,19.847649,9,2006,9,82.8574604232683
"1870",1930,"Chon Buri",99.86615,19.847649,10,2006,5,82.7193193286377
"1871",1931,"Chon Buri",99.86615,19.847649,11,2006,6,82.1383320683603
"1872",1932,"Chon Buri",99.86615,19.847649,12,2006,0,77.1620527970918
"1873",1933,"Chon Buri",99.86615,19.847649,1,2007,4,79.2736834607874
"1874",1934,"Chon Buri",99.86615,19.847649,2,2007,0,63.9412927812685
"1875",1935,"Chon Buri",99.86615,19.847649,3,2007,7,55.274571062254
"1876",1936,"Chon Buri",99.86615,19.847649,4,2007,7,71.1556342166143
"1877",1937,"Chon Buri",99.86615,19.847649,5,2007,14,77.9299132431307
"1878",1938,"Chon Buri",99.86615,19.847649,6,2007,35,78.8373855992116
"1879",1939,"Chon Buri",99.86615,19.847649,7,2007,62,84.0916481710779
"1880",1940,"Chon Buri",99.86615,19.847649,8,2007,23,84.1337184249123
"1881",1941,"Chon Buri",99.86615,19.847649,9,2007,13,84.3922156547112
"1882",1942,"Chon Buri",99.86615,19.847649,10,2007,13,83.9390424610155
"1883",1943,"Chon Buri",99.86615,19.847649,11,2007,4,81.0639384346749
"1884",1944,"Chon Buri",99.86615,19.847649,12,2007,2,78.3175948303643
"1885",1945,"Chon Buri",99.86615,19.847649,1,2008,11,78.4385399242155
"1886",1946,"Chon Buri",99.86615,19.847649,2,2008,8,68.773236751855
"1887",1947,"Chon Buri",99.86615,19.847649,3,2008,25,66.1367802533345
"1888",1948,"Chon Buri",99.86615,19.847649,4,2008,51,73.2099654711853
"1889",1949,"Chon Buri",99.86615,19.847649,5,2008,220,78.5982750622123
"1890",1950,"Chon Buri",99.86615,19.847649,6,2008,397,82.928961465414
"1891",1951,"Chon Buri",99.86615,19.847649,7,2008,427,83.0851236915469
"1892",1952,"Chon Buri",99.86615,19.847649,8,2008,410,84.5936598995737
"1893",1953,"Chon Buri",99.86615,19.847649,9,2008,345,83.028995143673
"1894",1954,"Chon Buri",99.86615,19.847649,10,2008,264,85.3061883409246
"1895",1955,"Chon Buri",99.86615,19.847649,11,2008,206,80.9874285493109
"1896",1956,"Chon Buri",99.86615,19.847649,12,2008,70,83.4239093778129
"1897",1957,"Chon Buri",99.86615,19.847649,1,2009,66,82.3880138934666
"1898",1958,"Chon Buri",99.86615,19.847649,2,2009,46,64.2480456066191
"1899",1959,"Chon Buri",99.86615,19.847649,3,2009,60,53.7436329788466
"1900",1960,"Chon Buri",99.86615,19.847649,4,2009,86,51.4933006057309
"1901",1961,"Chon Buri",99.86615,19.847649,5,2009,231,59.5863219889985
"1902",1962,"Chon Buri",99.86615,19.847649,6,2009,332,73.227922643806
"1903",1963,"Chon Buri",99.86615,19.847649,7,2009,223,73.9215949911883
"1904",1964,"Chon Buri",99.86615,19.847649,8,2009,147,82.9347251218486
"1905",1965,"Chon Buri",99.86615,19.847649,9,2009,158,78.8056145072655
"1906",1966,"Chon Buri",99.86615,19.847649,10,2009,166,79.9346657587576
"1907",1967,"Chon Buri",99.86615,19.847649,11,2009,170,77.6236474855885
"1908",1968,"Chon Buri",99.86615,19.847649,12,2009,110,72.6016851865879
"1909",1969,"Chon Buri",99.86615,19.847649,1,2010,133,67.3378365934082
"1910",1970,"Chon Buri",99.86615,19.847649,2,2010,135,58.2909615456349
"1911",1971,"Chon Buri",99.86615,19.847649,3,2010,140,48.9033103278822
"1912",1972,"Chon Buri",99.86615,19.847649,4,2010,142,55.9949746009478
"1913",1973,"Chon Buri",99.86615,19.847649,5,2010,231,65.748363509205
"1914",1974,"Chon Buri",99.86615,19.847649,6,2010,291,77.3049045149505
"1915",1975,"Chon Buri",99.86615,19.847649,7,2010,402,80.9724821545739
"1916",1976,"Chon Buri",99.86615,19.847649,8,2010,457,85.6991745453741
"1917",1977,"Chon Buri",99.86615,19.847649,9,2010,319,83.931489164559
"1918",1978,"Chon Buri",99.86615,19.847649,10,2010,30,78.6615852590046
"1919",1979,"Chon Buri",99.86615,19.847649,11,2010,0,75.2231909621113
"1920",1980,"Chon Buri",99.86615,19.847649,12,2010,0,74.3238140099035
"1921",1981,"Chon Buri",101.20573,13.195299,1,2011,94,69.9200739467105
"1922",1982,"Chon Buri",101.20573,13.195299,2,2011,76,72.5579637206427
"1923",1983,"Chon Buri",101.20573,13.195299,3,2011,131,76.5058643983142
"1924",1984,"Chon Buri",101.20573,13.195299,4,2011,168,79.379988390227
"1925",1985,"Chon Buri",101.20573,13.195299,5,2011,268,82.0667636481055
"1926",1986,"Chon Buri",101.20573,13.195299,6,2011,269,81.0557531098721
"1927",1987,"Chon Buri",101.20573,13.195299,7,2011,224,80.5539735347131
"1928",1988,"Chon Buri",101.20573,13.195299,8,2011,141,79.6166442644478
"1929",1989,"Chon Buri",101.20573,13.195299,9,2011,155,83.1974240419495
"1930",1990,"Chon Buri",101.20573,13.195299,10,2011,110,80.0543204959076
"1931",1991,"Chon Buri",101.20573,13.195299,11,2011,132,71.4661334072403
"1932",1992,"Chon Buri",101.20573,13.195299,12,2011,75,62.5215727928842
"1933",1993,"Chon Buri",101.20573,13.195299,1,2012,77,63.1340144947417
"1934",1994,"Chon Buri",101.20573,13.195299,2,2012,53,73.063382894686
"1935",1995,"Chon Buri",101.20573,13.195299,3,2012,77,76.6829227661536
"1936",1996,"Chon Buri",101.20573,13.195299,4,2012,102,78.6524571837372
"1937",1997,"Chon Buri",101.20573,13.195299,5,2012,117,81.8526754851388
"1938",1998,"Chon Buri",101.20573,13.195299,6,2012,123,81.6330510130023
"1939",1999,"Chon Buri",101.20573,13.195299,7,2012,182,81.9243089908814
"1940",2000,"Chon Buri",101.20573,13.195299,8,2012,211,79.9806134189316
"1941",2001,"Chon Buri",101.20573,13.195299,9,2012,240,81.5963093974803
"1942",2002,"Chon Buri",101.20573,13.195299,10,2012,226,78.9664334463994
"1943",2003,"Chon Buri",101.20573,13.195299,11,2012,235,66.7372328692144
"1944",2004,"Chon Buri",101.20573,13.195299,12,2012,160,67.8025180955138
"1945",2005,"Chon Buri",101.20573,13.195299,1,2013,144,66.6583284057013
"1946",2006,"Chon Buri",101.20573,13.195299,2,2013,119,70.9784195777213
"1947",2007,"Chon Buri",101.20573,13.195299,3,2013,121,72.409747636751
"1948",2008,"Chon Buri",101.20573,13.195299,4,2013,155,78.3501175606605
"1949",2009,"Chon Buri",101.20573,13.195299,5,2013,166,79.5409246262151
"1950",2010,"Chon Buri",101.20573,13.195299,6,2013,270,79.5072493726271
"1951",2011,"Chon Buri",101.20573,13.195299,7,2013,202,79.8184858391387
"1952",2012,"Chon Buri",101.20573,13.195299,8,2013,313,79.561455465386
"1953",2013,"Chon Buri",101.20573,13.195299,9,2013,251,81.5840445162833
"1954",2014,"Chon Buri",101.20573,13.195299,10,2013,165,82.6247097934433
"1955",2015,"Chon Buri",101.20573,13.195299,11,2013,118,74.2802849067713
"1956",2016,"Chon Buri",101.20573,13.195299,12,2013,57,66.5424998443906
"1957",2017,"Chon Buri",101.20573,13.195299,1,2014,44,64.3611081944834
"1958",2018,"Chon Buri",101.20573,13.195299,2,2014,44,70.9126555187867
"1959",2019,"Chon Buri",101.20573,13.195299,3,2014,62,77.0525829957263
"1960",2020,"Chon Buri",101.20573,13.195299,4,2014,57,76.236068826304
"1961",2021,"Chon Buri",101.20573,13.195299,5,2014,28,81.2036808379019
"1962",2022,"Chon Buri",101.20573,13.195299,6,2014,47,78.9184626336932
"1963",2023,"Chon Buri",101.20573,13.195299,7,2014,44,78.7017862301062
"1964",2024,"Chon Buri",101.20573,13.195299,8,2014,48,79.0746969342625
"1965",2025,"Chon Buri",101.20573,13.195299,9,2014,43,82.6882505385396
"1966",2026,"Chon Buri",101.20573,13.195299,10,2014,53,83.925624696335
"1967",2027,"Chon Buri",101.20573,13.195299,11,2014,80,72.1362027083293
"1968",2028,"Chon Buri",101.20573,13.195299,12,2014,81,69.3271194181033
"1969",2029,"Chon Buri",101.20573,13.195299,1,2015,106,73.7815448899474
"1970",2030,"Chon Buri",101.20573,13.195299,2,2015,59,77.4545509036225
"1971",2031,"Chon Buri",101.20573,13.195299,3,2015,64,71.1303150441387
"1972",2032,"Chon Buri",101.20573,13.195299,4,2015,78,76.3008774987148
"1973",2033,"Chon Buri",101.20573,13.195299,5,2015,266,79.6025488951025
"1974",2034,"Chon Buri",101.20573,13.195299,6,2015,303,79.7321401413518
"1975",2035,"Chon Buri",101.20573,13.195299,7,2015,417,81.9273089292419
"1976",2036,"Chon Buri",101.20573,13.195299,8,2015,423,83.7643765742236
"1977",2037,"Chon Buri",101.20573,13.195299,9,2015,327,83.3931740612874
"1978",2038,"Chon Buri",101.20573,13.195299,10,2015,421,82.0482698320949
"1979",2039,"Chon Buri",101.20573,13.195299,11,2015,503,67.7253561617911
"1980",2040,"Chon Buri",101.20573,13.195299,12,2015,257,68.1215603139141
"1981",2041,"Chon Buri",101.20573,13.195299,1,2016,219,60.0061376401693
"1982",2042,"Chon Buri",101.20573,13.195299,2,2016,121,75.915622534925
"1983",2043,"Chon Buri",101.20573,13.195299,3,2016,93,78.1953015846781
"1984",2044,"Chon Buri",101.20573,13.195299,4,2016,51,83.1302660322032
"1985",2045,"Chon Buri",101.20573,13.195299,5,2016,29,81.5630587083672
"1986",2046,"Chon Buri",101.20573,13.195299,6,2016,19,81.3972914415618
"1987",2047,"Chon Buri",101.20573,13.195299,7,2016,21,80.1606935935445
"1988",2048,"Chon Buri",101.20573,13.195299,8,2016,75,81.7302133918989
"1989",2049,"Chon Buri",101.20573,13.195299,9,2016,74,82.4111083631862
"1990",2050,"Chon Buri",101.20573,13.195299,10,2016,60,82.1049344405876
"1991",2051,"Chon Buri",101.20573,13.195299,11,2016,42,66.8627765328184
"1992",2052,"Chon Buri",101.20573,13.195299,12,2016,18,61.9432300215114
"1993",2053,"Chon Buri",101.20573,13.195299,1,2017,38,73.4356371058096
"1994",2054,"Chon Buri",101.20573,13.195299,2,2017,35,78.575698122333
"1995",2055,"Chon Buri",101.20573,13.195299,3,2017,38,77.0284992255787
"1996",2056,"Chon Buri",101.20573,13.195299,4,2017,39,76.2346698269986
"1997",2057,"Chon Buri",101.20573,13.195299,5,2017,72,78.2860955594003
"1998",2058,"Chon Buri",101.20573,13.195299,6,2017,109,77.1024684213569
"1999",2059,"Chon Buri",101.20573,13.195299,7,2017,121,79.7926504808684
"2000",2060,"Chon Buri",101.20573,13.195299,8,2017,49,77.3610874843283
"2001",2061,"Chon Buri",101.20573,13.195299,9,2017,54,84.3077757932959
"2002",2062,"Chon Buri",101.20573,13.195299,10,2017,58,80.5260622761037
