"","row_number","Reporting_Area","Longitude","Latitude","Month","Year","Dengue_Cases","Relative_Humidity"
"5487",5547,"Nan",99.78752,8.379389,3,2008,2,77.1508138506732
"5488",5548,"Nan",99.78752,8.379389,4,2008,2,78.3070316873089
"5489",5549,"Nan",99.78752,8.379389,5,2008,34,83.3802269228802
"5490",5550,"Nan",99.78752,8.379389,6,2008,87,82.4949836201954
"5491",5551,"Nan",99.78752,8.379389,7,2008,88,81.7714699273484
"5492",5552,"Nan",99.78752,8.379389,8,2008,17,80.3768537547812
"5493",5553,"Nan",99.78752,8.379389,9,2008,15,82.8913066728824
"5494",5554,"Nan",99.78752,8.379389,10,2008,10,85.4321250797971
"5495",5555,"Nan",99.78752,8.379389,11,2008,5,85.5035622512982
"5496",5556,"Nan",99.78752,8.379389,12,2008,3,85.9629662900199
"5497",5557,"Nan",99.78752,8.379389,1,2009,1,81.4581442364192
"5498",5558,"Nan",99.78752,8.379389,2,2009,1,75.0304257138668
"5499",5559,"Nan",99.78752,8.379389,3,2009,0,73.3315238893859
"5500",5560,"Nan",99.78752,8.379389,4,2009,3,72.862665531999
"5501",5561,"Nan",99.78752,8.379389,5,2009,29,79.9361917175387
"5502",5562,"Nan",99.78752,8.379389,6,2009,36,81.0014637622334
"5503",5563,"Nan",99.78752,8.379389,7,2009,25,78.0088668552863
"5504",5564,"Nan",99.78752,8.379389,8,2009,16,79.9450522189148
"5505",5565,"Nan",99.78752,8.379389,9,2009,16,83.0416021302962
"5506",5566,"Nan",99.78752,8.379389,10,2009,2,86.4896204262191
"5507",5567,"Nan",99.78752,8.379389,11,2009,0,84.6754864015271
"5508",5568,"Nan",99.78752,8.379389,12,2009,1,82.0555757366821
"5509",5569,"Nan",99.78752,8.379389,1,2010,2,79.8301067381684
"5510",5570,"Nan",99.78752,8.379389,2,2010,2,77.8718802594624
"5511",5571,"Nan",99.78752,8.379389,3,2010,4,72.4167403146188
"5512",5572,"Nan",99.78752,8.379389,4,2010,13,75.2686556153378
"5513",5573,"Nan",99.78752,8.379389,5,2010,21,80.7103311453468
"5514",5574,"Nan",99.78752,8.379389,6,2010,63,83.6479426591165
"5515",5575,"Nan",99.78752,8.379389,7,2010,42,84.1218259661517
"5516",5576,"Nan",99.78752,8.379389,8,2010,55,82.4937652681936
"5517",5577,"Nan",99.78752,8.379389,9,2010,36,84.5341707473543
"5518",5578,"Nan",99.78752,8.379389,10,2010,31,87.3765302167284
"5519",5579,"Nan",99.78752,8.379389,11,2010,6,86.4099938461703
"5520",5580,"Nan",99.78752,8.379389,12,2010,3,85.478748938703
"5521",5581,"Nan",100.83499,18.849956,1,2011,0,66.7037328061481
"5522",5582,"Nan",100.83499,18.849956,2,2011,2,65.1070019752233
"5523",5583,"Nan",100.83499,18.849956,3,2011,0,60.8473434219954
"5524",5584,"Nan",100.83499,18.849956,4,2011,3,73.751407232918
"5525",5585,"Nan",100.83499,18.849956,5,2011,9,80.6770725489947
"5526",5586,"Nan",100.83499,18.849956,6,2011,9,80.9429925339868
"5527",5587,"Nan",100.83499,18.849956,7,2011,9,85.7865463795596
"5528",5588,"Nan",100.83499,18.849956,8,2011,5,86.6417518994681
"5529",5589,"Nan",100.83499,18.849956,9,2011,7,84.0599295697763
"5530",5590,"Nan",100.83499,18.849956,10,2011,1,82.4472462067984
"5531",5591,"Nan",100.83499,18.849956,11,2011,0,71.3530893605459
"5532",5592,"Nan",100.83499,18.849956,12,2011,1,69.1406093485551
"5533",5593,"Nan",100.83499,18.849956,1,2012,0,67.1376570787778
"5534",5594,"Nan",100.83499,18.849956,2,2012,1,58.4535184845391
"5535",5595,"Nan",100.83499,18.849956,3,2012,1,55.8750945935343
"5536",5596,"Nan",100.83499,18.849956,4,2012,1,65.8026898473697
"5537",5597,"Nan",100.83499,18.849956,5,2012,16,81.210809046747
"5538",5598,"Nan",100.83499,18.849956,6,2012,42,78.6522785417339
"5539",5599,"Nan",100.83499,18.849956,7,2012,49,81.9722897833796
"5540",5600,"Nan",100.83499,18.849956,8,2012,37,84.5237180936986
"5541",5601,"Nan",100.83499,18.849956,9,2012,19,84.4515859168993
"5542",5602,"Nan",100.83499,18.849956,10,2012,19,83.2938418522486
"5543",5603,"Nan",100.83499,18.849956,11,2012,17,73.5178540296572
"5544",5604,"Nan",100.83499,18.849956,12,2012,9,72.4697794523302
"5545",5605,"Nan",100.83499,18.849956,1,2013,16,71.1393155064289
"5546",5606,"Nan",100.83499,18.849956,2,2013,22,71.0609784220451
"5547",5607,"Nan",100.83499,18.849956,3,2013,18,63.627503128554
"5548",5608,"Nan",100.83499,18.849956,4,2013,36,72.2034328787146
"5549",5609,"Nan",100.83499,18.849956,5,2013,59,78.7189547106722
"5550",5610,"Nan",100.83499,18.849956,6,2013,178,82.6489632524893
"5551",5611,"Nan",100.83499,18.849956,7,2013,291,85.8267383130277
"5552",5612,"Nan",100.83499,18.849956,8,2013,156,85.4533874950032
"5553",5613,"Nan",100.83499,18.849956,9,2013,63,85.4668714841778
"5554",5614,"Nan",100.83499,18.849956,10,2013,20,83.4601432622228
"5555",5615,"Nan",100.83499,18.849956,11,2013,16,77.3970741121302
"5556",5616,"Nan",100.83499,18.849956,12,2013,1,75.0267880232587
"5557",5617,"Nan",100.83499,18.849956,1,2014,1,70.7924581558529
"5558",5618,"Nan",100.83499,18.849956,2,2014,0,64.3435236179208
"5559",5619,"Nan",100.83499,18.849956,3,2014,1,64.4589019880403
"5560",5620,"Nan",100.83499,18.849956,4,2014,27,70.9237472789863
"5561",5621,"Nan",100.83499,18.849956,5,2014,103,78.3649976811389
"5562",5622,"Nan",100.83499,18.849956,6,2014,164,83.0191326266916
"5563",5623,"Nan",100.83499,18.849956,7,2014,79,84.9399799961019
"5564",5624,"Nan",100.83499,18.849956,8,2014,57,83.8359794776501
"5565",5625,"Nan",100.83499,18.849956,9,2014,26,84.3761351817672
"5566",5626,"Nan",100.83499,18.849956,10,2014,3,83.9435781847567
"5567",5627,"Nan",100.83499,18.849956,11,2014,0,76.1124516960249
"5568",5628,"Nan",100.83499,18.849956,12,2014,2,74.0499619963924
"5569",5629,"Nan",100.83499,18.849956,1,2015,0,72.7470540492425
"5570",5630,"Nan",100.83499,18.849956,2,2015,0,56.7429988936419
"5571",5631,"Nan",100.83499,18.849956,3,2015,3,57.9442951697778
"5572",5632,"Nan",100.83499,18.849956,4,2015,17,56.8197440553182
"5573",5633,"Nan",100.83499,18.849956,5,2015,83,70.3470635359905
"5574",5634,"Nan",100.83499,18.849956,6,2015,94,75.3687247567944
"5575",5635,"Nan",100.83499,18.849956,7,2015,129,82.7855352816077
"5576",5636,"Nan",100.83499,18.849956,8,2015,101,87.6175883057444
"5577",5637,"Nan",100.83499,18.849956,9,2015,61,85.4864715128727
"5578",5638,"Nan",100.83499,18.849956,10,2015,20,83.2283668495238
"5579",5639,"Nan",100.83499,18.849956,11,2015,12,74.3271537063936
"5580",5640,"Nan",100.83499,18.849956,12,2015,11,79.3302304115501
"5581",5641,"Nan",100.83499,18.849956,1,2016,1,72.2655807257697
"5582",5642,"Nan",100.83499,18.849956,2,2016,5,67.3097443640553
"5583",5643,"Nan",100.83499,18.849956,3,2016,7,72.0754119032946
"5584",5644,"Nan",100.83499,18.849956,4,2016,4,75.2629300522134
"5585",5645,"Nan",100.83499,18.849956,5,2016,22,84.3298907779349
"5586",5646,"Nan",100.83499,18.849956,6,2016,51,84.8608971212811
"5587",5647,"Nan",100.83499,18.849956,7,2016,36,85.7126037305447
"5588",5648,"Nan",100.83499,18.849956,8,2016,29,87.3245376778676
"5589",5649,"Nan",100.83499,18.849956,9,2016,6,87.878417831777
"5590",5650,"Nan",100.83499,18.849956,10,2016,16,84.2315423624163
"5591",5651,"Nan",100.83499,18.849956,11,2016,17,76.9851973537625
"5592",5652,"Nan",100.83499,18.849956,12,2016,17,75.0508571741183
"5593",5653,"Nan",100.83499,18.849956,1,2017,12,71.336487989808
"5594",5654,"Nan",100.83499,18.849956,2,2017,9,64.3845837385907
"5595",5655,"Nan",100.83499,18.849956,3,2017,2,61.9514602784408
"5596",5656,"Nan",100.83499,18.849956,4,2017,15,69.9839127527462
"5597",5657,"Nan",100.83499,18.849956,5,2017,69,81.1128913610014
"5598",5658,"Nan",100.83499,18.849956,6,2017,78,82.8223943202386
"5599",5659,"Nan",100.83499,18.849956,7,2017,70,86.123852595678
"5600",5660,"Nan",100.83499,18.849956,8,2017,46,85.6902340763989
"5601",5661,"Nan",100.83499,18.849956,9,2017,27,84.8639847066572
"5602",5662,"Nan",100.83499,18.849956,10,2017,24,82.3053811539582
"5603",5663,"Nan",100.83499,18.849956,11,2017,16,81.5893045695937
"5604",5664,"Nan",100.83499,18.849956,12,2017,4,76.8708897652846
"5605",5665,"Nan",100.83499,18.849956,1,2018,7,74.126895806377
"5606",5666,"Nan",100.83499,18.849956,2,2018,6,69.6784940407991
"5607",5667,"Nan",100.83499,18.849956,3,2018,7,62.1088578768079
"5608",5668,"Nan",100.83499,18.849956,4,2018,12,62.5302468031056
"5609",5669,"Nan",100.83499,18.849956,5,2018,78,75.1838139523153
"5610",5670,"Nan",100.83499,18.849956,6,2018,120,81.2365821824682
"5611",5671,"Nan",100.83499,18.849956,7,2018,115,85.5603237916865
"5612",5672,"Nan",100.83499,18.849956,8,2018,56,86.0668685109511
"5613",5673,"Nan",100.83499,18.849956,9,2018,17,85.4981271731219
"5614",5674,"Nan",100.83499,18.849956,10,2018,11,83.1400351350283
"5615",5675,"Nan",100.83499,18.849956,11,2018,4,79.9031533835392
"5616",5676,"Nan",100.83499,18.849956,12,2018,3,77.2238150048156
"5617",5677,"Nan",100.83499,18.849956,1,2019,4,71.5405795715442
"5618",5678,"Nan",100.83499,18.849956,2,2019,11,63.6455649279464
"5619",5679,"Nan",100.83499,18.849956,3,2019,5,60.3915118041116
"5620",5680,"Nan",100.83499,18.849956,4,2019,21,70.7519582980126
"5621",5681,"Nan",100.83499,18.849956,5,2019,31,77.2097879999915
"5622",5682,"Nan",100.83499,18.849956,6,2019,83,83.91846552814
"5623",5683,"Nan",100.83499,18.849956,7,2019,68,86.3846665889756
"5624",5684,"Nan",100.83499,18.849956,8,2019,57,86.250104948691
"5625",5685,"Nan",100.83499,18.849956,9,2019,80,85.3378985785639
"5626",5686,"Nan",100.83499,18.849956,10,2019,52,82.3829055548713
"5627",5687,"Nan",100.83499,18.849956,11,2019,33,79.0315508565669
"5628",5688,"Nan",100.83499,18.849956,12,2019,4,75.475924580344
"5629",5689,"Nan",100.83499,18.849956,1,2020,4,72.627096759424
"5630",5690,"Nan",100.83499,18.849956,2,2020,11,65.73773210481
"5631",5691,"Nan",100.83499,18.849956,3,2020,5,66.1551490797389
"5632",5692,"Nan",100.83499,18.849956,4,2020,21,67.9591228478259
"5633",5693,"Nan",100.83499,18.849956,5,2020,31,74.1843648439107
"5634",5694,"Nan",100.83499,18.849956,6,2020,83,75.1330469429386
"5635",5695,"Nan",100.83499,18.849956,7,2020,68,81.9652423870057
"5636",5696,"Nan",100.83499,18.849956,8,2020,57,84.1794350907733
"5637",5697,"Nan",100.83499,18.849956,9,2020,80,84.6743664835685
"5638",5698,"Nan",100.83499,18.849956,10,2020,52,83.8622040899837
"5639",5699,"Nan",100.83499,18.849956,11,2020,33,78.3038869021111
"5640",5700,"Nan",100.83499,18.849956,12,2020,4,79.8001108723155
"5641",5701,"Narathiwat",100.83499,18.849956,1,2006,8,74.0741000400911
"5642",5702,"Narathiwat",100.83499,18.849956,2,2006,9,66.1227969563985
"5643",5703,"Narathiwat",100.83499,18.849956,3,2006,6,58.2307486154589
"5644",5704,"Narathiwat",100.83499,18.849956,4,2006,5,56.2203936345701
"5645",5705,"Narathiwat",100.83499,18.849956,5,2006,9,72.0866256248159
"5646",5706,"Narathiwat",100.83499,18.849956,6,2006,16,81.1706009641655
"5647",5707,"Narathiwat",100.83499,18.849956,7,2006,21,86.2493776222106
"5648",5708,"Narathiwat",100.83499,18.849956,8,2006,16,86.4496140631283
"5649",5709,"Narathiwat",100.83499,18.849956,9,2006,11,86.0977473187632
"5650",5710,"Narathiwat",100.83499,18.849956,10,2006,15,84.8297556540982
"5651",5711,"Narathiwat",100.83499,18.849956,11,2006,25,83.0048720966478
"5652",5712,"Narathiwat",100.83499,18.849956,12,2006,27,76.7532537609856
"5653",5713,"Narathiwat",100.83499,18.849956,1,2007,38,82.9668456465095
"5654",5714,"Narathiwat",100.83499,18.849956,2,2007,29,65.3113175968008
"5655",5715,"Narathiwat",100.83499,18.849956,3,2007,34,61.4217294821976
"5656",5716,"Narathiwat",100.83499,18.849956,4,2007,34,71.4657388227133
"5657",5717,"Narathiwat",100.83499,18.849956,5,2007,88,78.6307019337004
"5658",5718,"Narathiwat",100.83499,18.849956,6,2007,201,81.9128420069002
"5659",5719,"Narathiwat",100.83499,18.849956,7,2007,286,87.7937199189091
"5660",5720,"Narathiwat",100.83499,18.849956,8,2007,213,85.9668682196553
"5661",5721,"Narathiwat",100.83499,18.849956,9,2007,236,86.1130502359515
"5662",5722,"Narathiwat",100.83499,18.849956,10,2007,168,85.2297232791665
"5663",5723,"Narathiwat",100.83499,18.849956,11,2007,137,77.6630397547797
"5664",5724,"Narathiwat",100.83499,18.849956,12,2007,55,76.6395395074613
"5665",5725,"Narathiwat",100.83499,18.849956,1,2008,69,78.084925584776
"5666",5726,"Narathiwat",100.83499,18.849956,2,2008,59,70.6027041605887
"5667",5727,"Narathiwat",100.83499,18.849956,3,2008,45,66.2451266660296
"5668",5728,"Narathiwat",100.83499,18.849956,4,2008,20,73.7769860587813
"5669",5729,"Narathiwat",100.83499,18.849956,5,2008,61,78.9653217948032
"5670",5730,"Narathiwat",100.83499,18.849956,6,2008,100,84.8850864293973
"5671",5731,"Narathiwat",100.83499,18.849956,7,2008,84,86.987887959506
"5672",5732,"Narathiwat",100.83499,18.849956,8,2008,91,87.7551400477411
"5673",5733,"Narathiwat",100.83499,18.849956,9,2008,63,84.4369362877344
"5674",5734,"Narathiwat",100.83499,18.849956,10,2008,69,80.8389594798884
"5675",5735,"Narathiwat",100.83499,18.849956,11,2008,71,77.5002200653423
"5676",5736,"Narathiwat",100.83499,18.849956,12,2008,35,76.0549691164301
"5677",5737,"Narathiwat",100.83499,18.849956,1,2009,57,74.6295488313028
"5678",5738,"Narathiwat",100.83499,18.849956,2,2009,33,65.5448615292744
"5679",5739,"Narathiwat",100.83499,18.849956,3,2009,28,57.9085556043971
"5680",5740,"Narathiwat",100.83499,18.849956,4,2009,14,59.0234997245382
"5681",5741,"Narathiwat",100.83499,18.849956,5,2009,31,70.1952625048653
"5682",5742,"Narathiwat",100.83499,18.849956,6,2009,50,76.8553565371757
"5683",5743,"Narathiwat",100.83499,18.849956,7,2009,16,80.2620757746169
"5684",5744,"Narathiwat",100.83499,18.849956,8,2009,23,88.0652244837251
"5685",5745,"Narathiwat",100.83499,18.849956,9,2009,22,82.1551102433356
"5686",5746,"Narathiwat",100.83499,18.849956,10,2009,53,80.8127074546974
"5687",5747,"Narathiwat",100.83499,18.849956,11,2009,84,76.6273954107261
"5688",5748,"Narathiwat",100.83499,18.849956,12,2009,41,69.5462611921528
"5689",5749,"Narathiwat",100.83499,18.849956,1,2010,86,66.3117099010894
"5690",5750,"Narathiwat",100.83499,18.849956,2,2010,65,59.9495753568493
"5691",5751,"Narathiwat",100.83499,18.849956,3,2010,58,57.3687511765978
"5692",5752,"Narathiwat",100.83499,18.849956,4,2010,82,62.4450227565069
"5693",5753,"Narathiwat",100.83499,18.849956,5,2010,166,67.7668440731466
"5694",5754,"Narathiwat",100.83499,18.849956,6,2010,404,79.5911682695061
"5695",5755,"Narathiwat",100.83499,18.849956,7,2010,735,80.5908901824129
"5696",5756,"Narathiwat",100.83499,18.849956,8,2010,880,87.4722285747243
"5697",5757,"Narathiwat",100.83499,18.849956,9,2010,547,85.9712272338137
"5698",5758,"Narathiwat",100.83499,18.849956,10,2010,264,82.7421426687463
"5699",5759,"Narathiwat",100.83499,18.849956,11,2010,144,74.535872203158
"5700",5760,"Narathiwat",100.83499,18.849956,12,2010,54,72.6529570419156
"5701",5761,"Narathiwat",101.71888,6.177542,1,2011,50,84.2132459903895
"5702",5762,"Narathiwat",101.71888,6.177542,2,2011,22,86.1730915540913
"5703",5763,"Narathiwat",101.71888,6.177542,3,2011,16,83.2383841081989
"5704",5764,"Narathiwat",101.71888,6.177542,4,2011,15,84.1430285234847
"5705",5765,"Narathiwat",101.71888,6.177542,5,2011,24,85.271931903084
"5706",5766,"Narathiwat",101.71888,6.177542,6,2011,29,83.5746120829621
"5707",5767,"Narathiwat",101.71888,6.177542,7,2011,27,82.6778316913685
"5708",5768,"Narathiwat",101.71888,6.177542,8,2011,30,80.5324678066298
"5709",5769,"Narathiwat",101.71888,6.177542,9,2011,27,85.5200208261921
"5710",5770,"Narathiwat",101.71888,6.177542,10,2011,17,85.9788479097586
"5711",5771,"Narathiwat",101.71888,6.177542,11,2011,25,87.2019668031116
"5712",5772,"Narathiwat",101.71888,6.177542,12,2011,39,85.4568643786042
"5713",5773,"Narathiwat",101.71888,6.177542,1,2012,29,85.9965206079373
"5714",5774,"Narathiwat",101.71888,6.177542,2,2012,40,82.0660817479415
"5715",5775,"Narathiwat",101.71888,6.177542,3,2012,25,79.2734980785016
"5716",5776,"Narathiwat",101.71888,6.177542,4,2012,13,81.6184526421464
"5717",5777,"Narathiwat",101.71888,6.177542,5,2012,24,83.8896433490624
"5718",5778,"Narathiwat",101.71888,6.177542,6,2012,31,83.9547518615592
"5719",5779,"Narathiwat",101.71888,6.177542,7,2012,21,82.6836627048527
"5720",5780,"Narathiwat",101.71888,6.177542,8,2012,37,79.5094671946603
"5721",5781,"Narathiwat",101.71888,6.177542,9,2012,18,82.277971297872
"5722",5782,"Narathiwat",101.71888,6.177542,10,2012,42,87.1596281941297
"5723",5783,"Narathiwat",101.71888,6.177542,11,2012,69,86.5602829188249
"5724",5784,"Narathiwat",101.71888,6.177542,12,2012,72,86.8164941494971
"5725",5785,"Narathiwat",101.71888,6.177542,1,2013,124,84.3783765077693
"5726",5786,"Narathiwat",101.71888,6.177542,2,2013,92,81.8545667722522
"5727",5787,"Narathiwat",101.71888,6.177542,3,2013,89,85.0441109085246
"5728",5788,"Narathiwat",101.71888,6.177542,4,2013,53,81.8080306850269
"5729",5789,"Narathiwat",101.71888,6.177542,5,2013,54,81.859322644544
"5730",5790,"Narathiwat",101.71888,6.177542,6,2013,148,82.4881631427975
"5731",5791,"Narathiwat",101.71888,6.177542,7,2013,277,83.1707305157985
"5732",5792,"Narathiwat",101.71888,6.177542,8,2013,235,84.5408329990186
"5733",5793,"Narathiwat",101.71888,6.177542,9,2013,150,82.0525707001867
"5734",5794,"Narathiwat",101.71888,6.177542,10,2013,145,84.9354657503008
"5735",5795,"Narathiwat",101.71888,6.177542,11,2013,115,89.2705531713544
"5736",5796,"Narathiwat",101.71888,6.177542,12,2013,58,87.7948258535737
"5737",5797,"Narathiwat",101.71888,6.177542,1,2014,78,83.9605565945681
"5738",5798,"Narathiwat",101.71888,6.177542,2,2014,50,79.2824944980943
"5739",5799,"Narathiwat",101.71888,6.177542,3,2014,17,85.1037680734779
"5740",5800,"Narathiwat",101.71888,6.177542,4,2014,26,82.594112616413
"5741",5801,"Narathiwat",101.71888,6.177542,5,2014,22,83.0479462661515
"5742",5802,"Narathiwat",101.71888,6.177542,6,2014,49,79.321963254383
"5743",5803,"Narathiwat",101.71888,6.177542,7,2014,125,82.865358219742
"5744",5804,"Narathiwat",101.71888,6.177542,8,2014,181,80.6958132903257
"5745",5805,"Narathiwat",101.71888,6.177542,9,2014,194,80.6729856624008
"5746",5806,"Narathiwat",101.71888,6.177542,10,2014,177,83.1511203036853
"5747",5807,"Narathiwat",101.71888,6.177542,11,2014,143,88.1902563381317
"5748",5808,"Narathiwat",101.71888,6.177542,12,2014,69,84.978252043934
"5749",5809,"Narathiwat",101.71888,6.177542,1,2015,33,83.909923153894
"5750",5810,"Narathiwat",101.71888,6.177542,2,2015,44,80.3833623219882
"5751",5811,"Narathiwat",101.71888,6.177542,3,2015,42,77.5717035059544
"5752",5812,"Narathiwat",101.71888,6.177542,4,2015,21,74.6906599621326
"5753",5813,"Narathiwat",101.71888,6.177542,5,2015,24,75.5996541043233
"5754",5814,"Narathiwat",101.71888,6.177542,6,2015,26,78.0966167931069
"5755",5815,"Narathiwat",101.71888,6.177542,7,2015,93,81.8030431616148
"5756",5816,"Narathiwat",101.71888,6.177542,8,2015,101,83.0007314498529
"5757",5817,"Narathiwat",101.71888,6.177542,9,2015,89,85.0041192304685
"5758",5818,"Narathiwat",101.71888,6.177542,10,2015,147,83.224147090447
"5759",5819,"Narathiwat",101.71888,6.177542,11,2015,147,88.5302789173558
"5760",5820,"Narathiwat",101.71888,6.177542,12,2015,116,88.2065865368658
"5761",5821,"Narathiwat",101.71888,6.177542,1,2016,107,84.4022284968891
"5762",5822,"Narathiwat",101.71888,6.177542,2,2016,58,82.3226026263488
"5763",5823,"Narathiwat",101.71888,6.177542,3,2016,56,86.4915311209103
"5764",5824,"Narathiwat",101.71888,6.177542,4,2016,31,81.9795439199486
"5765",5825,"Narathiwat",101.71888,6.177542,5,2016,23,82.9005040841105
"5766",5826,"Narathiwat",101.71888,6.177542,6,2016,43,82.3946375396324
"5767",5827,"Narathiwat",101.71888,6.177542,7,2016,124,84.0380512121754
"5768",5828,"Narathiwat",101.71888,6.177542,8,2016,200,83.8721193213298
"5769",5829,"Narathiwat",101.71888,6.177542,9,2016,202,83.6282888594322
"5770",5830,"Narathiwat",101.71888,6.177542,10,2016,308,86.2279519468049
"5771",5831,"Narathiwat",101.71888,6.177542,11,2016,335,87.3248528900081
"5772",5832,"Narathiwat",101.71888,6.177542,12,2016,290,87.0235319329205
"5773",5833,"Narathiwat",101.71888,6.177542,1,2017,268,85.7159690481824
"5774",5834,"Narathiwat",101.71888,6.177542,2,2017,202,82.1674586569667
"5775",5835,"Narathiwat",101.71888,6.177542,3,2017,123,82.8552717687534
"5776",5836,"Narathiwat",101.71888,6.177542,4,2017,57,82.8442814873038
"5777",5837,"Narathiwat",101.71888,6.177542,5,2017,89,80.0022047678086
"5778",5838,"Narathiwat",101.71888,6.177542,6,2017,83,76.9674941148958
"5779",5839,"Narathiwat",101.71888,6.177542,7,2017,58,81.3628273842018
"5780",5840,"Narathiwat",101.71888,6.177542,8,2017,48,79.0302945479923
"5781",5841,"Narathiwat",101.71888,6.177542,9,2017,46,83.1633130546919
"5782",5842,"Narathiwat",101.71888,6.177542,10,2017,40,84.7997754126749
"5783",5843,"Narathiwat",101.71888,6.177542,11,2017,35,85.8924713428329
"5784",5844,"Narathiwat",101.71888,6.177542,12,2017,38,88.3905196073678
"5785",5845,"Narathiwat",101.71888,6.177542,1,2018,40,84.2120074451148
"5786",5846,"Narathiwat",101.71888,6.177542,2,2018,21,86.3154069624074
"5787",5847,"Narathiwat",101.71888,6.177542,3,2018,23,81.1779915433299
"5788",5848,"Narathiwat",101.71888,6.177542,4,2018,18,82.8500834673376
"5789",5849,"Narathiwat",101.71888,6.177542,5,2018,26,82.6024439152411
"5790",5850,"Narathiwat",101.71888,6.177542,6,2018,24,81.5682302852531
"5791",5851,"Narathiwat",101.71888,6.177542,7,2018,30,81.4395824267651
"5792",5852,"Narathiwat",101.71888,6.177542,8,2018,101,83.1376687286755
"5793",5853,"Narathiwat",101.71888,6.177542,9,2018,78,82.9737035352585
"5794",5854,"Narathiwat",101.71888,6.177542,10,2018,183,85.7360724016559
"5795",5855,"Narathiwat",101.71888,6.177542,11,2018,154,87.3197523478312
"5796",5856,"Narathiwat",101.71888,6.177542,12,2018,87,87.4867522364857
"5797",5857,"Narathiwat",101.71888,6.177542,1,2019,97,83.0330923210102
"5798",5858,"Narathiwat",101.71888,6.177542,2,2019,96,78.5643261195554
"5799",5859,"Narathiwat",101.71888,6.177542,3,2019,96,77.8617147288296
"5800",5860,"Narathiwat",101.71888,6.177542,4,2019,76,78.5533937484395
"5801",5861,"Narathiwat",101.71888,6.177542,5,2019,79,81.659501713838
"5802",5862,"Narathiwat",101.71888,6.177542,6,2019,204,83.5978097218436
"5803",5863,"Narathiwat",101.71888,6.177542,7,2019,342,83.6060257610372
"5804",5864,"Narathiwat",101.71888,6.177542,8,2019,322,85.3826822816638
"5805",5865,"Narathiwat",101.71888,6.177542,9,2019,187,84.7130950888592
"5806",5866,"Narathiwat",101.71888,6.177542,10,2019,274,87.5912897861019
"5807",5867,"Narathiwat",101.71888,6.177542,11,2019,208,89.1249829993996
"5808",5868,"Narathiwat",101.71888,6.177542,12,2019,107,88.8883737643186
"5809",5869,"Narathiwat",101.71888,6.177542,1,2020,97,83.1649319215328
"5810",5870,"Narathiwat",101.71888,6.177542,2,2020,96,78.5197903525885
"5811",5871,"Narathiwat",101.71888,6.177542,3,2020,96,75.1323147725223
"5812",5872,"Narathiwat",101.71888,6.177542,4,2020,76,76.3627878640033
"5813",5873,"Narathiwat",101.71888,6.177542,5,2020,79,80.7135005460024
"5814",5874,"Narathiwat",101.71888,6.177542,6,2020,204,80.6707432368924
"5815",5875,"Narathiwat",101.71888,6.177542,7,2020,342,79.0326129216932
"5816",5876,"Narathiwat",101.71888,6.177542,8,2020,322,82.9222811714815
"5817",5877,"Narathiwat",101.71888,6.177542,9,2020,187,83.1591939775288
"5818",5878,"Narathiwat",101.71888,6.177542,10,2020,274,86.6451075905763
"5819",5879,"Narathiwat",101.71888,6.177542,11,2020,208,89.275210983583
"5820",5880,"Narathiwat",101.71888,6.177542,12,2020,107,85.9076790224543
"5821",5881,"Nong Bua Lam Phu",101.71888,6.177542,1,2006,3,84.8732286953121
"5822",5882,"Nong Bua Lam Phu",101.71888,6.177542,2,2006,3,84.7096956961682
"5823",5883,"Nong Bua Lam Phu",101.71888,6.177542,3,2006,8,79.3806494508558
"5824",5884,"Nong Bua Lam Phu",101.71888,6.177542,4,2006,28,75.0669608472911
"5825",5885,"Nong Bua Lam Phu",101.71888,6.177542,5,2006,38,75.5850227098273
"5826",5886,"Nong Bua Lam Phu",101.71888,6.177542,6,2006,44,80.7904722809842
"5827",5887,"Nong Bua Lam Phu",101.71888,6.177542,7,2006,21,84.7048114321587
"5828",5888,"Nong Bua Lam Phu",101.71888,6.177542,8,2006,12,80.3415145189041
"5829",5889,"Nong Bua Lam Phu",101.71888,6.177542,9,2006,2,79.7973028788866
"5830",5890,"Nong Bua Lam Phu",101.71888,6.177542,10,2006,1,81.7292794255733
"5831",5891,"Nong Bua Lam Phu",101.71888,6.177542,11,2006,3,87.8444978992059
"5832",5892,"Nong Bua Lam Phu",101.71888,6.177542,12,2006,0,88.0924602343823
"5833",5893,"Nong Bua Lam Phu",101.71888,6.177542,1,2007,3,87.8439999564482
"5834",5894,"Nong Bua Lam Phu",101.71888,6.177542,2,2007,0,83.73930386286
"5835",5895,"Nong Bua Lam Phu",101.71888,6.177542,3,2007,6,82.6408785379254
"5836",5896,"Nong Bua Lam Phu",101.71888,6.177542,4,2007,0,84.5852010563022
"5837",5897,"Nong Bua Lam Phu",101.71888,6.177542,5,2007,11,84.8314409521004
"5838",5898,"Nong Bua Lam Phu",101.71888,6.177542,6,2007,21,83.1195840399303
"5839",5899,"Nong Bua Lam Phu",101.71888,6.177542,7,2007,19,84.3315363472575
"5840",5900,"Nong Bua Lam Phu",101.71888,6.177542,8,2007,24,85.146309182704
"5841",5901,"Nong Bua Lam Phu",101.71888,6.177542,9,2007,19,85.2349049803435
"5842",5902,"Nong Bua Lam Phu",101.71888,6.177542,10,2007,6,85.0703411550795
"5843",5903,"Nong Bua Lam Phu",101.71888,6.177542,11,2007,2,89.5021138511289
