"","Reporting areas","2006.total","2006.01","2006.02","2006.03","2006.04","2006.05","2006.06","2006.07","2006.08","2006.09","2006.10","2006.11","2006.12","2007.total","2007.01","2007.02","2007.03","2007.04","2007.05","2007.06","2007.07","2007.08","2007.09","2007.10","2007.11","2007.12","2008.total","2008.01","2008.02","2008.03","2008.04","2008.05","2008.06","2008.07","2008.08","2008.09","2008.10","2008.11","2008.12","2009.total","2009.01","2009.02","2009.03","2009.04","2009.05","2009.06","2009.07","2009.08","2009.09","2009.10","2009.11","2009.12","2010.total","2010.01","2010.02","2010.03","2010.04","2010.05","2010.06","2010.07","2010.08","2010.09","2010.10","2010.11","2010.12","2011.total","2011.01","2011.02","2011.03","2011.04","2011.05","2011.06","2011.07","2011.08","2011.09","2011.10","2011.11","2011.12","2012.total","2012.01","2012.02","2012.03","2012.04","2012.05","2012.06","2012.07","2012.08","2012.09","2012.10","2012.11","2012.12","2013.total","2013.01","2013.02","2013.03","2013.04","2013.05","2013.06","2013.07","2013.08","2013.09","2013.10","2013.11","2013.12","2014.total","2014.01","2014.02","2014.03","2014.04","2014.05","2014.06","2014.07","2014.08","2014.09","2014.10","2014.11","2014.12","2015.total","2015.01","2015.02","2015.03","2015.04","2015.05","2015.06","2015.07","2015.08","2015.09","2015.10","2015.11","2015.12","2016.total","2016.01","2016.02","2016.03","2016.04","2016.05","2016.06","2016.07","2016.08","2016.09","2016.10","2016.11","2016.12","2017.total","2017.01","2017.02","2017.03","2017.04","2017.05","2017.06","2017.07","2017.08","2017.09","2017.10","2017.11","2017.12","2018.total","2018.01","2018.02","2018.03","2018.04","2018.05","2018.06","2018.07","2018.08","2018.09","2018.10","2018.11","2018.12","2019.total","2019.01","2019.02","2019.03","2019.04","2019.05","2019.06","2019.07","2019.08","2019.09","2019.10","2019.11","2019.12","2020.total","2020.01","2020.02","2020.03","2020.04","2020.05","2020.06","2020.07","2020.08","2020.09","2020.10","2020.11","2020.12"
"20","Prachuap Khiri Khan","824","17","15","29","37","65","73","127","117","141","91","77","35","824","17","15","29","37","65","73","127","117","141","91","77","35","824","17","15","29","37","65","73","127","117","141","91","77","35","824","17","15","29","37","65","73","127","117","141","91","77","35","824","17","15","29","37","65","73","127","117","141","91","77","35","824","17","15","29","37","65","73","127","117","141","91","77","35","824","17","15","29","37","65","73","127","117","141","91","77","35","824","17","15","29","37","65","73","127","117","141","91","77","35","824","17","15","29","37","65","73","127","117","141","91","77","35","824","17","15","29","37","65","73","127","117","141","91","77","35","824","17","15","29","37","65","73","127","117","141","91","77","35","824","17","15","29","37","65","73","127","117","141","91","77","35","824","17","15","29","37","65","73","127","117","141","91","77","35","824","17","15","29","37","65","73","127","117","141","91","77","35","824","17","15","29","37","65","73","127","117","141","91","77","35"
"21","Samut Sakhon","810","136","79","50","32","13","30","76","80","81","49","105","79","810","136","79","50","32","13","30","76","80","81","49","105","79","810","136","79","50","32","13","30","76","80","81","49","105","79","810","136","79","50","32","13","30","76","80","81","49","105","79","810","136","79","50","32","13","30","76","80","81","49","105","79","810","136","79","50","32","13","30","76","80","81","49","105","79","810","136","79","50","32","13","30","76","80","81","49","105","79","810","136","79","50","32","13","30","76","80","81","49","105","79","810","136","79","50","32","13","30","76","80","81","49","105","79","810","136","79","50","32","13","30","76","80","81","49","105","79","810","136","79","50","32","13","30","76","80","81","49","105","79","810","136","79","50","32","13","30","76","80","81","49","105","79","810","136","79","50","32","13","30","76","80","81","49","105","79","810","136","79","50","32","13","30","76","80","81","49","105","79","810","136","79","50","32","13","30","76","80","81","49","105","79"
"22","Samut Songkhram","113","7","11","9","7","7","4","7","12","12","8","16","13","113","7","11","9","7","7","4","7","12","12","8","16","13","113","7","11","9","7","7","4","7","12","12","8","16","13","113","7","11","9","7","7","4","7","12","12","8","16","13","113","7","11","9","7","7","4","7","12","12","8","16","13","113","7","11","9","7","7","4","7","12","12","8","16","13","113","7","11","9","7","7","4","7","12","12","8","16","13","113","7","11","9","7","7","4","7","12","12","8","16","13","113","7","11","9","7","7","4","7","12","12","8","16","13","113","7","11","9","7","7","4","7","12","12","8","16","13","113","7","11","9","7","7","4","7","12","12","8","16","13","113","7","11","9","7","7","4","7","12","12","8","16","13","113","7","11","9","7","7","4","7","12","12","8","16","13","113","7","11","9","7","7","4","7","12","12","8","16","13","113","7","11","9","7","7","4","7","12","12","8","16","13"
"23","Chanthaburi","2222","28","60","92","149","352","487","456","255","172","85","53","33","2222","28","60","92","149","352","487","456","255","172","85","53","33","2222","28","60","92","149","352","487","456","255","172","85","53","33","2222","28","60","92","149","352","487","456","255","172","85","53","33","2222","28","60","92","149","352","487","456","255","172","85","53","33","2222","28","60","92","149","352","487","456","255","172","85","53","33","2222","28","60","92","149","352","487","456","255","172","85","53","33","2222","28","60","92","149","352","487","456","255","172","85","53","33","2222","28","60","92","149","352","487","456","255","172","85","53","33","2222","28","60","92","149","352","487","456","255","172","85","53","33","2222","28","60","92","149","352","487","456","255","172","85","53","33","2222","28","60","92","149","352","487","456","255","172","85","53","33","2222","28","60","92","149","352","487","456","255","172","85","53","33","2222","28","60","92","149","352","487","456","255","172","85","53","33","2222","28","60","92","149","352","487","456","255","172","85","53","33"
"24","Chon Buri","2280","133","135","140","142","231","291","402","457","319","30","0","0","2280","133","135","140","142","231","291","402","457","319","30","0","0","2280","133","135","140","142","231","291","402","457","319","30","0","0","2280","133","135","140","142","231","291","402","457","319","30","0","0","2280","133","135","140","142","231","291","402","457","319","30","0","0","2280","133","135","140","142","231","291","402","457","319","30","0","0","2280","133","135","140","142","231","291","402","457","319","30","0","0","2280","133","135","140","142","231","291","402","457","319","30","0","0","2280","133","135","140","142","231","291","402","457","319","30","0","0","2280","133","135","140","142","231","291","402","457","319","30","0","0","2280","133","135","140","142","231","291","402","457","319","30","0","0","2280","133","135","140","142","231","291","402","457","319","30","0","0","2280","133","135","140","142","231","291","402","457","319","30","0","0","2280","133","135","140","142","231","291","402","457","319","30","0","0","2280","133","135","140","142","231","291","402","457","319","30","0","0"
"25","Rayong","2134","62","65","85","109","143","293","431","353","259","139","125","70","2134","62","65","85","109","143","293","431","353","259","139","125","70","2134","62","65","85","109","143","293","431","353","259","139","125","70","2134","62","65","85","109","143","293","431","353","259","139","125","70","2134","62","65","85","109","143","293","431","353","259","139","125","70","2134","62","65","85","109","143","293","431","353","259","139","125","70","2134","62","65","85","109","143","293","431","353","259","139","125","70","2134","62","65","85","109","143","293","431","353","259","139","125","70","2134","62","65","85","109","143","293","431","353","259","139","125","70","2134","62","65","85","109","143","293","431","353","259","139","125","70","2134","62","65","85","109","143","293","431","353","259","139","125","70","2134","62","65","85","109","143","293","431","353","259","139","125","70","2134","62","65","85","109","143","293","431","353","259","139","125","70","2134","62","65","85","109","143","293","431","353","259","139","125","70","2134","62","65","85","109","143","293","431","353","259","139","125","70"
"26","Trat","666","16","12","28","56","87","119","137","86","53","31","25","16","666","16","12","28","56","87","119","137","86","53","31","25","16","666","16","12","28","56","87","119","137","86","53","31","25","16","666","16","12","28","56","87","119","137","86","53","31","25","16","666","16","12","28","56","87","119","137","86","53","31","25","16","666","16","12","28","56","87","119","137","86","53","31","25","16","666","16","12","28","56","87","119","137","86","53","31","25","16","666","16","12","28","56","87","119","137","86","53","31","25","16","666","16","12","28","56","87","119","137","86","53","31","25","16","666","16","12","28","56","87","119","137","86","53","31","25","16","666","16","12","28","56","87","119","137","86","53","31","25","16","666","16","12","28","56","87","119","137","86","53","31","25","16","666","16","12","28","56","87","119","137","86","53","31","25","16","666","16","12","28","56","87","119","137","86","53","31","25","16","666","16","12","28","56","87","119","137","86","53","31","25","16"
"27","Chumphon","668","19","13","30","34","56","95","84","68","103","82","61","23","668","19","13","30","34","56","95","84","68","103","82","61","23","668","19","13","30","34","56","95","84","68","103","82","61","23","668","19","13","30","34","56","95","84","68","103","82","61","23","668","19","13","30","34","56","95","84","68","103","82","61","23","668","19","13","30","34","56","95","84","68","103","82","61","23","668","19","13","30","34","56","95","84","68","103","82","61","23","668","19","13","30","34","56","95","84","68","103","82","61","23","668","19","13","30","34","56","95","84","68","103","82","61","23","668","19","13","30","34","56","95","84","68","103","82","61","23","668","19","13","30","34","56","95","84","68","103","82","61","23","668","19","13","30","34","56","95","84","68","103","82","61","23","668","19","13","30","34","56","95","84","68","103","82","61","23","668","19","13","30","34","56","95","84","68","103","82","61","23","668","19","13","30","34","56","95","84","68","103","82","61","23"
"28","Nakhon Si Thammarat","6039","157","132","164","177","361","655","1367","1209","833","529","294","161","6039","157","132","164","177","361","655","1367","1209","833","529","294","161","6039","157","132","164","177","361","655","1367","1209","833","529","294","161","6039","157","132","164","177","361","655","1367","1209","833","529","294","161","6039","157","132","164","177","361","655","1367","1209","833","529","294","161","6039","157","132","164","177","361","655","1367","1209","833","529","294","161","6039","157","132","164","177","361","655","1367","1209","833","529","294","161","6039","157","132","164","177","361","655","1367","1209","833","529","294","161","6039","157","132","164","177","361","655","1367","1209","833","529","294","161","6039","157","132","164","177","361","655","1367","1209","833","529","294","161","6039","157","132","164","177","361","655","1367","1209","833","529","294","161","6039","157","132","164","177","361","655","1367","1209","833","529","294","161","6039","157","132","164","177","361","655","1367","1209","833","529","294","161","6039","157","132","164","177","361","655","1367","1209","833","529","294","161","6039","157","132","164","177","361","655","1367","1209","833","529","294","161"
"29","Phatthalung","2078","54","78","43","49","107","176","247","435","355","270","159","105","2078","54","78","43","49","107","176","247","435","355","270","159","105","2078","54","78","43","49","107","176","247","435","355","270","159","105","2078","54","78","43","49","107","176","247","435","355","270","159","105","2078","54","78","43","49","107","176","247","435","355","270","159","105","2078","54","78","43","49","107","176","247","435","355","270","159","105","2078","54","78","43","49","107","176","247","435","355","270","159","105","2078","54","78","43","49","107","176","247","435","355","270","159","105","2078","54","78","43","49","107","176","247","435","355","270","159","105","2078","54","78","43","49","107","176","247","435","355","270","159","105","2078","54","78","43","49","107","176","247","435","355","270","159","105","2078","54","78","43","49","107","176","247","435","355","270","159","105","2078","54","78","43","49","107","176","247","435","355","270","159","105","2078","54","78","43","49","107","176","247","435","355","270","159","105","2078","54","78","43","49","107","176","247","435","355","270","159","105"
"30","Surat Thani","2176","54","48","60","83","166","293","449","475","296","132","71","49","2176","54","48","60","83","166","293","449","475","296","132","71","49","2176","54","48","60","83","166","293","449","475","296","132","71","49","2176","54","48","60","83","166","293","449","475","296","132","71","49","2176","54","48","60","83","166","293","449","475","296","132","71","49","2176","54","48","60","83","166","293","449","475","296","132","71","49","2176","54","48","60","83","166","293","449","475","296","132","71","49","2176","54","48","60","83","166","293","449","475","296","132","71","49","2176","54","48","60","83","166","293","449","475","296","132","71","49","2176","54","48","60","83","166","293","449","475","296","132","71","49","2176","54","48","60","83","166","293","449","475","296","132","71","49","2176","54","48","60","83","166","293","449","475","296","132","71","49","2176","54","48","60","83","166","293","449","475","296","132","71","49","2176","54","48","60","83","166","293","449","475","296","132","71","49","2176","54","48","60","83","166","293","449","475","296","132","71","49"
"31","Krabi","1678","62","51","60","57","170","274","344","304","163","89","56","48","1678","62","51","60","57","170","274","344","304","163","89","56","48","1678","62","51","60","57","170","274","344","304","163","89","56","48","1678","62","51","60","57","170","274","344","304","163","89","56","48","1678","62","51","60","57","170","274","344","304","163","89","56","48","1678","62","51","60","57","170","274","344","304","163","89","56","48","1678","62","51","60","57","170","274","344","304","163","89","56","48","1678","62","51","60","57","170","274","344","304","163","89","56","48","1678","62","51","60","57","170","274","344","304","163","89","56","48","1678","62","51","60","57","170","274","344","304","163","89","56","48","1678","62","51","60","57","170","274","344","304","163","89","56","48","1678","62","51","60","57","170","274","344","304","163","89","56","48","1678","62","51","60","57","170","274","344","304","163","89","56","48","1678","62","51","60","57","170","274","344","304","163","89","56","48","1678","62","51","60","57","170","274","344","304","163","89","56","48"
"32","Phangnga","590","21","11","14","28","45","89","119","105","85","48","18","7","590","21","11","14","28","45","89","119","105","85","48","18","7","590","21","11","14","28","45","89","119","105","85","48","18","7","590","21","11","14","28","45","89","119","105","85","48","18","7","590","21","11","14","28","45","89","119","105","85","48","18","7","590","21","11","14","28","45","89","119","105","85","48","18","7","590","21","11","14","28","45","89","119","105","85","48","18","7","590","21","11","14","28","45","89","119","105","85","48","18","7","590","21","11","14","28","45","89","119","105","85","48","18","7","590","21","11","14","28","45","89","119","105","85","48","18","7","590","21","11","14","28","45","89","119","105","85","48","18","7","590","21","11","14","28","45","89","119","105","85","48","18","7","590","21","11","14","28","45","89","119","105","85","48","18","7","590","21","11","14","28","45","89","119","105","85","48","18","7","590","21","11","14","28","45","89","119","105","85","48","18","7"
"33","Phuket","654","28","49","44","41","50","129","130","69","61","29","6","18","654","28","49","44","41","50","129","130","69","61","29","6","18","654","28","49","44","41","50","129","130","69","61","29","6","18","654","28","49","44","41","50","129","130","69","61","29","6","18","654","28","49","44","41","50","129","130","69","61","29","6","18","654","28","49","44","41","50","129","130","69","61","29","6","18","654","28","49","44","41","50","129","130","69","61","29","6","18","654","28","49","44","41","50","129","130","69","61","29","6","18","654","28","49","44","41","50","129","130","69","61","29","6","18","654","28","49","44","41","50","129","130","69","61","29","6","18","654","28","49","44","41","50","129","130","69","61","29","6","18","654","28","49","44","41","50","129","130","69","61","29","6","18","654","28","49","44","41","50","129","130","69","61","29","6","18","654","28","49","44","41","50","129","130","69","61","29","6","18","654","28","49","44","41","50","129","130","69","61","29","6","18"
"34","Ranong","180","9","5","13","18","24","32","42","18","8","9","2","0","180","9","5","13","18","24","32","42","18","8","9","2","0","180","9","5","13","18","24","32","42","18","8","9","2","0","180","9","5","13","18","24","32","42","18","8","9","2","0","180","9","5","13","18","24","32","42","18","8","9","2","0","180","9","5","13","18","24","32","42","18","8","9","2","0","180","9","5","13","18","24","32","42","18","8","9","2","0","180","9","5","13","18","24","32","42","18","8","9","2","0","180","9","5","13","18","24","32","42","18","8","9","2","0","180","9","5","13","18","24","32","42","18","8","9","2","0","180","9","5","13","18","24","32","42","18","8","9","2","0","180","9","5","13","18","24","32","42","18","8","9","2","0","180","9","5","13","18","24","32","42","18","8","9","2","0","180","9","5","13","18","24","32","42","18","8","9","2","0","180","9","5","13","18","24","32","42","18","8","9","2","0"
"35","Trang","951","29","16","15","31","66","195","239","141","98","71","40","10","951","29","16","15","31","66","195","239","141","98","71","40","10","951","29","16","15","31","66","195","239","141","98","71","40","10","951","29","16","15","31","66","195","239","141","98","71","40","10","951","29","16","15","31","66","195","239","141","98","71","40","10","951","29","16","15","31","66","195","239","141","98","71","40","10","951","29","16","15","31","66","195","239","141","98","71","40","10","951","29","16","15","31","66","195","239","141","98","71","40","10","951","29","16","15","31","66","195","239","141","98","71","40","10","951","29","16","15","31","66","195","239","141","98","71","40","10","951","29","16","15","31","66","195","239","141","98","71","40","10","951","29","16","15","31","66","195","239","141","98","71","40","10","951","29","16","15","31","66","195","239","141","98","71","40","10","951","29","16","15","31","66","195","239","141","98","71","40","10","951","29","16","15","31","66","195","239","141","98","71","40","10"
"36","Narathiwat","3485","86","65","58","82","166","404","735","880","547","264","144","54","3485","86","65","58","82","166","404","735","880","547","264","144","54","3485","86","65","58","82","166","404","735","880","547","264","144","54","3485","86","65","58","82","166","404","735","880","547","264","144","54","3485","86","65","58","82","166","404","735","880","547","264","144","54","3485","86","65","58","82","166","404","735","880","547","264","144","54","3485","86","65","58","82","166","404","735","880","547","264","144","54","3485","86","65","58","82","166","404","735","880","547","264","144","54","3485","86","65","58","82","166","404","735","880","547","264","144","54","3485","86","65","58","82","166","404","735","880","547","264","144","54","3485","86","65","58","82","166","404","735","880","547","264","144","54","3485","86","65","58","82","166","404","735","880","547","264","144","54","3485","86","65","58","82","166","404","735","880","547","264","144","54","3485","86","65","58","82","166","404","735","880","547","264","144","54","3485","86","65","58","82","166","404","735","880","547","264","144","54"
"37","Pattani","3196","135","130","126","139","259","310","596","637","427","241","141","55","3196","135","130","126","139","259","310","596","637","427","241","141","55","3196","135","130","126","139","259","310","596","637","427","241","141","55","3196","135","130","126","139","259","310","596","637","427","241","141","55","3196","135","130","126","139","259","310","596","637","427","241","141","55","3196","135","130","126","139","259","310","596","637","427","241","141","55","3196","135","130","126","139","259","310","596","637","427","241","141","55","3196","135","130","126","139","259","310","596","637","427","241","141","55","3196","135","130","126","139","259","310","596","637","427","241","141","55","3196","135","130","126","139","259","310","596","637","427","241","141","55","3196","135","130","126","139","259","310","596","637","427","241","141","55","3196","135","130","126","139","259","310","596","637","427","241","141","55","3196","135","130","126","139","259","310","596","637","427","241","141","55","3196","135","130","126","139","259","310","596","637","427","241","141","55","3196","135","130","126","139","259","310","596","637","427","241","141","55"
"38","Satun","1062","37","46","35","59","186","219","132","99","87","70","41","51","1062","37","46","35","59","186","219","132","99","87","70","41","51","1062","37","46","35","59","186","219","132","99","87","70","41","51","1062","37","46","35","59","186","219","132","99","87","70","41","51","1062","37","46","35","59","186","219","132","99","87","70","41","51","1062","37","46","35","59","186","219","132","99","87","70","41","51","1062","37","46","35","59","186","219","132","99","87","70","41","51","1062","37","46","35","59","186","219","132","99","87","70","41","51","1062","37","46","35","59","186","219","132","99","87","70","41","51","1062","37","46","35","59","186","219","132","99","87","70","41","51","1062","37","46","35","59","186","219","132","99","87","70","41","51","1062","37","46","35","59","186","219","132","99","87","70","41","51","1062","37","46","35","59","186","219","132","99","87","70","41","51","1062","37","46","35","59","186","219","132","99","87","70","41","51","1062","37","46","35","59","186","219","132","99","87","70","41","51"
"39","Songkhla","6048","242","154","178","231","393","821","1211","964","742","555","337","220","6048","242","154","178","231","393","821","1211","964","742","555","337","220","6048","242","154","178","231","393","821","1211","964","742","555","337","220","6048","242","154","178","231","393","821","1211","964","742","555","337","220","6048","242","154","178","231","393","821","1211","964","742","555","337","220","6048","242","154","178","231","393","821","1211","964","742","555","337","220","6048","242","154","178","231","393","821","1211","964","742","555","337","220","6048","242","154","178","231","393","821","1211","964","742","555","337","220","6048","242","154","178","231","393","821","1211","964","742","555","337","220","6048","242","154","178","231","393","821","1211","964","742","555","337","220","6048","242","154","178","231","393","821","1211","964","742","555","337","220","6048","242","154","178","231","393","821","1211","964","742","555","337","220","6048","242","154","178","231","393","821","1211","964","742","555","337","220","6048","242","154","178","231","393","821","1211","964","742","555","337","220","6048","242","154","178","231","393","821","1211","964","742","555","337","220"
"40","Yala","1362","76","49","53","76","178","228","238","171","99","101","63","30","1362","76","49","53","76","178","228","238","171","99","101","63","30","1362","76","49","53","76","178","228","238","171","99","101","63","30","1362","76","49","53","76","178","228","238","171","99","101","63","30","1362","76","49","53","76","178","228","238","171","99","101","63","30","1362","76","49","53","76","178","228","238","171","99","101","63","30","1362","76","49","53","76","178","228","238","171","99","101","63","30","1362","76","49","53","76","178","228","238","171","99","101","63","30","1362","76","49","53","76","178","228","238","171","99","101","63","30","1362","76","49","53","76","178","228","238","171","99","101","63","30","1362","76","49","53","76","178","228","238","171","99","101","63","30","1362","76","49","53","76","178","228","238","171","99","101","63","30","1362","76","49","53","76","178","228","238","171","99","101","63","30","1362","76","49","53","76","178","228","238","171","99","101","63","30","1362","76","49","53","76","178","228","238","171","99","101","63","30"
"41","Loei","902","19","36","44","51","137","232","175","136","47","15","4","6","902","19","36","44","51","137","232","175","136","47","15","4","6","902","19","36","44","51","137","232","175","136","47","15","4","6","902","19","36","44","51","137","232","175","136","47","15","4","6","902","19","36","44","51","137","232","175","136","47","15","4","6","902","19","36","44","51","137","232","175","136","47","15","4","6","902","19","36","44","51","137","232","175","136","47","15","4","6","902","19","36","44","51","137","232","175","136","47","15","4","6","902","19","36","44","51","137","232","175","136","47","15","4","6","902","19","36","44","51","137","232","175","136","47","15","4","6","902","19","36","44","51","137","232","175","136","47","15","4","6","902","19","36","44","51","137","232","175","136","47","15","4","6","902","19","36","44","51","137","232","175","136","47","15","4","6","902","19","36","44","51","137","232","175","136","47","15","4","6","902","19","36","44","51","137","232","175","136","47","15","4","6"
"42","Nong Bua Lam Phu","211","8","13","9","7","30","63","44","29","7","0","0","1","211","8","13","9","7","30","63","44","29","7","0","0","1","211","8","13","9","7","30","63","44","29","7","0","0","1","211","8","13","9","7","30","63","44","29","7","0","0","1","211","8","13","9","7","30","63","44","29","7","0","0","1","211","8","13","9","7","30","63","44","29","7","0","0","1","211","8","13","9","7","30","63","44","29","7","0","0","1","211","8","13","9","7","30","63","44","29","7","0","0","1","211","8","13","9","7","30","63","44","29","7","0","0","1","211","8","13","9","7","30","63","44","29","7","0","0","1","211","8","13","9","7","30","63","44","29","7","0","0","1","211","8","13","9","7","30","63","44","29","7","0","0","1","211","8","13","9","7","30","63","44","29","7","0","0","1","211","8","13","9","7","30","63","44","29","7","0","0","1","211","8","13","9","7","30","63","44","29","7","0","0","1"
"43","Nong Khai","894","19","25","50","78","133","183","223","103","46","18","13","3","894","19","25","50","78","133","183","223","103","46","18","13","3","894","19","25","50","78","133","183","223","103","46","18","13","3","894","19","25","50","78","133","183","223","103","46","18","13","3","894","19","25","50","78","133","183","223","103","46","18","13","3","894","19","25","50","78","133","183","223","103","46","18","13","3","894","19","25","50","78","133","183","223","103","46","18","13","3","894","19","25","50","78","133","183","223","103","46","18","13","3","894","19","25","50","78","133","183","223","103","46","18","13","3","894","19","25","50","78","133","183","223","103","46","18","13","3","894","19","25","50","78","133","183","223","103","46","18","13","3","894","19","25","50","78","133","183","223","103","46","18","13","3","894","19","25","50","78","133","183","223","103","46","18","13","3","894","19","25","50","78","133","183","223","103","46","18","13","3","894","19","25","50","78","133","183","223","103","46","18","13","3"
"44","Udon Thani","1246","32","31","41","46","106","196","329","282","122","39","17","5","1246","32","31","41","46","106","196","329","282","122","39","17","5","1246","32","31","41","46","106","196","329","282","122","39","17","5","1246","32","31","41","46","106","196","329","282","122","39","17","5","1246","32","31","41","46","106","196","329","282","122","39","17","5","1246","32","31","41","46","106","196","329","282","122","39","17","5","1246","32","31","41","46","106","196","329","282","122","39","17","5","1246","32","31","41","46","106","196","329","282","122","39","17","5","1246","32","31","41","46","106","196","329","282","122","39","17","5","1246","32","31","41","46","106","196","329","282","122","39","17","5","1246","32","31","41","46","106","196","329","282","122","39","17","5","1246","32","31","41","46","106","196","329","282","122","39","17","5","1246","32","31","41","46","106","196","329","282","122","39","17","5","1246","32","31","41","46","106","196","329","282","122","39","17","5","1246","32","31","41","46","106","196","329","282","122","39","17","5"
"45","Mukdahan","872","22","23","49","30","111","278","196","102","28","21","7","5","872","22","23","49","30","111","278","196","102","28","21","7","5","872","22","23","49","30","111","278","196","102","28","21","7","5","872","22","23","49","30","111","278","196","102","28","21","7","5","872","22","23","49","30","111","278","196","102","28","21","7","5","872","22","23","49","30","111","278","196","102","28","21","7","5","872","22","23","49","30","111","278","196","102","28","21","7","5","872","22","23","49","30","111","278","196","102","28","21","7","5","872","22","23","49","30","111","278","196","102","28","21","7","5","872","22","23","49","30","111","278","196","102","28","21","7","5","872","22","23","49","30","111","278","196","102","28","21","7","5","872","22","23","49","30","111","278","196","102","28","21","7","5","872","22","23","49","30","111","278","196","102","28","21","7","5","872","22","23","49","30","111","278","196","102","28","21","7","5","872","22","23","49","30","111","278","196","102","28","21","7","5"
"46","Nakhon Phanom","1013","11","18","41","74","174","208","216","138","99","19","12","3","1013","11","18","41","74","174","208","216","138","99","19","12","3","1013","11","18","41","74","174","208","216","138","99","19","12","3","1013","11","18","41","74","174","208","216","138","99","19","12","3","1013","11","18","41","74","174","208","216","138","99","19","12","3","1013","11","18","41","74","174","208","216","138","99","19","12","3","1013","11","18","41","74","174","208","216","138","99","19","12","3","1013","11","18","41","74","174","208","216","138","99","19","12","3","1013","11","18","41","74","174","208","216","138","99","19","12","3","1013","11","18","41","74","174","208","216","138","99","19","12","3","1013","11","18","41","74","174","208","216","138","99","19","12","3","1013","11","18","41","74","174","208","216","138","99","19","12","3","1013","11","18","41","74","174","208","216","138","99","19","12","3","1013","11","18","41","74","174","208","216","138","99","19","12","3","1013","11","18","41","74","174","208","216","138","99","19","12","3"
"47","Sakon Nakhon","1019","23","38","63","60","155","337","275","45","19","4","0","0","1019","23","38","63","60","155","337","275","45","19","4","0","0","1019","23","38","63","60","155","337","275","45","19","4","0","0","1019","23","38","63","60","155","337","275","45","19","4","0","0","1019","23","38","63","60","155","337","275","45","19","4","0","0","1019","23","38","63","60","155","337","275","45","19","4","0","0","1019","23","38","63","60","155","337","275","45","19","4","0","0","1019","23","38","63","60","155","337","275","45","19","4","0","0","1019","23","38","63","60","155","337","275","45","19","4","0","0","1019","23","38","63","60","155","337","275","45","19","4","0","0","1019","23","38","63","60","155","337","275","45","19","4","0","0","1019","23","38","63","60","155","337","275","45","19","4","0","0","1019","23","38","63","60","155","337","275","45","19","4","0","0","1019","23","38","63","60","155","337","275","45","19","4","0","0","1019","23","38","63","60","155","337","275","45","19","4","0","0"
"48","Kalasin","465","19","52","63","13","28","74","59","61","63","20","8","5","465","19","52","63","13","28","74","59","61","63","20","8","5","465","19","52","63","13","28","74","59","61","63","20","8","5","465","19","52","63","13","28","74","59","61","63","20","8","5","465","19","52","63","13","28","74","59","61","63","20","8","5","465","19","52","63","13","28","74","59","61","63","20","8","5","465","19","52","63","13","28","74","59","61","63","20","8","5","465","19","52","63","13","28","74","59","61","63","20","8","5","465","19","52","63","13","28","74","59","61","63","20","8","5","465","19","52","63","13","28","74","59","61","63","20","8","5","465","19","52","63","13","28","74","59","61","63","20","8","5","465","19","52","63","13","28","74","59","61","63","20","8","5","465","19","52","63","13","28","74","59","61","63","20","8","5","465","19","52","63","13","28","74","59","61","63","20","8","5","465","19","52","63","13","28","74","59","61","63","20","8","5"
"49","Khon Kaen","1021","23","52","75","23","59","115","182","197","171","65","15","44","1021","23","52","75","23","59","115","182","197","171","65","15","44","1021","23","52","75","23","59","115","182","197","171","65","15","44","1021","23","52","75","23","59","115","182","197","171","65","15","44","1021","23","52","75","23","59","115","182","197","171","65","15","44","1021","23","52","75","23","59","115","182","197","171","65","15","44","1021","23","52","75","23","59","115","182","197","171","65","15","44","1021","23","52","75","23","59","115","182","197","171","65","15","44","1021","23","52","75","23","59","115","182","197","171","65","15","44","1021","23","52","75","23","59","115","182","197","171","65","15","44","1021","23","52","75","23","59","115","182","197","171","65","15","44","1021","23","52","75","23","59","115","182","197","171","65","15","44","1021","23","52","75","23","59","115","182","197","171","65","15","44","1021","23","52","75","23","59","115","182","197","171","65","15","44","1021","23","52","75","23","59","115","182","197","171","65","15","44"
"50","Maha Sarakham","808","6","7","19","16","37","89","139","238","152","70","23","12","808","6","7","19","16","37","89","139","238","152","70","23","12","808","6","7","19","16","37","89","139","238","152","70","23","12","808","6","7","19","16","37","89","139","238","152","70","23","12","808","6","7","19","16","37","89","139","238","152","70","23","12","808","6","7","19","16","37","89","139","238","152","70","23","12","808","6","7","19","16","37","89","139","238","152","70","23","12","808","6","7","19","16","37","89","139","238","152","70","23","12","808","6","7","19","16","37","89","139","238","152","70","23","12","808","6","7","19","16","37","89","139","238","152","70","23","12","808","6","7","19","16","37","89","139","238","152","70","23","12","808","6","7","19","16","37","89","139","238","152","70","23","12","808","6","7","19","16","37","89","139","238","152","70","23","12","808","6","7","19","16","37","89","139","238","152","70","23","12","808","6","7","19","16","37","89","139","238","152","70","23","12"
